userid,itemid,rating,Time,Location,Companion
1059,tt0109830,1,NA,NA,NA
1059,tt3793764,1,NA,NA,NA
1059,tt1499658,1,NA,NA,NA
1059,tt0232500,1,NA,NA,NA
1059,tt0120338,1,NA,NA,NA
1059,tt1099212,1,NA,NA,NA
1059,tt0114369,1,Weekend,Home,Alone
1059,tt0382625,1,Weekend,Home,Alone
1059,tt0993846,1,Weekend,Home,Alone
1059,tt0211915,1,Weekend,Home,Alone
1059,tt0169547,1,Weekend,Home,Alone
1059,tt0109830,1,Weekend,Home,Alone
1059,tt0114369,1,Weekend,Cinema,Family
1059,tt0382625,1,Weekend,Cinema,Family
1059,tt0993846,1,Weekend,Cinema,Family
1059,tt0211915,1,Weekend,Cinema,Family
1059,tt0169547,1,Weekend,Cinema,Family
1059,tt0109830,1,Weekend,Cinema,Family
1059,tt0114369,1,Weekday,Cinema,Partner
1059,tt0382625,1,Weekday,Cinema,Partner
1059,tt0993846,1,Weekday,Cinema,Partner
1059,tt0211915,1,Weekday,Cinema,Partner
1059,tt0169547,1,Weekday,Cinema,Partner
1059,tt0109830,1,Weekday,Cinema,Partner
1059,tt3793764,1,Weekday,Home,Alone
1059,tt1499658,1,Weekday,Home,Alone
1059,tt0232500,1,Weekday,Home,Alone
1059,tt0120338,1,Weekday,Home,Alone
1059,tt1099212,1,Weekday,Home,Alone
1059,tt3793764,1,Weekday,Cinema,Alone
1059,tt1499658,1,Weekday,Cinema,Alone
1059,tt0232500,1,Weekday,Cinema,Alone
1059,tt0120338,1,Weekday,Cinema,Alone
1059,tt1099212,1,Weekday,Cinema,Alone
1059,tt3793764,1,Weekday,Cinema,Partner
1059,tt1499658,1,Weekday,Cinema,Partner
1059,tt0232500,1,Weekday,Cinema,Partner
1059,tt0120338,1,Weekday,Cinema,Partner
1059,tt1099212,1,Weekday,Cinema,Partner
1061,tt1657301,1,NA,NA,NA
1061,tt3793764,1,NA,NA,NA
1061,tt0266543,1,NA,NA,NA
1061,tt1478338,1,NA,NA,NA
1061,tt1375666,1,NA,NA,NA
1061,tt0268380,1,NA,NA,NA
1061,tt0462538,1,NA,NA,NA
1061,ttnanana1,1,NA,NA,NA
1061,tt1657301,1,Weekend,Cinema,Alone
1061,tt3793764,1,Weekend,Cinema,Alone
1061,tt0266543,1,Weekend,Cinema,Alone
1061,tt1478338,1,Weekend,Cinema,Alone
1061,tt1375666,1,Weekend,Cinema,Alone
1061,tt1657301,1,Weekday,Cinema,Family
1061,tt3793764,1,Weekday,Cinema,Family
1061,tt0266543,1,Weekday,Cinema,Family
1061,tt1478338,1,Weekday,Cinema,Family
1061,tt1375666,1,Weekday,Cinema,Family
1061,tt1657301,1,Weekend,Cinema,Family
1061,tt3793764,1,Weekend,Cinema,Family
1061,tt0266543,1,Weekend,Cinema,Family
1061,tt1478338,1,Weekend,Cinema,Family
1061,tt1375666,1,Weekend,Cinema,Family
1061,tt0268380,1,Weekend,Home,Alone
1061,tt0462538,1,Weekend,Home,Alone
1061,ttnanana1,1,Weekend,Home,Alone
1061,tt0268380,1,Weekday,Cinema,Alone
1061,tt0462538,1,Weekday,Cinema,Alone
1061,ttnanana1,1,Weekday,Cinema,Alone
1061,tt0268380,1,Weekend,Home,Family
1061,tt0462538,1,Weekend,Home,Family
1061,ttnanana1,1,Weekend,Home,Family
1001,tt0266543,1,NA,NA,NA
1001,tt1453405,1,NA,NA,NA
1001,tt0462538,1,NA,NA,NA
1001,tt0378194,1,NA,NA,NA
1001,tt0111161,1,NA,NA,NA
1001,tt0211915,1,NA,NA,NA
1001,tt0088763,1,NA,NA,NA
1001,tt0133093,1,NA,NA,NA
1001,tt1232829,1,NA,NA,NA
1001,tt0362165,1,NA,NA,NA
1001,tt0405422,1,NA,NA,NA
1001,tt1707386,1,NA,NA,NA
1001,tt0120338,1,NA,NA,NA
1001,tt0266543,1,Weekend,Cinema,Family
1001,tt1453405,1,Weekend,Cinema,Family
1001,tt0462538,1,Weekend,Cinema,Family
1001,tt0378194,1,Weekend,Cinema,Family
1001,tt0111161,1,Weekend,Cinema,Family
1001,tt0211915,1,Weekend,Cinema,Family
1001,tt0088763,1,Weekend,Cinema,Family
1001,tt0133093,1,Weekend,Cinema,Family
1001,tt0266543,1,Weekend,Cinema,Partner
1001,tt1453405,1,Weekend,Cinema,Partner
1001,tt0462538,1,Weekend,Cinema,Partner
1001,tt0378194,1,Weekend,Cinema,Partner
1001,tt0111161,1,Weekend,Cinema,Partner
1001,tt0211915,1,Weekend,Cinema,Partner
1001,tt0088763,1,Weekend,Cinema,Partner
1001,tt0133093,1,Weekend,Cinema,Partner
1001,tt1232829,1,Weekend,Home,Alone
1001,tt0362165,1,Weekend,Home,Alone
1001,tt0405422,1,Weekend,Home,Alone
1001,tt1707386,1,Weekend,Home,Alone
1001,tt0120338,1,Weekend,Home,Alone
1001,tt1232829,1,Weekend,Cinema,Alone
1001,tt0362165,1,Weekend,Cinema,Alone
1001,tt0405422,1,Weekend,Cinema,Alone
1001,tt1707386,1,Weekend,Cinema,Alone
1001,tt0120338,1,Weekend,Cinema,Alone
1027,tt0181689,1,NA,NA,NA
1027,tt0120912,1,NA,NA,NA
1027,tt4411490,1,NA,NA,NA
1027,tt0211915,1,NA,NA,NA
1027,tt0133093,1,NA,NA,NA
1027,tt0413267,1,NA,NA,NA
1027,tt1232829,1,NA,NA,NA
1027,tt0120338,1,NA,NA,NA
1027,tt0181689,1,Weekday,Cinema,Family
1027,tt0120912,1,Weekday,Cinema,Family
1027,tt4411490,1,Weekday,Cinema,Family
1027,tt0211915,1,Weekday,Cinema,Family
1027,tt0133093,1,Weekday,Cinema,Family
1027,tt0181689,1,Weekend,Cinema,Family
1027,tt0120912,1,Weekend,Cinema,Family
1027,tt4411490,1,Weekend,Cinema,Family
1027,tt0211915,1,Weekend,Cinema,Family
1027,tt0133093,1,Weekend,Cinema,Family
1027,tt0181689,1,Weekend,Home,Partner
1027,tt0120912,1,Weekend,Home,Partner
1027,tt4411490,1,Weekend,Home,Partner
1027,tt0211915,1,Weekend,Home,Partner
1027,tt0133093,1,Weekend,Home,Partner
1027,tt0413267,1,Weekday,Home,Alone
1027,tt1232829,1,Weekday,Home,Alone
1027,tt0120338,1,Weekday,Home,Alone
1027,tt0413267,1,Weekend,Home,Family
1027,tt1232829,1,Weekend,Home,Family
1027,tt0120338,1,Weekend,Home,Family
1027,tt0413267,1,Weekday,Cinema,Family
1027,tt1232829,1,Weekday,Cinema,Family
1027,tt0120338,1,Weekday,Cinema,Family
1064,tt1657301,1,NA,NA,NA
1064,tt3793764,1,NA,NA,NA
1064,tt1291150,1,NA,NA,NA
1064,ttnanana2,1,NA,NA,NA
1064,tt1099212,1,NA,NA,NA
1064,tt3254460,1,NA,NA,NA
1064,tt1707386,1,NA,NA,NA
1064,tt1133985,1,NA,NA,NA
1064,tt1657301,1,Weekend,Home,Alone
1064,tt3793764,1,Weekend,Home,Alone
1064,tt1291150,1,Weekend,Home,Alone
1064,ttnanana2,1,Weekend,Home,Alone
1064,tt1099212,1,Weekend,Home,Alone
1064,tt1657301,1,Weekend,Cinema,Alone
1064,tt3793764,1,Weekend,Cinema,Alone
1064,tt1291150,1,Weekend,Cinema,Alone
1064,ttnanana2,1,Weekend,Cinema,Alone
1064,tt1099212,1,Weekend,Cinema,Alone
1064,tt1657301,1,Weekday,Cinema,Family
1064,tt3793764,1,Weekday,Cinema,Family
1064,tt1291150,1,Weekday,Cinema,Family
1064,ttnanana2,1,Weekday,Cinema,Family
1064,tt1099212,1,Weekday,Cinema,Family
1064,tt3254460,1,Weekday,Home,Family
1064,tt1707386,1,Weekday,Home,Family
1064,tt1133985,1,Weekday,Home,Family
1064,tt3254460,1,Weekend,Cinema,Family
1064,tt1707386,1,Weekend,Cinema,Family
1064,tt1133985,1,Weekend,Cinema,Family
1064,tt3254460,1,Weekend,Cinema,Partner
1064,tt1707386,1,Weekend,Cinema,Partner
1064,tt1133985,1,Weekend,Cinema,Partner
1038,tt0266543,1,NA,NA,NA
1038,tt1453405,1,NA,NA,NA
1038,tt4411490,1,NA,NA,NA
1038,tt0343660,1,NA,NA,NA
1038,tt1375666,1,NA,NA,NA
1038,tt2557490,1,NA,NA,NA
1038,tt1564367,1,NA,NA,NA
1038,tt1707386,1,NA,NA,NA
1038,tt4052394,1,NA,NA,NA
1038,tt1291150,1,NA,NA,NA
1038,tt1099212,1,NA,NA,NA
1038,tt0266543,1,Weekend,Home,Alone
1038,tt1453405,1,Weekend,Home,Alone
1038,tt4411490,1,Weekend,Home,Alone
1038,tt0343660,1,Weekend,Home,Alone
1038,tt1375666,1,Weekend,Home,Alone
1038,tt0266543,1,Weekday,Home,Family
1038,tt1453405,1,Weekday,Home,Family
1038,tt4411490,1,Weekday,Home,Family
1038,tt0343660,1,Weekday,Home,Family
1038,tt1375666,1,Weekday,Home,Family
1038,tt0266543,1,Weekday,Home,Partner
1038,tt1453405,1,Weekday,Home,Partner
1038,tt4411490,1,Weekday,Home,Partner
1038,tt0343660,1,Weekday,Home,Partner
1038,tt1375666,1,Weekday,Home,Partner
1038,tt2557490,1,Weekday,Home,Family
1038,tt1564367,1,Weekday,Home,Family
1038,tt1707386,1,Weekday,Home,Family
1038,tt4052394,1,Weekday,Home,Family
1038,tt1291150,1,Weekday,Home,Family
1038,tt1099212,1,Weekday,Home,Family
1038,tt2557490,1,Weekend,Home,Family
1038,tt1564367,1,Weekend,Home,Family
1038,tt1707386,1,Weekend,Home,Family
1038,tt4052394,1,Weekend,Home,Family
1038,tt1291150,1,Weekend,Home,Family
1038,tt1099212,1,Weekend,Home,Family
1038,tt2557490,1,Weekday,Cinema,Partner
1038,tt1564367,1,Weekday,Cinema,Partner
1038,tt1707386,1,Weekday,Cinema,Partner
1038,tt4052394,1,Weekday,Cinema,Partner
1038,tt1291150,1,Weekday,Cinema,Partner
1038,tt1099212,1,Weekday,Cinema,Partner
1084,tt0356910,1,NA,NA,NA
1084,tt0800369,1,NA,NA,NA
1084,tt1232829,1,NA,NA,NA
1084,tt2557490,1,NA,NA,NA
1084,tt0114369,1,NA,NA,NA
1084,tt0293662,1,NA,NA,NA
1084,tt0133093,1,NA,NA,NA
1084,tt0213149,1,NA,NA,NA
1084,tt0319262,1,NA,NA,NA
1084,tt1099212,1,NA,NA,NA
1084,tt0356910,1,Weekend,Cinema,Alone
1084,tt0800369,1,Weekend,Cinema,Alone
1084,tt1232829,1,Weekend,Cinema,Alone
1084,tt2557490,1,Weekend,Cinema,Alone
1084,tt0114369,1,Weekend,Cinema,Alone
1084,tt0293662,1,Weekend,Cinema,Alone
1084,tt0133093,1,Weekend,Cinema,Alone
1084,tt0356910,1,Weekday,Cinema,Family
1084,tt0800369,1,Weekday,Cinema,Family
1084,tt1232829,1,Weekday,Cinema,Family
1084,tt2557490,1,Weekday,Cinema,Family
1084,tt0114369,1,Weekday,Cinema,Family
1084,tt0293662,1,Weekday,Cinema,Family
1084,tt0133093,1,Weekday,Cinema,Family
1084,tt0356910,1,Weekend,Cinema,Family
1084,tt0800369,1,Weekend,Cinema,Family
1084,tt1232829,1,Weekend,Cinema,Family
1084,tt2557490,1,Weekend,Cinema,Family
1084,tt0114369,1,Weekend,Cinema,Family
1084,tt0293662,1,Weekend,Cinema,Family
1084,tt0133093,1,Weekend,Cinema,Family
1084,tt0213149,1,Weekday,Home,Alone
1084,tt0319262,1,Weekday,Home,Alone
1084,tt1099212,1,Weekday,Home,Alone
1084,tt0213149,1,Weekend,Home,Alone
1084,tt0319262,1,Weekend,Home,Alone
1084,tt1099212,1,Weekend,Home,Alone
1084,tt0213149,1,Weekend,Home,Partner
1084,tt0319262,1,Weekend,Home,Partner
1084,tt1099212,1,Weekend,Home,Partner
1114,tt3793764,1,NA,NA,NA
1114,tt0944835,1,NA,NA,NA
1114,tt0232500,1,NA,NA,NA
1114,tt0388795,1,NA,NA,NA
1114,tt1375666,1,NA,NA,NA
1114,tt0120912,1,NA,NA,NA
1114,tt0268380,1,NA,NA,NA
1114,ttnanana1,1,NA,NA,NA
1114,tt3793764,1,Weekday,Home,Alone
1114,tt0944835,1,Weekday,Home,Alone
1114,tt0232500,1,Weekday,Home,Alone
1114,tt0388795,1,Weekday,Home,Alone
1114,tt1375666,1,Weekday,Home,Alone
1114,tt3793764,1,Weekend,Home,Family
1114,tt0944835,1,Weekend,Home,Family
1114,tt0232500,1,Weekend,Home,Family
1114,tt0388795,1,Weekend,Home,Family
1114,tt1375666,1,Weekend,Home,Family
1114,tt3793764,1,Weekday,Cinema,Partner
1114,tt0944835,1,Weekday,Cinema,Partner
1114,tt0232500,1,Weekday,Cinema,Partner
1114,tt0388795,1,Weekday,Cinema,Partner
1114,tt1375666,1,Weekday,Cinema,Partner
1114,tt0120912,1,Weekend,Home,Alone
1114,tt0268380,1,Weekend,Home,Alone
1114,ttnanana1,1,Weekend,Home,Alone
1114,tt0120912,1,Weekday,Cinema,Partner
1114,tt0268380,1,Weekday,Cinema,Partner
1114,ttnanana1,1,Weekday,Cinema,Partner
1114,tt0120912,1,Weekend,Home,Partner
1114,tt0268380,1,Weekend,Home,Partner
1114,ttnanana1,1,Weekend,Home,Partner
1065,tt1190080,1,NA,NA,NA
1065,tt0454876,1,NA,NA,NA
1065,tt1657301,1,NA,NA,NA
1065,tt0800369,1,NA,NA,NA
1065,tt0489099,1,NA,NA,NA
1065,tt0133093,1,NA,NA,NA
1065,tt0266543,1,NA,NA,NA
1065,tt2574698,1,NA,NA,NA
1065,tt0378194,1,NA,NA,NA
1065,tt1190080,1,Weekend,Cinema,Alone
1065,tt0454876,1,Weekend,Cinema,Alone
1065,tt1657301,1,Weekend,Cinema,Alone
1065,tt0800369,1,Weekend,Cinema,Alone
1065,tt0489099,1,Weekend,Cinema,Alone
1065,tt0133093,1,Weekend,Cinema,Alone
1065,tt1190080,1,Weekday,Cinema,Family
1065,tt0454876,1,Weekday,Cinema,Family
1065,tt1657301,1,Weekday,Cinema,Family
1065,tt0800369,1,Weekday,Cinema,Family
1065,tt0489099,1,Weekday,Cinema,Family
1065,tt0133093,1,Weekday,Cinema,Family
1065,tt1190080,1,Weekend,Cinema,Family
1065,tt0454876,1,Weekend,Cinema,Family
1065,tt1657301,1,Weekend,Cinema,Family
1065,tt0800369,1,Weekend,Cinema,Family
1065,tt0489099,1,Weekend,Cinema,Family
1065,tt0133093,1,Weekend,Cinema,Family
1065,tt0266543,1,Weekday,Cinema,Alone
1065,tt2574698,1,Weekday,Cinema,Alone
1065,tt0378194,1,Weekday,Cinema,Alone
1065,tt0266543,1,Weekend,Cinema,Partner
1065,tt2574698,1,Weekend,Cinema,Partner
1065,tt0378194,1,Weekend,Cinema,Partner
1065,tt0266543,1,Weekend,Home,Partner
1065,tt2574698,1,Weekend,Home,Partner
1065,tt0378194,1,Weekend,Home,Partner
1075,tt0181689,1,NA,NA,NA
1075,tt1453405,1,NA,NA,NA
1075,tt1232829,1,NA,NA,NA
1075,tt0382625,1,NA,NA,NA
1075,tt0120338,1,NA,NA,NA
1075,tt1375666,1,NA,NA,NA
1075,tt3637328,1,NA,NA,NA
1075,tt0407304,1,NA,NA,NA
1075,tt0114369,1,NA,NA,NA
1075,tt0181689,1,Weekday,Home,Alone
1075,tt1453405,1,Weekday,Home,Alone
1075,tt1232829,1,Weekday,Home,Alone
1075,tt0382625,1,Weekday,Home,Alone
1075,tt0120338,1,Weekday,Home,Alone
1075,tt1375666,1,Weekday,Home,Alone
1075,tt0181689,1,Weekend,Home,Alone
1075,tt1453405,1,Weekend,Home,Alone
1075,tt1232829,1,Weekend,Home,Alone
1075,tt0382625,1,Weekend,Home,Alone
1075,tt0120338,1,Weekend,Home,Alone
1075,tt1375666,1,Weekend,Home,Alone
1075,tt0181689,1,Weekday,Home,Family
1075,tt1453405,1,Weekday,Home,Family
1075,tt1232829,1,Weekday,Home,Family
1075,tt0382625,1,Weekday,Home,Family
1075,tt0120338,1,Weekday,Home,Family
1075,tt1375666,1,Weekday,Home,Family
1075,tt3637328,1,Weekend,Cinema,Alone
1075,tt0407304,1,Weekend,Cinema,Alone
1075,tt0114369,1,Weekend,Cinema,Alone
1075,tt3637328,1,Weekday,Home,Family
1075,tt0407304,1,Weekday,Home,Family
1075,tt0114369,1,Weekday,Home,Family
1075,tt3637328,1,Weekend,Home,Family
1075,tt0407304,1,Weekend,Home,Family
1075,tt0114369,1,Weekend,Home,Family
1035,tt1657301,1,NA,NA,NA
1035,tt0114369,1,NA,NA,NA
1035,tt0111161,1,NA,NA,NA
1035,tt0169547,1,NA,NA,NA
1035,tt1375666,1,NA,NA,NA
1035,tt0133093,1,NA,NA,NA
1035,tt3637328,1,NA,NA,NA
1035,tt0120338,1,NA,NA,NA
1035,tt3510098,1,NA,NA,NA
1035,tt1657301,1,Weekday,Cinema,Alone
1035,tt0114369,1,Weekday,Cinema,Alone
1035,tt0111161,1,Weekday,Cinema,Alone
1035,tt0169547,1,Weekday,Cinema,Alone
1035,tt1375666,1,Weekday,Cinema,Alone
1035,tt0133093,1,Weekday,Cinema,Alone
1035,tt1657301,1,Weekday,Cinema,Family
1035,tt0114369,1,Weekday,Cinema,Family
1035,tt0111161,1,Weekday,Cinema,Family
1035,tt0169547,1,Weekday,Cinema,Family
1035,tt1375666,1,Weekday,Cinema,Family
1035,tt0133093,1,Weekday,Cinema,Family
1035,tt1657301,1,Weekday,Home,Partner
1035,tt0114369,1,Weekday,Home,Partner
1035,tt0111161,1,Weekday,Home,Partner
1035,tt0169547,1,Weekday,Home,Partner
1035,tt1375666,1,Weekday,Home,Partner
1035,tt0133093,1,Weekday,Home,Partner
1035,tt3637328,1,Weekend,Cinema,Family
1035,tt0120338,1,Weekend,Cinema,Family
1035,tt3510098,1,Weekend,Cinema,Family
1035,tt3637328,1,Weekday,Cinema,Partner
1035,tt0120338,1,Weekday,Cinema,Partner
1035,tt3510098,1,Weekday,Cinema,Partner
1035,tt3637328,1,Weekend,Cinema,Partner
1035,tt0120338,1,Weekend,Cinema,Partner
1035,tt3510098,1,Weekend,Cinema,Partner
1002,tt3793764,1,NA,NA,NA
1002,tt0266543,1,NA,NA,NA
1002,tt0378194,1,NA,NA,NA
1002,tt0114369,1,NA,NA,NA
1002,tt0109830,1,NA,NA,NA
1002,tt0120338,1,NA,NA,NA
1002,tt0088763,1,NA,NA,NA
1002,tt0133093,1,NA,NA,NA
1002,tt2557490,1,NA,NA,NA
1002,tt0382625,1,NA,NA,NA
1002,tt0993846,1,NA,NA,NA
1002,tt0367594,1,NA,NA,NA
1002,tt3793764,1,Weekday,Home,Family
1002,tt0266543,1,Weekday,Home,Family
1002,tt0378194,1,Weekday,Home,Family
1002,tt0114369,1,Weekday,Home,Family
1002,tt0109830,1,Weekday,Home,Family
1002,tt0120338,1,Weekday,Home,Family
1002,tt0088763,1,Weekday,Home,Family
1002,tt0133093,1,Weekday,Home,Family
1002,tt3793764,1,Weekend,Home,Partner
1002,tt0266543,1,Weekend,Home,Partner
1002,tt0378194,1,Weekend,Home,Partner
1002,tt0114369,1,Weekend,Home,Partner
1002,tt0109830,1,Weekend,Home,Partner
1002,tt0120338,1,Weekend,Home,Partner
1002,tt0088763,1,Weekend,Home,Partner
1002,tt0133093,1,Weekend,Home,Partner
1002,tt2557490,1,Weekday,Home,Family
1002,tt0382625,1,Weekday,Home,Family
1002,tt0993846,1,Weekday,Home,Family
1002,tt0367594,1,Weekday,Home,Family
1002,tt2557490,1,Weekday,Home,Partner
1002,tt0382625,1,Weekday,Home,Partner
1002,tt0993846,1,Weekday,Home,Partner
1002,tt0367594,1,Weekday,Home,Partner
1014,tt0120912,1,NA,NA,NA
1014,tt0266543,1,NA,NA,NA
1014,tt0125439,1,NA,NA,NA
1014,tt0120338,1,NA,NA,NA
1014,tt0088763,1,NA,NA,NA
1014,tt0133093,1,NA,NA,NA
1014,tt1055369,1,NA,NA,NA
1014,tt3793764,1,NA,NA,NA
1014,tt0489099,1,NA,NA,NA
1014,tt1099212,1,NA,NA,NA
1014,tt0120912,1,Weekday,Home,Alone
1014,tt0266543,1,Weekday,Home,Alone
1014,tt0125439,1,Weekday,Home,Alone
1014,tt0120338,1,Weekday,Home,Alone
1014,tt0088763,1,Weekday,Home,Alone
1014,tt0133093,1,Weekday,Home,Alone
1014,tt1055369,1,Weekday,Home,Alone
1014,tt0120912,1,Weekend,Cinema,Family
1014,tt0266543,1,Weekend,Cinema,Family
1014,tt0125439,1,Weekend,Cinema,Family
1014,tt0120338,1,Weekend,Cinema,Family
1014,tt0088763,1,Weekend,Cinema,Family
1014,tt0133093,1,Weekend,Cinema,Family
1014,tt1055369,1,Weekend,Cinema,Family
1014,tt3793764,1,Weekend,Home,Alone
1014,tt0489099,1,Weekend,Home,Alone
1014,tt1099212,1,Weekend,Home,Alone
1014,tt3793764,1,Weekend,Cinema,Alone
1014,tt0489099,1,Weekend,Cinema,Alone
1014,tt1099212,1,Weekend,Cinema,Alone
1109,tt0266543,1,NA,NA,NA
1109,tt0110357,1,NA,NA,NA
1109,tt0147800,1,NA,NA,NA
1109,tt1478338,1,NA,NA,NA
1109,tt1291150,1,NA,NA,NA
1109,tt1099212,1,NA,NA,NA
1109,tt0356910,1,NA,NA,NA
1109,tt2096673,1,NA,NA,NA
1109,tt0462538,1,NA,NA,NA
1109,tt0266543,1,Weekend,Cinema,Alone
1109,tt0110357,1,Weekend,Cinema,Alone
1109,tt0147800,1,Weekend,Cinema,Alone
1109,tt1478338,1,Weekend,Cinema,Alone
1109,tt1291150,1,Weekend,Cinema,Alone
1109,tt1099212,1,Weekend,Cinema,Alone
1109,tt0266543,1,Weekday,Cinema,Partner
1109,tt0110357,1,Weekday,Cinema,Partner
1109,tt0147800,1,Weekday,Cinema,Partner
1109,tt1478338,1,Weekday,Cinema,Partner
1109,tt1291150,1,Weekday,Cinema,Partner
1109,tt1099212,1,Weekday,Cinema,Partner
1109,tt0266543,1,Weekend,Cinema,Partner
1109,tt0110357,1,Weekend,Cinema,Partner
1109,tt0147800,1,Weekend,Cinema,Partner
1109,tt1478338,1,Weekend,Cinema,Partner
1109,tt1291150,1,Weekend,Cinema,Partner
1109,tt1099212,1,Weekend,Cinema,Partner
1109,tt0356910,1,Weekday,Cinema,Alone
1109,tt2096673,1,Weekday,Cinema,Alone
1109,tt0462538,1,Weekday,Cinema,Alone
1109,tt0356910,1,Weekday,Home,Family
1109,tt2096673,1,Weekday,Home,Family
1109,tt0462538,1,Weekday,Home,Family
1109,tt0356910,1,Weekday,Home,Partner
1109,tt2096673,1,Weekday,Home,Partner
1109,tt0462538,1,Weekday,Home,Partner
1037,tt0232500,1,NA,NA,NA
1037,tt0293662,1,NA,NA,NA
1037,tt0993846,1,NA,NA,NA
1037,tt0816199,1,NA,NA,NA
1037,ttnanana2,1,NA,NA,NA
1037,tt1055369,1,NA,NA,NA
1037,tt0181689,1,NA,NA,NA
1037,tt0133093,1,NA,NA,NA
1037,tt1099212,1,NA,NA,NA
1037,tt0232500,1,Weekend,Cinema,Alone
1037,tt0293662,1,Weekend,Cinema,Alone
1037,tt0993846,1,Weekend,Cinema,Alone
1037,tt0816199,1,Weekend,Cinema,Alone
1037,ttnanana2,1,Weekend,Cinema,Alone
1037,tt1055369,1,Weekend,Cinema,Alone
1037,tt0232500,1,Weekend,Cinema,Family
1037,tt0293662,1,Weekend,Cinema,Family
1037,tt0993846,1,Weekend,Cinema,Family
1037,tt0816199,1,Weekend,Cinema,Family
1037,ttnanana2,1,Weekend,Cinema,Family
1037,tt1055369,1,Weekend,Cinema,Family
1037,tt0232500,1,Weekday,Home,Partner
1037,tt0293662,1,Weekday,Home,Partner
1037,tt0993846,1,Weekday,Home,Partner
1037,tt0816199,1,Weekday,Home,Partner
1037,ttnanana2,1,Weekday,Home,Partner
1037,tt1055369,1,Weekday,Home,Partner
1037,tt0181689,1,Weekday,Home,Alone
1037,tt0133093,1,Weekday,Home,Alone
1037,tt1099212,1,Weekday,Home,Alone
1037,tt0181689,1,Weekend,Home,Alone
1037,tt0133093,1,Weekend,Home,Alone
1037,tt1099212,1,Weekend,Home,Alone
1037,tt0181689,1,Weekday,Cinema,Family
1037,tt0133093,1,Weekday,Cinema,Family
1037,tt1099212,1,Weekday,Cinema,Family
1029,tt1190080,1,NA,NA,NA
1029,tt1369829,1,NA,NA,NA
1029,tt0454876,1,NA,NA,NA
1029,tt0181689,1,NA,NA,NA
1029,tt3637328,1,NA,NA,NA
1029,tt0213149,1,NA,NA,NA
1029,tt0147800,1,NA,NA,NA
1029,tt0343660,1,NA,NA,NA
1029,tt0211915,1,NA,NA,NA
1029,tt1190080,1,Weekday,Cinema,Alone
1029,tt1369829,1,Weekday,Cinema,Alone
1029,tt0454876,1,Weekday,Cinema,Alone
1029,tt0181689,1,Weekday,Cinema,Alone
1029,tt3637328,1,Weekday,Cinema,Alone
1029,tt0213149,1,Weekday,Cinema,Alone
1029,tt1190080,1,Weekend,Cinema,Family
1029,tt1369829,1,Weekend,Cinema,Family
1029,tt0454876,1,Weekend,Cinema,Family
1029,tt0181689,1,Weekend,Cinema,Family
1029,tt3637328,1,Weekend,Cinema,Family
1029,tt0213149,1,Weekend,Cinema,Family
1029,tt1190080,1,Weekend,Home,Partner
1029,tt1369829,1,Weekend,Home,Partner
1029,tt0454876,1,Weekend,Home,Partner
1029,tt0181689,1,Weekend,Home,Partner
1029,tt3637328,1,Weekend,Home,Partner
1029,tt0213149,1,Weekend,Home,Partner
1029,tt0147800,1,Weekday,Home,Alone
1029,tt0343660,1,Weekday,Home,Alone
1029,tt0211915,1,Weekday,Home,Alone
1029,tt0147800,1,Weekend,Cinema,Alone
1029,tt0343660,1,Weekend,Cinema,Alone
1029,tt0211915,1,Weekend,Cinema,Alone
1029,tt0147800,1,Weekday,Home,Family
1029,tt0343660,1,Weekday,Home,Family
1029,tt0211915,1,Weekday,Home,Family
1045,tt0120912,1,NA,NA,NA
1045,tt0319262,1,NA,NA,NA
1045,tt2251217,1,NA,NA,NA
1045,tt0232500,1,NA,NA,NA
1045,tt0293662,1,NA,NA,NA
1045,tt0120338,1,NA,NA,NA
1045,ttnanana2,1,NA,NA,NA
1045,tt0133093,1,NA,NA,NA
1045,tt0356910,1,NA,NA,NA
1045,tt0441773,1,NA,NA,NA
1045,tt1041829,1,NA,NA,NA
1045,tt0120912,1,Weekend,Home,Family
1045,tt0319262,1,Weekend,Home,Family
1045,tt2251217,1,Weekend,Home,Family
1045,tt0232500,1,Weekend,Home,Family
1045,tt0293662,1,Weekend,Home,Family
1045,tt0120338,1,Weekend,Home,Family
1045,ttnanana2,1,Weekend,Home,Family
1045,tt0133093,1,Weekend,Home,Family
1045,tt0120912,1,Weekday,Cinema,Family
1045,tt0319262,1,Weekday,Cinema,Family
1045,tt2251217,1,Weekday,Cinema,Family
1045,tt0232500,1,Weekday,Cinema,Family
1045,tt0293662,1,Weekday,Cinema,Family
1045,tt0120338,1,Weekday,Cinema,Family
1045,ttnanana2,1,Weekday,Cinema,Family
1045,tt0133093,1,Weekday,Cinema,Family
1045,tt0120912,1,Weekday,Home,Partner
1045,tt0319262,1,Weekday,Home,Partner
1045,tt2251217,1,Weekday,Home,Partner
1045,tt0232500,1,Weekday,Home,Partner
1045,tt0293662,1,Weekday,Home,Partner
1045,tt0120338,1,Weekday,Home,Partner
1045,ttnanana2,1,Weekday,Home,Partner
1045,tt0133093,1,Weekday,Home,Partner
1045,tt0356910,1,Weekday,Home,Alone
1045,tt0441773,1,Weekday,Home,Alone
1045,tt1041829,1,Weekday,Home,Alone
1045,tt0356910,1,Weekend,Cinema,Family
1045,tt0441773,1,Weekend,Cinema,Family
1045,tt1041829,1,Weekend,Cinema,Family
1045,tt0356910,1,Weekday,Cinema,Partner
