user,item,rating,region:cluster1,region:na
18020,h:3104,1,1,0
10744,h:516,1,1,0
15654,h:1644,1,1,0
5753,h:25858,1,1,0
857,h:442,1,1,0
2562,h:257,1,1,0
6900,h:961,1,1,0
17210,h:19190,1,1,0
17302,h:907,1,1,0
8128,h:518,1,1,0
283,h:3445,1,1,0
8364,h:2817,1,1,0
2718,h:11170,1,1,0
2498,h:3637,1,1,0
15279,h:12925,1,1,0
2194,h:5394,1,1,0
9197,h:2201,1,1,0
2449,h:14259,1,1,0
12891,h:1596,1,1,0
8263,h:3170,1,1,0
2580,h:3448,1,1,0
5337,h:7687,1,1,0
1942,h:33,1,1,0
950,h:199,1,1,0
11839,h:1,1,1,0
12946,h:2976,1,1,0
15489,h:1271,1,1,0
429,h:6926,1,1,0
8320,h:141,1,1,0
8088,h:88,1,1,0
9203,h:16117,1,1,0
6837,h:31938,1,1,0
16159,h:9414,1,1,0
12191,h:16986,1,1,0
8671,h:17318,1,1,0
10473,h:21,1,1,0
2011,h:9646,1,1,0
7716,h:10681,1,1,0
15703,h:18173,1,1,0
14519,h:451,1,1,0
13214,h:40495,1,1,0
6820,h:1222,1,1,0
11231,h:8126,1,1,0
16154,h:359,1,1,0
9599,h:19294,1,1,0
2791,h:2360,1,1,0
5787,h:4826,1,1,0
7246,h:260,1,1,0
3084,h:24359,1,1,0
16585,h:954,1,1,0
343,h:1075,1,1,0
6713,h:617,1,1,0
5741,h:18258,1,1,0
4040,h:27626,1,1,0
12119,h:1269,1,1,0
12006,h:33847,1,1,0
12931,h:156,1,1,0
17295,h:16081,1,1,0
11307,h:39166,1,1,0
15491,h:961,1,1,0
5854,h:20985,1,1,0
9900,h:35569,1,1,0
10836,h:1117,1,1,0
13168,h:10418,1,1,0
9562,h:5757,1,1,0
9566,h:6549,1,1,0
5808,h:5510,1,1,0
5750,h:2976,1,1,0
2361,h:21319,1,1,0
15270,h:3630,1,1,0
1722,h:6725,1,1,0
17104,h:22472,1,1,0
8956,h:241,1,1,0
312,h:62,1,1,0
14861,h:89,1,1,0
9178,h:7110,1,1,0
12671,h:11610,1,1,0
3835,h:27011,1,1,0
11103,h:3163,1,1,0
492,h:507,1,1,0
15980,h:156,1,1,0
5498,h:2900,1,1,0
13643,h:2326,1,1,0
10550,h:319,1,1,0
6713,h:1584,1,1,0
4568,h:319,1,1,0
10262,h:1269,1,1,0
15920,h:3367,1,1,0
7118,h:6146,1,1,0
15553,h:9781,1,1,0
16181,h:4415,1,1,0
10382,h:156,1,1,0
9812,h:16548,1,1,0
13195,h:8452,1,1,0
7090,h:6459,1,1,0
17565,h:1209,1,1,0
6165,h:8402,1,1,0
4843,h:417,1,1,0
5624,h:12869,1,1,0
252,h:4678,1,1,0
14151,h:30720,1,1,0
2374,h:12706,1,1,0
11670,h:802,1,1,0
8590,h:5,1,1,0
3702,h:26637,1,1,0
4459,h:7104,1,1,0
15994,h:20488,1,1,0
16844,h:35373,1,1,0
16339,h:6929,1,1,0
1213,h:1812,1,1,0
6211,h:15484,1,1,0
16351,h:10802,1,1,0
12500,h:2201,1,1,0
2404,h:10377,1,1,0
17950,h:2793,1,1,0
3075,h:679,1,1,0
6691,h:1219,1,1,0
14478,h:10388,1,1,0
13708,h:16938,1,1,0
4759,h:1119,1,1,0
10090,h:15934,1,1,0
13740,h:1181,1,1,0
13711,h:12189,1,1,0
11392,h:2003,1,1,0
8907,h:709,1,1,0
15996,h:198,1,1,0
3218,h:24815,1,1,0
6116,h:697,1,1,0
13385,h:1948,1,1,0
403,h:3170,1,1,0
1728,h:6365,1,1,0
5994,h:4018,1,1,0
15979,h:1372,1,1,0
8300,h:6913,1,1,0
5388,h:528,1,1,0
13963,h:33906,1,1,0
11319,h:20373,1,1,0
15545,h:19843,1,1,0
7281,h:8073,1,1,0
5869,h:32294,1,1,0
3995,h:27474,1,1,0
2283,h:20,1,1,0
7712,h:388,1,1,0
8587,h:5463,1,1,0
2970,h:15345,1,1,0
11295,h:34679,1,1,0
3063,h:8632,1,1,0
18052,h:8376,1,1,0
2319,h:21160,1,1,0
5582,h:31665,1,1,0
8162,h:102,1,1,0
11777,h:6370,1,1,0
15580,h:4276,1,1,0
9448,h:26256,1,1,0
13855,h:4018,1,1,0
12740,h:6725,1,1,0
3183,h:1631,1,1,0
3334,h:4600,1,1,0
9975,h:2615,1,1,0
16645,h:4978,1,1,0
17954,h:2267,1,1,0
68,h:1118,1,1,0
16212,h:159,1,1,0
7100,h:11447,1,1,0
11648,h:374,1,1,0
3482,h:142,1,1,0
42,h:14,1,1,0
4344,h:2666,1,1,0
4852,h:257,1,1,0
2373,h:507,1,1,0
3662,h:264,1,1,0
4071,h:1129,1,1,0
1457,h:159,1,1,0
4119,h:11988,1,1,0
13937,h:5104,1,1,0
10937,h:30398,1,1,0
8486,h:1012,1,1,0
11413,h:24165,1,1,0
9585,h:13484,1,1,0
11555,h:39368,1,1,0
2657,h:8946,1,1,0
14867,h:3320,1,1,0
8830,h:22058,1,1,0
9512,h:1676,1,1,0
1577,h:1370,1,1,0
2186,h:699,1,1,0
4837,h:566,1,1,0
14456,h:8685,1,1,0
4731,h:29573,1,1,0
18035,h:5871,1,1,0
10379,h:2641,1,1,0
5082,h:24983,1,1,0
11926,h:9221,1,1,0
5155,h:528,1,1,0
10684,h:1012,1,1,0
12156,h:9661,1,1,0
14479,h:58,1,1,0
536,h:8203,1,1,0
16228,h:37824,1,1,0
2450,h:4541,1,1,0
1094,h:9412,1,1,0
139,h:2955,1,1,0
15016,h:10293,1,1,0
2214,h:6014,1,1,0
14344,h:29306,1,1,0
6636,h:665,1,1,0
10791,h:588,1,1,0
2352,h:198,1,1,0
16937,h:581,1,1,0
11103,h:7229,1,1,0
9431,h:4015,1,1,0
5776,h:260,1,1,0
18088,h:12925,1,1,0
6776,h:6472,1,1,0
12262,h:4663,1,1,0
8310,h:5124,1,1,0
7611,h:1799,1,1,0
2423,h:19094,1,1,0
10719,h:5107,1,1,0
2177,h:4655,1,1,0
8176,h:17843,1,1,0
12772,h:40220,1,1,0
10442,h:6550,1,1,0
11792,h:150,1,1,0
3559,h:1824,1,1,0
7592,h:9415,1,1,0
10642,h:424,1,1,0
1993,h:19419,1,1,0
7982,h:2615,1,1,0
17974,h:7873,1,1,0
5551,h:31593,1,1,0
10032,h:34327,1,1,0
12660,h:28764,1,1,0
15911,h:3915,1,1,0
4087,h:10431,1,1,0
4950,h:30147,1,1,0
13234,h:282,1,1,0
17662,h:697,1,1,0
6972,h:8706,1,1,0
3586,h:24041,1,1,0
13552,h:264,1,1,0
17814,h:36902,1,1,0
4199,h:6104,1,1,0
3951,h:22685,1,1,0
17412,h:148,1,1,0
16439,h:36660,1,1,0
6053,h:813,1,1,0
16554,h:17843,1,1,0
12390,h:382,1,1,0
6473,h:5820,1,1,0
16272,h:823,1,1,0
400,h:6530,1,1,0
17098,h:89,1,1,0
13006,h:3676,1,1,0
17918,h:884,1,1,0
1496,h:16462,1,1,0
9808,h:1028,1,1,0
16634,h:3185,1,1,0
8855,h:2540,1,1,0
11927,h:12592,1,1,0
6956,h:20289,1,1,0
16071,h:156,1,1,0
14602,h:249,1,1,0
13864,h:158,1,1,0
8985,h:3514,1,1,0
12900,h:102,1,1,0
14932,h:29,1,1,0
15068,h:151,1,1,0
6086,h:32672,1,1,0
17817,h:4853,1,1,0
8233,h:2201,1,1,0
15377,h:19337,1,1,0
3086,h:11495,1,1,0
8028,h:413,1,1,0
15230,h:4717,1,1,0
2050,h:3340,1,1,0
13626,h:5072,1,1,0
4031,h:27576,1,1,0
13812,h:1,1,1,0
3459,h:25623,1,1,0
10165,h:0,1,1,0
17275,h:4713,1,1,0
16395,h:507,1,1,0
3173,h:24672,1,1,0
2768,h:6708,1,1,0
15065,h:14911,1,1,0
1231,h:14566,1,1,0
5534,h:23216,1,1,0
129,h:2816,1,1,0
12347,h:3886,1,1,0
2861,h:4612,1,1,0
14873,h:3769,1,1,0
3261,h:13214,1,1,0
4655,h:29383,1,1,0
17886,h:15972,1,1,0
4129,h:870,1,1,0
4047,h:45,1,1,0
8011,h:141,1,1,0
9555,h:3622,1,1,0
13930,h:38536,1,1,0
12145,h:2988,1,1,0
11994,h:264,1,1,0
3493,h:2408,1,1,0
5942,h:14,1,1,0
11325,h:20,1,1,0
6601,h:954,1,1,0
5228,h:29925,1,1,0
491,h:7616,1,1,0
15047,h:425,1,1,0
2524,h:3641,1,1,0
17853,h:2947,1,1,0
2366,h:6912,1,1,0
957,h:12313,1,1,0
1776,h:1365,1,1,0
8634,h:7255,1,1,0
11435,h:9414,1,1,0
7172,h:1962,1,1,0
7206,h:21376,1,1,0
1322,h:342,1,1,0
9448,h:23474,1,1,0
7823,h:3317,1,1,0
15171,h:5140,1,1,0
10941,h:2595,1,1,0
11780,h:39539,1,1,0
5506,h:3340,1,1,0
13507,h:3001,1,1,0
15894,h:18873,1,1,0
1870,h:628,1,1,0
14773,h:141,1,1,0
4118,h:800,1,1,0
13053,h:158,1,1,0
17709,h:445,1,1,0
8386,h:5252,1,1,0
7985,h:7634,1,1,0
2766,h:280,1,1,0
9668,h:2251,1,1,0
13970,h:1117,1,1,0
16183,h:954,1,1,0
1031,h:12917,1,1,0
18068,h:246,1,1,0
16703,h:105,1,1,0
9119,h:8476,1,1,0
11948,h:14201,1,1,0
8426,h:21,1,1,0
7523,h:10832,1,1,0
222,h:2683,1,1,0
8627,h:1910,1,1,0
18060,h:692,1,1,0
7170,h:15473,1,1,0
13386,h:9065,1,1,0
6540,h:8370,1,1,0
15057,h:5986,1,1,0
11660,h:11872,1,1,0
6067,h:32631,1,1,0
9642,h:4444,1,1,0
13664,h:40808,1,1,0
511,h:7927,1,1,0
14237,h:1803,1,1,0
1058,h:13159,1,1,0
4580,h:280,1,1,0
17685,h:12964,1,1,0
5270,h:30995,1,1,0
6824,h:33944,1,1,0
11655,h:19296,1,1,0
4696,h:2204,1,1,0
352,h:5579,1,1,0
4224,h:249,1,1,0
6416,h:913,1,1,0
6131,h:8386,1,1,0
15873,h:13910,1,1,0
4062,h:5694,1,1,0
5104,h:1307,1,1,0
2647,h:3547,1,1,0
17743,h:786,1,1,0
7093,h:16599,1,1,0
14474,h:12628,1,1,0
15505,h:16607,1,1,0
17312,h:20425,1,1,0
6947,h:16387,1,1,0
6601,h:1181,1,1,0
699,h:6230,1,1,0
14141,h:528,1,1,0
2093,h:3117,1,1,0
15874,h:6141,1,1,0
6597,h:18661,1,1,0
37,h:359,1,1,0
9481,h:37432,1,1,0
15232,h:5030,1,1,0
2078,h:19994,1,1,0
1455,h:16170,1,1,0
485,h:2792,1,1,0
4012,h:841,1,1,0
18009,h:11424,1,1,0
8308,h:156,1,1,0
10948,h:35563,1,1,0
144,h:3029,1,1,0
16614,h:34629,1,1,0
16056,h:3834,1,1,0
5544,h:5072,1,1,0
13111,h:11085,1,1,0
12047,h:14544,1,1,0
12407,h:97,1,1,0
1745,h:2596,1,1,0
3121,h:451,1,1,0
366,h:86,1,1,0
16726,h:397,1,1,0
7121,h:12452,1,1,0
17613,h:260,1,1,0
14263,h:5400,1,1,0
5739,h:16798,1,1,0
11656,h:3434,1,1,0
16397,h:4539,1,1,0
614,h:3509,1,1,0
3493,h:2406,1,1,0
17825,h:4015,1,1,0
13141,h:735,1,1,0
2535,h:757,1,1,0
14541,h:11518,1,1,0
13573,h:8480,1,1,0
5968,h:25655,1,1,0
2368,h:11842,1,1,0
14308,h:1269,1,1,0
2285,h:12991,1,1,0
14628,h:833,1,1,0
7104,h:7018,1,1,0
12140,h:39774,1,1,0
12629,h:162,1,1,0
9657,h:1363,1,1,0
172,h:3393,1,1,0
14303,h:6142,1,1,0
9766,h:5510,1,1,0
6934,h:2749,1,1,0
12666,h:3307,1,1,0
14834,h:1642,1,1,0
9111,h:697,1,1,0
1612,h:5673,1,1,0
4075,h:2382,1,1,0
2117,h:20170,1,1,0
13808,h:16267,1,1,0
11555,h:5164,1,1,0
9920,h:20134,1,1,0
3892,h:683,1,1,0
2963,h:1593,1,1,0
10482,h:91,1,1,0
6771,h:954,1,1,0
14640,h:1638,1,1,0
14400,h:41197,1,1,0
4469,h:8720,1,1,0
8945,h:162,1,1,0
10292,h:48,1,1,0
14984,h:4391,1,1,0
6484,h:33408,1,1,0
14173,h:12222,1,1,0
1693,h:10976,1,1,0
13121,h:15523,1,1,0
14689,h:12848,1,1,0
15739,h:16356,1,1,0
3896,h:27142,1,1,0
10854,h:6898,1,1,0
16882,h:2976,1,1,0
8350,h:16634,1,1,0
225,h:1618,1,1,0
3959,h:4685,1,1,0
3995,h:26376,1,1,0
9914,h:37849,1,1,0
10515,h:38441,1,1,0
3242,h:3145,1,1,0
1201,h:14332,1,1,0
4833,h:29817,1,1,0
9023,h:18854,1,1,0
218,h:445,1,1,0
17526,h:42779,1,1,0
10465,h:697,1,1,0
13960,h:12473,1,1,0
10900,h:156,1,1,0
5316,h:31119,1,1,0
8497,h:1382,1,1,0
8173,h:6164,1,1,0
8227,h:3146,1,1,0
3595,h:26175,1,1,0
17836,h:264,1,1,0
2311,h:373,1,1,0
8751,h:1217,1,1,0
8609,h:36462,1,1,0
2488,h:7057,1,1,0
15149,h:1648,1,1,0
11510,h:1508,1,1,0
15237,h:2423,1,1,0
10783,h:19112,1,1,0
4752,h:1799,1,1,0
13808,h:23248,1,1,0
6260,h:833,1,1,0
15942,h:1957,1,1,0
17654,h:42823,1,1,0
17070,h:768,1,1,0
1945,h:13794,1,1,0
13569,h:21036,1,1,0
13287,h:40569,1,1,0
707,h:1332,1,1,0
14261,h:17603,1,1,0
15610,h:18020,1,1,0
14388,h:41194,1,1,0
8692,h:4002,1,1,0
6784,h:258,1,1,0
7985,h:507,1,1,0
4935,h:697,1,1,0
14218,h:25693,1,1,0
3220,h:5759,1,1,0
8033,h:17591,1,1,0
8882,h:235,1,1,0
13625,h:337,1,1,0
15347,h:1372,1,1,0
16179,h:22319,1,1,0
14742,h:10721,1,1,0
1933,h:6736,1,1,0
6230,h:995,1,1,0
728,h:917,1,1,0
17122,h:6171,1,1,0
1974,h:5722,1,1,0
10945,h:5156,1,1,0
10699,h:38593,1,1,0
11172,h:2361,1,1,0
4730,h:3215,1,1,0
3089,h:3605,1,1,0
15421,h:13912,1,1,0
574,h:2023,1,1,0
17839,h:14430,1,1,0
12714,h:11521,1,1,0
10753,h:38639,1,1,0
10244,h:159,1,1,0
7445,h:19302,1,1,0
224,h:4261,1,1,0
893,h:10172,1,1,0
8197,h:12975,1,1,0
13822,h:40923,1,1,0
3213,h:157,1,1,0
10468,h:5729,1,1,0
5953,h:954,1,1,0
14275,h:8554,1,1,0
6207,h:139,1,1,0
10100,h:3759,1,1,0
3752,h:8377,1,1,0
15131,h:731,1,1,0
9857,h:2016,1,1,0
14988,h:141,1,1,0
15198,h:36493,1,1,0
8130,h:35849,1,1,0
17749,h:17631,1,1,0
16222,h:874,1,1,0
509,h:2948,1,1,0
10682,h:9099,1,1,0
389,h:1217,1,1,0
18077,h:31268,1,1,0
5830,h:32213,1,1,0
11786,h:3554,1,1,0
8841,h:10089,1,1,0
8471,h:679,1,1,0
7007,h:15698,1,1,0
2955,h:20132,1,1,0
14963,h:26,1,1,0
5461,h:2336,1,1,0
13644,h:9065,1,1,0
135,h:281,1,1,0
13943,h:9893,1,1,0
9929,h:26720,1,1,0
15694,h:18466,1,1,0
16830,h:874,1,1,0
1448,h:2258,1,1,0
313,h:5460,1,1,0
736,h:10411,1,1,0
458,h:2259,1,1,0
10834,h:35865,1,1,0
3478,h:165,1,1,0
4895,h:2242,1,1,0
3821,h:5494,1,1,0
17238,h:42644,1,1,0
16380,h:869,1,1,0
13733,h:1956,1,1,0
17144,h:13169,1,1,0
3735,h:472,1,1,0
6253,h:1227,1,1,0
3006,h:21765,1,1,0
1722,h:2322,1,1,0
5424,h:20323,1,1,0
14385,h:1901,1,1,0
10473,h:25785,1,1,0
16007,h:9451,1,1,0
5438,h:31375,1,1,0
6078,h:32651,1,1,0
11173,h:21517,1,1,0
11578,h:566,1,1,0
9154,h:8498,1,1,0
9025,h:16618,1,1,0
12192,h:4296,1,1,0
11392,h:89,1,1,0
16876,h:58,1,1,0
2352,h:21274,1,1,0
9464,h:16680,1,1,0
7391,h:21819,1,1,0
7878,h:142,1,1,0
9781,h:910,1,1,0
16161,h:32642,1,1,0
420,h:6825,1,1,0
8332,h:8144,1,1,0
17495,h:30806,1,1,0
16812,h:39679,1,1,0
16415,h:17825,1,1,0
16300,h:42190,1,1,0
16440,h:1917,1,1,0
8971,h:20278,1,1,0
3508,h:9597,1,1,0
13738,h:7262,1,1,0
17780,h:165,1,1,0
10570,h:1597,1,1,0
6461,h:3982,1,1,0
11585,h:86,1,1,0
1747,h:18044,1,1,0
6390,h:876,1,1,0
12606,h:87,1,1,0
4388,h:784,1,1,0
9664,h:15981,1,1,0
9755,h:7925,1,1,0
13476,h:151,1,1,0
1958,h:507,1,1,0
155,h:3196,1,1,0
16079,h:38760,1,1,0
5498,h:912,1,1,0
15793,h:16470,1,1,0
14250,h:28822,1,1,0
6130,h:7500,1,1,0
9827,h:14933,1,1,0
17617,h:42806,1,1,0
10282,h:9200,1,1,0
12037,h:6254,1,1,0
6125,h:912,1,1,0
18003,h:3630,1,1,0
5655,h:15831,1,1,0
11895,h:528,1,1,0
1433,h:8114,1,1,0
14617,h:10392,1,1,0
12990,h:2029,1,1,0
8256,h:2280,1,1,0
1020,h:159,1,1,0
18106,h:1,1,1,0
12651,h:786,1,1,0
5094,h:151,1,1,0
11993,h:39671,1,1,0
12872,h:26463,1,1,0
16494,h:25649,1,1,0
16794,h:1181,1,1,0
7304,h:27601,1,1,0
6198,h:32858,1,1,0
620,h:9333,1,1,0
240,h:4556,1,1,0
15564,h:5400,1,1,0
15843,h:35548,1,1,0
7777,h:12332,1,1,0
13782,h:2574,1,1,0
973,h:6806,1,1,0
11510,h:397,1,1,0
9050,h:27777,1,1,0
826,h:20,1,1,0
17658,h:27665,1,1,0
3075,h:155,1,1,0
18039,h:7582,1,1,0
1456,h:1372,1,1,0
5251,h:17968,1,1,0
15660,h:8230,1,1,0
10785,h:906,1,1,0
1570,h:1177,1,1,0
17326,h:13115,1,1,0
16162,h:7660,1,1,0
10997,h:612,1,1,0
13629,h:6880,1,1,0
11800,h:17832,1,1,0
9472,h:2744,1,1,0
17803,h:525,1,1,0
13299,h:1960,1,1,0
9602,h:10371,1,1,0
16827,h:2750,1,1,0
18007,h:962,1,1,0
9864,h:431,1,1,0
3261,h:7685,1,1,0
14402,h:41200,1,1,0
15865,h:25968,1,1,0
5255,h:521,1,1,0
6737,h:970,1,1,0
5786,h:446,1,1,0
12808,h:428,1,1,0
13814,h:9629,1,1,0
4425,h:28736,1,1,0
14558,h:13251,1,1,0
7303,h:388,1,1,0
16142,h:2376,1,1,0
10982,h:1148,1,1,0
11299,h:35789,1,1,0
13590,h:754,1,1,0
6713,h:18431,1,1,0
15407,h:5097,1,1,0
17146,h:57,1,1,0
10941,h:5517,1,1,0
13665,h:8016,1,1,0
13415,h:2275,1,1,0
6090,h:14587,1,1,0
6705,h:3975,1,1,0
10171,h:35741,1,1,0
17996,h:6498,1,1,0
12405,h:3865,1,1,0
12394,h:11976,1,1,0
18092,h:1236,1,1,0
9613,h:2747,1,1,0
16530,h:521,1,1,0
1208,h:319,1,1,0
4781,h:24361,1,1,0
1364,h:7703,1,1,0
3448,h:162,1,1,0
7437,h:6464,1,1,0
3068,h:24265,1,1,0
16960,h:14764,1,1,0
12946,h:40334,1,1,0
16890,h:14934,1,1,0
12012,h:11423,1,1,0
11040,h:9243,1,1,0
3703,h:3430,1,1,0
118,h:800,1,1,0
10848,h:4663,1,1,0
12835,h:23018,1,1,0
10165,h:728,1,1,0
17387,h:2670,1,1,0
7121,h:871,1,1,0
15550,h:337,1,1,0
9770,h:14894,1,1,0
15665,h:41846,1,1,0
8274,h:3715,1,1,0
12838,h:3340,1,1,0
6817,h:88,1,1,0
195,h:846,1,1,0
5866,h:428,1,1,0
16805,h:9424,1,1,0
3566,h:9815,1,1,0
15515,h:693,1,1,0
12215,h:2015,1,1,0
11111,h:36638,1,1,0
12599,h:8,1,1,0
12289,h:788,1,1,0
12789,h:319,1,1,0
13757,h:954,1,1,0
16169,h:30995,1,1,0
5628,h:1174,1,1,0
17643,h:3194,1,1,0
10808,h:575,1,1,0
16294,h:42189,1,1,0
6588,h:1535,1,1,0
16150,h:2744,1,1,0
17988,h:19262,1,1,0
2666,h:3450,1,1,0
14975,h:9531,1,1,0
14988,h:477,1,1,0
111,h:2416,1,1,0
14932,h:5,1,1,0
8412,h:334,1,1,0
11348,h:24278,1,1,0
17215,h:36754,1,1,0
17524,h:1215,1,1,0
3142,h:24558,1,1,0
14400,h:7514,1,1,0
11796,h:39398,1,1,0
13336,h:33047,1,1,0
16509,h:15066,1,1,0
9814,h:3309,1,1,0
13318,h:2388,1,1,0
10468,h:697,1,1,0
9858,h:37783,1,1,0
14488,h:1609,1,1,0
4469,h:1129,1,1,0
5023,h:4030,1,1,0
17778,h:6040,1,1,0
17307,h:9296,1,1,0
17551,h:6315,1,1,0
11412,h:14874,1,1,0
11248,h:425,1,1,0
8581,h:36423,1,1,0
10622,h:1,1,1,0
10242,h:515,1,1,0
5741,h:32030,1,1,0
4178,h:102,1,1,0
15421,h:2822,1,1,0
2918,h:4985,1,1,0
9023,h:24077,1,1,0
10719,h:10504,1,1,0
15811,h:6936,1,1,0
6137,h:796,1,1,0
2754,h:1631,1,1,0
5370,h:382,1,1,0
13471,h:264,1,1,0
3959,h:4899,1,1,0
7254,h:34653,1,1,0
2990,h:9133,1,1,0
6879,h:28213,1,1,0
6986,h:630,1,1,0
11780,h:260,1,1,0
5589,h:19576,1,1,0
3313,h:7178,1,1,0
5164,h:4755,1,1,0
7460,h:6104,1,1,0
8993,h:692,1,1,0
5758,h:26214,1,1,0
14325,h:7168,1,1,0
5266,h:5352,1,1,0
9439,h:13938,1,1,0
10755,h:16957,1,1,0
16288,h:8465,1,1,0
13128,h:11403,1,1,0
4234,h:28173,1,1,0
13625,h:5510,1,1,0
9753,h:162,1,1,0
177,h:667,1,1,0
14243,h:1236,1,1,0
2036,h:165,1,1,0
9636,h:1631,1,1,0
8523,h:7735,1,1,0
15467,h:41772,1,1,0
10154,h:846,1,1,0
10816,h:3302,1,1,0
8259,h:4082,1,1,0
4879,h:630,1,1,0
1681,h:1385,1,1,0
10817,h:1812,1,1,0
7663,h:1225,1,1,0
8043,h:792,1,1,0
13509,h:40703,1,1,0
14029,h:2319,1,1,0
9403,h:18346,1,1,0
14600,h:9801,1,1,0
10362,h:1015,1,1,0
5060,h:8854,1,1,0
14518,h:6577,1,1,0
13911,h:6742,1,1,0
3504,h:25799,1,1,0
13410,h:6141,1,1,0
15921,h:1831,1,1,0
5644,h:16333,1,1,0
17973,h:39380,1,1,0
3213,h:159,1,1,0
8722,h:1236,1,1,0
13433,h:1569,1,1,0
12480,h:7104,1,1,0
10408,h:36,1,1,0
5272,h:158,1,1,0
5203,h:1085,1,1,0
2426,h:21584,1,1,0
17545,h:30922,1,1,0
9180,h:10230,1,1,0
17030,h:477,1,1,0
6302,h:11229,1,1,0
8623,h:8746,1,1,0
9996,h:97,1,1,0
17802,h:144,1,1,0
3211,h:723,1,1,0
10335,h:1177,1,1,0
7974,h:2004,1,1,0
4289,h:3287,1,1,0
15342,h:375,1,1,0
16373,h:3117,1,1,0
15825,h:446,1,1,0
6346,h:372,1,1,0
5771,h:32109,1,1,0
7287,h:196,1,1,0
16167,h:734,1,1,0
9044,h:15658,1,1,0
8732,h:2933,1,1,0
7544,h:7445,1,1,0
15107,h:34659,1,1,0
2928,h:627,1,1,0
10167,h:32796,1,1,0
11768,h:37606,1,1,0
6458,h:4713,1,1,0
6072,h:4973,1,1,0
1409,h:3650,1,1,0
5354,h:31181,1,1,0
15662,h:3878,1,1,0
1231,h:667,1,1,0
14998,h:23618,1,1,0
5799,h:150,1,1,0
11309,h:319,1,1,0
3833,h:3906,1,1,0
1681,h:17582,1,1,0
3214,h:2612,1,1,0
10751,h:30330,1,1,0
4491,h:142,1,1,0
3876,h:7245,1,1,0
7701,h:87,1,1,0
15130,h:2139,1,1,0
15665,h:8518,1,1,0
14497,h:25445,1,1,0
10515,h:38440,1,1,0
9610,h:3630,1,1,0
4506,h:1,1,1,0
12171,h:16759,1,1,0
1008,h:2497,1,1,0
8969,h:35753,1,1,0
4984,h:10294,1,1,0
4337,h:9656,1,1,0
1578,h:14553,1,1,0
13012,h:9090,1,1,0
12503,h:935,1,1,0
2141,h:20336,1,1,0
5388,h:8210,1,1,0
4987,h:23928,1,1,0
12919,h:4126,1,1,0
11911,h:788,1,1,0
16849,h:179,1,1,0
10188,h:1687,1,1,0
7846,h:3340,1,1,0
16799,h:14860,1,1,0
12274,h:26201,1,1,0
6498,h:445,1,1,0
9627,h:428,1,1,0
9629,h:8997,1,1,0
9146,h:8933,1,1,0
12808,h:19628,1,1,0
2209,h:36,1,1,0
15534,h:9058,1,1,0
1545,h:162,1,1,0
10806,h:10189,1,1,0
10795,h:38679,1,1,0
9852,h:37759,1,1,0
16,h:11,1,1,0
4980,h:5904,1,1,0
6871,h:3652,1,1,0
15348,h:28775,1,1,0
3169,h:853,1,1,0
7506,h:2025,1,1,0
1822,h:616,1,1,0
17825,h:1456,1,1,0
10579,h:1872,1,1,0
17756,h:7223,1,1,0
234,h:148,1,1,0
11971,h:18133,1,1,0
17393,h:11839,1,1,0
2953,h:876,1,1,0
8728,h:4993,1,1,0
4707,h:29509,1,1,0
5102,h:24615,1,1,0
14055,h:6537,1,1,0
14826,h:41448,1,1,0
2783,h:1873,1,1,0
865,h:6515,1,1,0
5618,h:499,1,1,0
3389,h:13903,1,1,0
6606,h:260,1,1,0
7934,h:156,1,1,0
10861,h:32508,1,1,0
16006,h:2019,1,1,0
12918,h:138,1,1,0
1595,h:9757,1,1,0
11165,h:892,1,1,0
9305,h:6641,1,1,0
4607,h:86,1,1,0
14311,h:5136,1,1,0
12496,h:1149,1,1,0
2772,h:823,1,1,0
9699,h:595,1,1,0
12783,h:3317,1,1,0
6776,h:25040,1,1,0
11818,h:7136,1,1,0
10167,h:11369,1,1,0
12493,h:8073,1,1,0
2931,h:19776,1,1,0
2950,h:1269,1,1,0
3941,h:264,1,1,0
1213,h:14447,1,1,0
15599,h:16866,1,1,0
2453,h:2322,1,1,0
940,h:3444,1,1,0
11374,h:3127,1,1,0
5209,h:720,1,1,0
9110,h:36999,1,1,0
12586,h:156,1,1,0
7442,h:9157,1,1,0
14609,h:4615,1,1,0
10473,h:19,1,1,0
3193,h:24739,1,1,0
6811,h:850,1,1,0
143,h:3021,1,1,0
224,h:1391,1,1,0
5618,h:31733,1,1,0
4269,h:28262,1,1,0
230,h:737,1,1,0
2486,h:20192,1,1,0
6760,h:31697,1,1,0
15755,h:4298,1,1,0
17819,h:15755,1,1,0
10060,h:445,1,1,0
15905,h:7910,1,1,0
1551,h:159,1,1,0
10330,h:15791,1,1,0
16737,h:41439,1,1,0
8818,h:2151,1,1,0
6455,h:33342,1,1,0
5745,h:3211,1,1,0
5302,h:3127,1,1,0
17379,h:2836,1,1,0
8157,h:7374,1,1,0
13390,h:120,1,1,0
6084,h:86,1,1,0
272,h:4932,1,1,0
14594,h:1209,1,1,0
3186,h:24699,1,1,0
1604,h:100,1,1,0
9635,h:3122,1,1,0
5444,h:8736,1,1,0
2789,h:1222,1,1,0
9210,h:13891,1,1,0
1554,h:6842,1,1,0
17370,h:100,1,1,0
2541,h:6019,1,1,0
2117,h:375,1,1,0
5652,h:2984,1,1,0
16223,h:36713,1,1,0
8488,h:36314,1,1,0
10303,h:17421,1,1,0
