SESSIONID,REQUESTEDURL,rating,REQUESTMONTH,day,hour,eps10,eps300,eps001
1062329,h:583927,1,3,d:24,d:15,d:18,d:1,d:20
1002853,h:842296,1,3,d:24,d:15,d:2,d:1,d:43
1075536,h:620348,1,3,d:24,d:15,d:90,d:11,d:127
1218030,h:15991,1,3,d:24,d:16,d:11,d:1,d:34
1091085,h:7620,1,3,d:24,d:17,d:30,d:2,d:36
1098518,h:1120660,1,3,d:24,d:16,d:45,d:7,d:59
1207541,h:465201,1,3,d:24,d:18,d:2,d:1,d:15
1076677,h:119503,1,3,d:24,d:18,d:2,d:1,d:43
1247525,h:25610,1,3,d:24,d:15,d:77,d:2,d:132
1280457,h:38424,1,3,d:24,d:18,d:63,d:2,d:87
1212834,h:5222,1,3,d:24,d:18,d:11,d:1,d:34
1014140,h:647266,1,3,d:24,d:17,d:18,d:1,d:20
1076677,h:178847,1,3,d:24,d:18,d:2,d:1,d:43
1242147,h:1113164,1,3,d:24,d:18,d:2,d:1,d:15
1263117,h:41735,1,3,d:24,d:17,d:33,d:1,d:302
1246333,h:11138,1,3,d:24,d:18,d:133,d:7,d:193
1083660,h:11138,1,3,d:24,d:18,d:118,d:2,d:167
1207519,h:93851,1,3,d:24,d:19,d:18,d:1,d:20
1298581,h:11138,1,3,d:24,d:19,d:9,d:2,d:9
1161713,h:353062,1,3,d:24,d:19,d:1,d:1,d:1
1183877,h:41665,1,3,d:24,d:17,d:2,d:1,d:43
1048619,h:385870,1,3,d:24,d:19,d:18,d:1,d:20
1076313,h:151183,1,3,d:24,d:18,d:132,d:2,d:192
1249596,h:12004,1,3,d:24,d:19,d:44,d:1,d:139
1075536,h:243120,1,3,d:24,d:20,d:90,d:11,d:127
1193732,h:12004,1,3,d:24,d:19,d:44,d:1,d:139
1189306,h:135391,1,3,d:24,d:18,d:2,d:1,d:2
1856929,h:54594,1,3,d:24,d:19,d:18,d:1,d:20
1295453,h:830046,1,3,d:24,d:21,d:2,d:1,d:16
1268359,h:496721,1,3,d:24,d:19,d:31,d:6,d:37
1178331,h:496711,1,3,d:24,d:20,d:18,d:1,d:20
1098518,h:4432,1,3,d:24,d:22,d:45,d:7,d:59
1098518,h:4432,1,3,d:24,d:22,d:45,d:7,d:59
1144293,h:249119,1,3,d:24,d:22,d:2,d:1,d:43
1115857,h:3749,1,3,d:24,d:22,d:254,d:2,d:370
1085498,h:4429,1,3,d:24,d:22,d:24,d:5,d:172
1275854,h:4432,1,3,d:25,d:1,d:57,d:2,d:79
1268359,h:54522,1,3,d:25,d:1,d:31,d:6,d:37
1195010,h:11138,1,3,d:30,d:6,d:255,d:7,d:371
1080334,h:119455,1,3,d:30,d:7,d:18,d:1,d:20
1040786,h:6350,1,3,d:30,d:5,d:256,d:1,d:372
1026400,h:60,1,3,d:30,d:6,d:16,d:1,d:18
1126775,h:60,1,3,d:30,d:5,d:138,d:1,d:267
1190824,h:652217,1,3,d:30,d:5,d:128,d:2,d:187
1311688,h:54431,1,3,d:30,d:7,d:75,d:1,d:104
1281401,h:54431,1,3,d:30,d:7,d:18,d:1,d:20
1054130,h:46717,1,3,d:30,d:8,d:11,d:1,d:54
1144767,h:2297,1,3,d:30,d:10,d:113,d:2,d:159
1195673,h:722079,1,3,d:30,d:7,d:18,d:1,d:20
1011046,h:168913,1,3,d:30,d:11,d:257,d:2,d:373
1346950,h:23558,1,3,d:30,d:11,d:24,d:5,d:28
1694054,h:64,1,3,d:30,d:12,d:67,d:9,d:94
1202398,h:16436,1,3,d:30,d:11,d:202,d:2,d:294
1246817,h:2297,1,3,d:30,d:12,d:106,d:2,d:148
1006689,h:68706,1,3,d:30,d:13,d:151,d:1,d:374
1215750,h:12004,1,3,d:30,d:13,d:52,d:1,d:70
1256237,h:1110864,1,3,d:30,d:12,d:6,d:1,d:6
1225340,h:32679,1,3,d:30,d:13,d:17,d:2,d:61
1124614,h:31097,1,3,d:30,d:13,d:2,d:1,d:43
1251107,h:132196,1,3,d:30,d:13,d:2,d:1,d:43
2085711,h:4432,1,3,d:30,d:13,d:18,d:1,d:20
1266772,h:11138,1,3,d:30,d:14,d:17,d:2,d:24
1288004,h:5222,1,3,d:30,d:14,d:88,d:1,d:375
1092967,h:5222,1,3,d:30,d:14,d:258,d:29,d:376
1100992,h:11138,1,3,d:30,d:14,d:259,d:7,d:377
1202495,h:4432,1,3,d:30,d:14,d:68,d:5,d:357
1312682,h:4432,1,3,d:30,d:13,d:82,d:2,d:116
2085711,h:4432,1,3,d:30,d:13,d:18,d:1,d:20
1150248,h:11195,1,3,d:30,d:14,d:11,d:1,d:33
1060683,h:12004,1,3,d:30,d:13,d:6,d:1,d:6
1258455,h:12004,1,3,d:30,d:14,d:52,d:1,d:70
1242577,h:3570,1,3,d:30,d:15,d:24,d:5,d:28
1091928,h:5222,1,3,d:30,d:15,d:11,d:1,d:180
1050113,h:5222,1,3,d:30,d:15,d:17,d:2,d:66
1124858,h:9310,1,3,d:30,d:14,d:38,d:2,d:47
1032784,h:191923,1,3,d:30,d:16,d:17,d:2,d:19
1317757,h:4432,1,3,d:30,d:16,d:13,d:2,d:13
2085711,h:60,1,3,d:30,d:15,d:18,d:1,d:20
1298581,h:11138,1,3,d:30,d:16,d:9,d:2,d:9
1242264,h:191923,1,3,d:30,d:16,d:45,d:7,d:59
1202398,h:60,1,3,d:30,d:16,d:202,d:2,d:294
1307252,h:12949,1,3,d:30,d:16,d:2,d:1,d:16
1087548,h:5222,1,3,d:30,d:17,d:260,d:2,d:378
1091928,h:60,1,3,d:30,d:17,d:11,d:1,d:180
1085498,h:4429,1,3,d:30,d:18,d:24,d:5,d:172
1324174,h:12004,1,3,d:30,d:18,d:245,d:14,d:358
1872678,h:86326,1,3,d:30,d:17,d:261,d:2,d:379
1263117,h:41735,1,3,d:30,d:18,d:33,d:1,d:302
1226379,h:207184,1,3,d:30,d:18,d:2,d:1,d:2
1297040,h:198713,1,3,d:30,d:19,d:18,d:1,d:20
1184635,h:554416,1,3,d:30,d:18,d:17,d:2,d:24
1170303,h:192294,1,3,d:30,d:18,d:262,d:2,d:380
1215773,h:12004,1,3,d:30,d:19,d:17,d:2,d:24
1094638,h:98873,1,3,d:30,d:17,d:2,d:1,d:15
1121756,h:11195,1,3,d:30,d:19,d:186,d:2,d:319
1150248,h:60,1,3,d:30,d:19,d:11,d:1,d:33
1164945,h:11195,1,3,d:30,d:19,d:35,d:2,d:42
1225848,h:8449,1,3,d:30,d:18,d:17,d:2,d:66
1078124,h:7620,1,3,d:30,d:19,d:17,d:2,d:263
1087548,h:7620,1,3,d:30,d:19,d:260,d:2,d:378
1192702,h:255202,1,3,d:30,d:20,d:18,d:1,d:20
1301357,h:32163,1,3,d:30,d:19,d:23,d:1,d:343
1844052,h:23245,1,3,d:30,d:19,d:116,d:2,d:332
1048722,h:157566,1,3,d:30,d:19,d:41,d:2,d:52
1019296,h:950642,1,3,d:30,d:20,d:11,d:1,d:11
1204811,h:4432,1,3,d:30,d:20,d:17,d:2,d:44
1089007,h:54285,1,3,d:30,d:18,d:18,d:1,d:20
1309930,h:431011,1,3,d:30,d:21,d:62,d:1,d:86
1301284,h:101542,1,3,d:30,d:21,d:18,d:1,d:20
1236817,h:12408,1,3,d:30,d:20,d:71,d:2,d:100
1872672,h:29488,1,3,d:30,d:21,d:9,d:2,d:9
1077837,h:11138,1,3,d:30,d:21,d:123,d:2,d:230
1110732,h:9373,1,3,d:30,d:21,d:17,d:2,d:19
1151627,h:162356,1,3,d:30,d:19,d:35,d:2,d:42
1275854,h:12949,1,3,d:30,d:21,d:57,d:2,d:79
1303395,h:668341,1,3,d:30,d:20,d:2,d:1,d:49
1093211,h:1110864,1,3,d:30,d:21,d:88,d:1,d:123
1253876,h:318782,1,3,d:30,d:19,d:2,d:1,d:15
1075536,h:54708,1,3,d:30,d:19,d:90,d:11,d:127
1042194,h:31710,1,3,d:30,d:21,d:72,d:2,d:101
1242577,h:630290,1,3,d:30,d:22,d:24,d:5,d:28
1101807,h:1081359,1,3,d:30,d:21,d:1,d:1,d:1
1643931,h:28304,1,3,d:31,d:16,d:202,d:2,d:294
1195225,h:54416,1,3,d:31,d:14,d:2,d:1,d:15
1888184,h:334258,1,3,d:31,d:16,d:18,d:1,d:20
1085498,h:4429,1,3,d:31,d:16,d:24,d:5,d:172
1194172,h:32679,1,3,d:31,d:14,d:91,d:2,d:287
1301284,h:109903,1,3,d:31,d:14,d:18,d:1,d:20
1660045,h:32679,1,3,d:31,d:16,d:26,d:2,d:30
1700335,h:239207,1,3,d:31,d:16,d:2,d:1,d:15
1195225,h:111071,1,3,d:31,d:17,d:2,d:1,d:15
1103169,h:4084,1,3,d:31,d:15,d:141,d:2,d:206
1009333,h:54298,1,3,d:31,d:16,d:9,d:2,d:9
1244223,h:40395,1,3,d:31,d:17,d:123,d:2,d:177
1009333,h:54298,1,3,d:31,d:16,d:9,d:2,d:9
1348262,h:46717,1,3,d:31,d:15,d:17,d:2,d:44
1031802,h:297623,1,3,d:31,d:17,d:17,d:2,d:24
1309930,h:318783,1,3,d:31,d:18,d:62,d:1,d:86
1275854,h:601457,1,3,d:31,d:18,d:57,d:2,d:79
1311932,h:7489,1,3,d:31,d:17,d:41,d:2,d:338
1133945,h:107502,1,3,d:31,d:17,d:263,d:1,d:381
1202398,h:950644,1,3,d:31,d:16,d:202,d:2,d:294
1218030,h:7620,1,3,d:31,d:18,d:11,d:1,d:34
1001971,h:4432,1,3,d:31,d:18,d:52,d:1,d:70
1247525,h:11195,1,3,d:31,d:18,d:77,d:2,d:132
1242147,h:1113164,1,3,d:31,d:17,d:2,d:1,d:15
1059955,h:4432,1,3,d:31,d:19,d:101,d:2,d:143
1059955,h:4432,1,3,d:31,d:19,d:101,d:2,d:143
1312682,h:46717,1,3,d:31,d:19,d:82,d:2,d:116
1094757,h:190625,1,3,d:31,d:16,d:18,d:1,d:20
1000614,h:22952,1,3,d:31,d:19,d:17,d:2,d:382
1286922,h:11138,1,3,d:31,d:19,d:264,d:2,d:383
1298581,h:39814,1,3,d:31,d:20,d:9,d:2,d:9
1085108,h:211636,1,3,d:31,d:20,d:220,d:1,d:320
1121864,h:21646,1,3,d:31,d:19,d:17,d:2,d:19
1237034,h:23558,1,3,d:31,d:20,d:48,d:1,d:63
1163577,h:864053,1,3,d:31,d:20,d:2,d:1,d:15
1692536,h:182687,1,3,d:31,d:20,d:4,d:2,d:324
1643931,h:2297,1,3,d:31,d:20,d:202,d:2,d:294
1048619,h:151133,1,3,d:31,d:20,d:18,d:1,d:20
1280457,h:38424,1,3,d:31,d:19,d:63,d:2,d:87
1090989,h:54380,1,3,d:31,d:21,d:18,d:1,d:20
1164945,h:64788,1,3,d:31,d:21,d:35,d:2,d:42
1216085,h:13909,1,3,d:31,d:21,d:20,d:2,d:366
1091928,h:57100,1,3,d:31,d:20,d:11,d:1,d:180
1048619,h:399340,1,3,d:31,d:21,d:18,d:1,d:20
1095386,h:117315,1,3,d:31,d:21,d:12,d:1,d:204
1219714,h:10936,1,3,d:31,d:20,d:35,d:2,d:42
1060683,h:12408,1,3,d:31,d:21,d:6,d:1,d:6
1082035,h:9310,1,3,d:31,d:22,d:2,d:1,d:49
1225844,h:47021,1,3,d:31,d:20,d:32,d:2,d:38
1065991,h:214758,1,3,d:31,d:21,d:39,d:1,d:48
1094757,h:731115,1,3,d:31,d:20,d:18,d:1,d:20
1013526,h:17056,1,3,d:31,d:23,d:77,d:2,d:132
1050113,h:7620,1,3,d:31,d:22,d:17,d:2,d:66
1888184,h:387983,1,3,d:31,d:23,d:18,d:1,d:20
1312248,h:54288,1,3,d:31,d:23,d:2,d:1,d:69
1210224,h:754760,1,3,d:31,d:23,d:18,d:1,d:20
1202398,h:325453,1,3,d:31,d:23,d:202,d:2,d:294
1178331,h:671395,1,3,d:31,d:20,d:18,d:1,d:20
1059955,h:60,1,3,d:31,d:23,d:101,d:2,d:143
1202495,h:64,1,3,d:31,d:23,d:68,d:5,d:357
1234843,h:1078922,1,3,d:31,d:23,d:10,d:1,d:10
1254168,h:562,1,4,d:1,d:0,d:236,d:2,d:347
1009333,h:54298,1,3,d:31,d:22,d:9,d:2,d:9
1195733,h:10936,1,4,d:1,d:0,d:17,d:2,d:61
1060683,h:12004,1,4,d:1,d:0,d:6,d:1,d:6
1275854,h:103177,1,4,d:1,d:0,d:57,d:2,d:79
1210684,h:71599,1,4,d:1,d:1,d:17,d:2,d:19
1193732,h:8449,1,4,d:1,d:1,d:44,d:1,d:139
1211083,h:151144,1,4,d:1,d:1,d:265,d:2,d:384
1032784,h:3104,1,4,d:1,d:1,d:17,d:2,d:19
1226379,h:1113290,1,4,d:1,d:0,d:2,d:1,d:2
1207541,h:54709,1,4,d:1,d:2,d:2,d:1,d:15
1091219,h:4432,1,4,d:1,d:2,d:266,d:2,d:385
1254194,h:119483,1,4,d:1,d:2,d:2,d:1,d:2
1014140,h:250795,1,4,d:1,d:1,d:18,d:1,d:20
1346119,h:151083,1,4,d:1,d:2,d:17,d:2,d:19
1193777,h:25208,1,4,d:1,d:2,d:267,d:1,d:386
1587542,h:129751,1,4,d:1,d:1,d:2,d:1,d:15
1237034,h:8449,1,4,d:1,d:3,d:48,d:1,d:63
1249596,h:8449,1,4,d:1,d:2,d:44,d:1,d:139
1046631,h:367013,1,4,d:1,d:2,d:45,d:7,d:59
1110836,h:569638,1,4,d:1,d:1,d:18,d:1,d:20
1110836,h:569638,1,4,d:1,d:1,d:18,d:1,d:20
1239904,h:5222,1,4,d:1,d:4,d:11,d:1,d:34
1361811,h:11492,1,4,d:1,d:3,d:17,d:2,d:24
1311483,h:505571,1,4,d:1,d:3,d:18,d:1,d:20
1086496,h:65094,1,4,d:1,d:3,d:52,d:1,d:70
1115040,h:72384,1,4,d:1,d:3,d:18,d:1,d:20
1194957,h:60,1,4,d:1,d:4,d:32,d:2,d:387
1268359,h:151158,1,4,d:1,d:4,d:31,d:6,d:37
1116963,h:52851,1,4,d:1,d:3,d:18,d:1,d:20
1282680,h:941407,1,4,d:1,d:4,d:2,d:1,d:69
1181897,h:7491,1,4,d:1,d:4,d:94,d:5,d:133
1183877,h:719832,1,4,d:1,d:2,d:2,d:1,d:43
1091928,h:87104,1,4,d:1,d:4,d:11,d:1,d:180
1263568,h:1011459,1,4,d:1,d:4,d:101,d:2,d:143
1195677,h:54369,1,4,d:1,d:5,d:18,d:1,d:20
1192055,h:299169,1,4,d:1,d:2,d:18,d:1,d:20
1538450,h:314422,1,4,d:1,d:5,d:2,d:1,d:2
1143597,h:18425,1,4,d:1,d:4,d:11,d:1,d:11
1287405,h:54431,1,4,d:1,d:5,d:2,d:1,d:69
1275854,h:146036,1,4,d:1,d:5,d:57,d:2,d:79
1202398,h:25208,1,4,d:1,d:6,d:202,d:2,d:294
1050113,h:341818,1,4,d:1,d:5,d:17,d:2,d:66
1080334,h:138175,1,4,d:1,d:5,d:18,d:1,d:20
1249596,h:12004,1,4,d:1,d:6,d:44,d:1,d:139
1297036,h:146036,1,4,d:1,d:6,d:2,d:1,d:69
1244610,h:119455,1,4,d:1,d:6,d:27,d:1,d:280
1249671,h:333108,1,4,d:1,d:6,d:2,d:1,d:51
1192055,h:5449,1,4,d:1,d:6,d:18,d:1,d:20
1091928,h:950644,1,4,d:1,d:6,d:11,d:1,d:180
1202398,h:950644,1,4,d:1,d:7,d:202,d:2,d:294
1254759,h:540377,1,4,d:1,d:7,d:268,d:2,d:388
1270377,h:7620,1,4,d:1,d:6,d:183,d:19,d:265
1287405,h:119503,1,4,d:1,d:7,d:2,d:1,d:69
1046631,h:367013,1,4,d:1,d:8,d:45,d:7,d:59
1275854,h:146036,1,4,d:1,d:8,d:57,d:2,d:79
1244610,h:658336,1,4,d:1,d:7,d:27,d:1,d:280
1018143,h:9822,1,4,d:1,d:9,d:17,d:2,d:114
1242577,h:3570,1,4,d:1,d:9,d:24,d:5,d:28
1164945,h:93831,1,4,d:1,d:10,d:35,d:2,d:42
1133421,h:11195,1,4,d:1,d:10,d:64,d:2,d:88
1288004,h:5222,1,4,d:1,d:13,d:88,d:1,d:375
1263568,h:4084,1,4,d:1,d:11,d:101,d:2,d:143
1312682,h:28304,1,4,d:1,d:13,d:82,d:2,d:116
1248896,h:4432,1,4,d:1,d:13,d:11,d:1,d:54
1248896,h:4432,1,4,d:1,d:13,d:11,d:1,d:54
1255002,h:9310,1,4,d:1,d:13,d:269,d:2,d:389
1209058,h:7491,1,4,d:1,d:13,d:24,d:5,d:28
1309930,h:318783,1,4,d:1,d:14,d:62,d:1,d:86
1287937,h:613224,1,4,d:1,d:14,d:64,d:2,d:88
1202495,h:11138,1,4,d:1,d:14,d:68,d:5,d:357
1163577,h:4432,1,4,d:1,d:14,d:2,d:1,d:15
1020621,h:151148,1,4,d:1,d:14,d:2,d:1,d:15
1208520,h:31710,1,4,d:1,d:13,d:17,d:2,d:19
1283286,h:3104,1,4,d:1,d:15,d:139,d:2,d:203
1145695,h:23558,1,4,d:1,d:15,d:147,d:17,d:212
1019296,h:60,1,4,d:1,d:15,d:11,d:1,d:11
1069409,h:60,1,4,d:1,d:16,d:10,d:1,d:10
1146374,h:1110864,1,4,d:1,d:15,d:2,d:1,d:51
1202495,h:64,1,4,d:1,d:16,d:68,d:5,d:357
1263395,h:525337,1,4,d:1,d:15,d:18,d:1,d:20
1163577,h:60,1,4,d:1,d:16,d:2,d:1,d:15
1239490,h:2297,1,4,d:1,d:16,d:98,d:2,d:137
1660045,h:7620,1,4,d:1,d:17,d:26,d:2,d:30
1660045,h:7620,1,4,d:1,d:17,d:26,d:2,d:30
1346810,h:9822,1,4,d:1,d:17,d:32,d:2,d:38
1295453,h:830042,1,4,d:1,d:17,d:2,d:1,d:16
1312682,h:28304,1,4,d:1,d:17,d:82,d:2,d:116
1267220,h:5222,1,4,d:1,d:17,d:11,d:1,d:54
1685055,h:5222,1,4,d:1,d:17,d:11,d:1,d:299
1242147,h:1113164,1,4,d:1,d:16,d:2,d:1,d:15
1150248,h:60,1,4,d:1,d:18,d:11,d:1,d:33
1077555,h:628999,1,4,d:1,d:17,d:2,d:1,d:2
1075536,h:505454,1,4,d:1,d:18,d:90,d:11,d:127
1244610,h:151163,1,4,d:1,d:17,d:27,d:1,d:280
1247958,h:46717,1,4,d:1,d:18,d:195,d:2,d:282
1202445,h:54812,1,4,d:1,d:19,d:18,d:1,d:20
1324244,h:756226,1,4,d:1,d:18,d:119,d:1,d:170
1298581,h:39814,1,4,d:1,d:18,d:9,d:2,d:9
1244610,h:842389,1,4,d:1,d:19,d:27,d:1,d:280
1241510,h:136547,1,4,d:1,d:17,d:17,d:2,d:142
1032644,h:633606,1,4,d:1,d:18,d:17,d:2,d:66
1194957,h:154703,1,4,d:1,d:18,d:32,d:2,d:387
1312248,h:842389,1,4,d:1,d:19,d:2,d:1,d:69
1032644,h:154352,1,4,d:1,d:18,d:17,d:2,d:66
1204811,h:104177,1,4,d:1,d:18,d:17,d:2,d:44
1856945,h:142566,1,4,d:1,d:19,d:18,d:1,d:20
1239490,h:3104,1,4,d:1,d:19,d:98,d:2,d:137
1142430,h:596915,1,4,d:1,d:19,d:10,d:1,d:10
1127713,h:7489,1,4,d:1,d:19,d:205,d:2,d:298
1110836,h:102716,1,4,d:1,d:19,d:18,d:1,d:20
1021062,h:54594,1,4,d:1,d:19,d:270,d:2,d:390
1003659,h:156218,1,4,d:1,d:20,d:2,d:1,d:2
1882988,h:255202,1,4,d:1,d:19,d:18,d:1,d:20
1153983,h:108949,1,4,d:1,d:20,d:18,d:1,d:20
1280457,h:38424,1,4,d:1,d:18,d:63,d:2,d:87
1013373,h:2297,1,4,d:1,d:21,d:210,d:2,d:391
1781952,h:16642,1,4,d:1,d:21,d:237,d:2,d:348
1059955,h:87104,1,4,d:1,d:20,d:101,d:2,d:143
2023878,h:4432,1,4,d:1,d:21,d:18,d:1,d:20
1001971,h:4432,1,4,d:1,d:21,d:52,d:1,d:70
1058682,h:86326,1,4,d:1,d:18,d:17,d:2,d:19
1147027,h:9310,1,4,d:1,d:21,d:12,d:1,d:300
1052333,h:5222,1,4,d:1,d:21,d:6,d:1,d:6
1212834,h:5222,1,4,d:1,d:21,d:11,d:1,d:34
1247525,h:7620,1,4,d:1,d:21,d:77,d:2,d:132
1194957,h:28192,1,4,d:1,d:21,d:32,d:2,d:387
1150248,h:11195,1,4,d:1,d:22,d:11,d:1,d:33
1019296,h:11195,1,4,d:1,d:22,d:11,d:1,d:11
1587542,h:333894,1,4,d:1,d:20,d:2,d:1,d:15
1124614,h:4432,1,4,d:1,d:22,d:2,d:1,d:43
1124616,h:4432,1,4,d:1,d:22,d:2,d:1,d:43
1001971,h:1110864,1,4,d:1,d:22,d:52,d:1,d:70
1124616,h:4432,1,4,d:1,d:22,d:2,d:1,d:43
1027204,h:7489,1,4,d:1,d:23,d:271,d:1,d:392
1856945,h:11195,1,4,d:1,d:23,d:18,d:1,d:20
1020462,h:4432,1,4,d:1,d:23,d:76,d:2,d:106
1127155,h:268569,1,4,d:1,d:22,d:17,d:2,d:66
1239490,h:9310,1,4,d:2,d:0,d:98,d:2,d:137
1076313,h:627719,1,4,d:2,d:0,d:132,d:2,d:192
1268359,h:109670,1,4,d:1,d:23,d:31,d:6,d:37
1221847,h:2297,1,4,d:2,d:0,d:246,d:1,d:359
1151627,h:11195,1,4,d:2,d:1,d:35,d:2,d:42
1094638,h:18006,1,4,d:2,d:1,d:2,d:1,d:15
1133945,h:39814,1,4,d:2,d:1,d:263,d:1,d:381
1692536,h:189236,1,4,d:2,d:0,d:4,d:2,d:324
1153338,h:4432,1,4,d:2,d:1,d:272,d:2,d:393
1208936,h:1046673,1,4,d:2,d:0,d:14,d:2,d:14
1298581,h:4432,1,4,d:2,d:1,d:9,d:2,d:9
1085108,h:15889,1,4,d:2,d:1,d:220,d:1,d:320
1298581,h:4432,1,4,d:2,d:1,d:9,d:2,d:9
1192055,h:190622,1,4,d:2,d:2,d:18,d:1,d:20
2023878,h:43951,1,4,d:2,d:1,d:18,d:1,d:20
1587542,h:851360,1,4,d:2,d:1,d:2,d:1,d:15
1009333,h:54602,1,4,d:2,d:2,d:9,d:2,d:9
1218030,h:783,1,4,d:2,d:2,d:11,d:1,d:34
1091928,h:60,1,4,d:2,d:2,d:11,d:1,d:180
1254194,h:83007,1,4,d:2,d:2,d:2,d:1,d:2
1275854,h:66777,1,4,d:2,d:3,d:57,d:2,d:79
1204811,h:4700,1,4,d:2,d:3,d:17,d:2,d:44
1256876,h:198973,1,4,d:2,d:1,d:46,d:1,d:60
1021062,h:54369,1,4,d:2,d:2,d:270,d:2,d:390
1153338,h:89043,1,4,d:2,d:1,d:272,d:2,d:393
1644301,h:43950,1,4,d:2,d:3,d:2,d:1,d:15
1297040,h:1099475,1,4,d:2,d:1,d:18,d:1,d:20
1856945,h:4432,1,4,d:2,d:4,d:18,d:1,d:20
1189306,h:54291,1,4,d:2,d:4,d:2,d:1,d:2
1691264,h:52520,1,4,d:2,d:3,d:144,d:2,d:209
1147027,h:46717,1,4,d:2,d:3,d:12,d:1,d:300
1013176,h:47021,1,4,d:2,d:4,d:32,d:2,d:215
1309930,h:54653,1,4,d:2,d:4,d:62,d:1,d:86
1195673,h:62128,1,4,d:2,d:5,d:18,d:1,d:20
1151627,h:13909,1,4,d:2,d:3,d:35,d:2,d:42
1104584,h:255201,1,4,d:2,d:5,d:2,d:1,d:51
1226379,h:103165,1,4,d:2,d:5,d:2,d:1,d:2
1212834,h:23558,1,4,d:2,d:4,d:11,d:1,d:34
1091928,h:5222,1,4,d:2,d:5,d:11,d:1,d:180
1120912,h:87104,1,4,d:2,d:4,d:239,d:2,d:350
1242577,h:7491,1,4,d:2,d:6,d:24,d:5,d:28
1047217,h:7284,1,4,d:2,d:9,d:17,d:2,d:61
1361147,h:32679,1,4,d:2,d:10,d:26,d:2,d:30
1872672,h:29488,1,4,d:2,d:10,d:9,d:2,d:9
1311932,h:157566,1,4,d:2,d:8,d:41,d:2,d:338
1244972,h:11195,1,4,d:2,d:10,d:35,d:2,d:42
1272452,h:11195,1,4,d:2,d:11,d:204,d:2,d:296
1262125,h:2297,1,4,d:2,d:10,d:123,d:2,d:394
1229723,h:41415,1,4,d:2,d:10,d:32,d:2,d:395
1251836,h:4202,1,4,d:2,d:10,d:35,d:2,d:42
1125195,h:2297,1,4,d:2,d:10,d:18,d:1,d:20
1058327,h:38424,1,4,d:2,d:11,d:63,d:2,d:87
1280457,h:38424,1,4,d:2,d:11,d:63,d:2,d:87
1643387,h:11195,1,4,d:2,d:11,d:190,d:2,d:276
1325776,h:62528,1,4,d:2,d:11,d:189,d:2,d:360
1072442,h:2297,1,4,d:2,d:11,d:66,d:2,d:92
1090989,h:54380,1,4,d:2,d:11,d:18,d:1,d:20
1241660,h:2297,1,4,d:2,d:12,d:184,d:2,d:269
1311932,h:7489,1,4,d:2,d:12,d:41,d:2,d:338
1361147,h:2297,1,4,d:2,d:12,d:26,d:2,d:30
1298581,h:4432,1,4,d:2,d:13,d:9,d:2,d:9
1244972,h:23558,1,4,d:2,d:13,d:35,d:2,d:42
1087548,h:11138,1,4,d:2,d:13,d:260,d:2,d:378
1311304,h:4432,1,4,d:2,d:14,d:151,d:1,d:219
1122926,h:11492,1,4,d:2,d:14,d:123,d:2,d:177
1111225,h:11492,1,4,d:2,d:13,d:74,d:2,d:103
1090769,h:17720,1,4,d:2,d:13,d:12,d:1,d:76
1084158,h:60,1,4,d:2,d:14,d:138,d:1,d:365
1300082,h:7489,1,4,d:2,d:13,d:63,d:2,d:87
1147027,h:46717,1,4,d:2,d:11,d:12,d:1,d:300
1002229,h:46717,1,4,d:2,d:14,d:9,d:2,d:9
1003659,h:1105085,1,4,d:2,d:14,d:2,d:1,d:2
1030819,h:5222,1,4,d:2,d:14,d:23,d:1,d:396
1218030,h:7620,1,4,d:2,d:15,d:11,d:1,d:34
1305208,h:619246,1,4,d:2,d:14,d:18,d:1,d:20
1145695,h:23558,1,4,d:2,d:15,d:147,d:17,d:212
1251107,h:173139,1,4,d:2,d:13,d:2,d:1,d:43
1300082,h:22985,1,4,d:2,d:15,d:63,d:2,d:87
1218030,h:5222,1,4,d:2,d:16,d:11,d:1,d:34
1872672,h:16436,1,4,d:2,d:13,d:9,d:2,d:9
1245890,h:18277,1,4,d:2,d:15,d:11,d:1,d:168
1643387,h:38424,1,4,d:2,d:14,d:190,d:2,d:276
1311932,h:4432,1,4,d:2,d:16,d:41,d:2,d:338
1309930,h:318783,1,4,d:2,d:17,d:62,d:1,d:86
1087548,h:5222,1,4,d:2,d:17,d:260,d:2,d:378
1116963,h:686021,1,4,d:2,d:14,d:18,d:1,d:20
1058327,h:4084,1,4,d:2,d:16,d:63,d:2,d:87
1263690,h:2297,1,4,d:2,d:17,d:273,d:2,d:397
1323482,h:38137,1,4,d:2,d:16,d:10,d:1,d:10
1312682,h:46717,1,4,d:2,d:17,d:82,d:2,d:116
1226379,h:15682,1,4,d:2,d:17,d:2,d:1,d:2
1202398,h:60,1,4,d:2,d:18,d:202,d:2,d:294
1201753,h:54359,1,4,d:2,d:18,d:18,d:1,d:20
1207541,h:54709,1,4,d:2,d:18,d:2,d:1,d:15
1091085,h:15889,1,4,d:2,d:16,d:30,d:2,d:36
1142430,h:388,1,4,d:2,d:17,d:10,d:1,d:10
1263395,h:525337,1,4,d:2,d:18,d:18,d:1,d:20
1091085,h:9310,1,4,d:2,d:18,d:30,d:2,d:36
1045792,h:5222,1,4,d:2,d:18,d:60,d:1,d:83
1092709,h:4432,1,4,d:2,d:19,d:274,d:1,d:398
1253876,h:318782,1,4,d:2,d:19,d:2,d:1,d:15
1239620,h:215849,1,4,d:2,d:19,d:176,d:1,d:256
