SESSIONID,USERID,REQUESTMONTH,REQUESTEDURL,day,hour,eps10,eps300,eps001
1021337,1021337,1,h:7620,d:30,d:7,d:17,d:2,d:166
1021337,1021337,1,h:9822,d:30,d:12,d:17,d:2,d:166
1013526,1013526,3,h:4432,d:17,d:12,d:77,d:2,d:132
1072653,1072653,3,h:5222,d:18,d:2,d:24,d:5,d:28
1587542,1587542,4,h:116240,d:3,d:1,d:2,d:1,d:15
1104584,1104584,4,h:573113,d:12,d:20,d:2,d:1,d:51
1019915,1019915,12,h:257186,d:9,d:12,d:186,d:2,d:271
1022239,1022239,12,h:406953,d:9,d:14,d:17,d:2,d:19
1346763,1346763,12,h:16436,d:12,d:0,d:17,d:2,d:24
1095635,1095635,12,h:90472,d:25,d:18,d:17,d:2,d:44
1044579,1044579,12,h:15889,d:14,d:12,d:102,d:2,d:144
1218329,1218329,12,h:4432,d:23,d:2,d:18,d:1,d:20
1253876,1253876,12,h:138863,d:26,d:21,d:2,d:1,d:15
1019915,1019915,1,h:257186,d:27,d:14,d:186,d:2,d:271
1208590,1208590,1,h:3104,d:30,d:15,d:32,d:2,d:38
1253876,1253876,3,h:133461,d:16,d:18,d:2,d:1,d:15
1215689,1215689,3,h:86326,d:16,d:18,d:2,d:1,d:43
1022239,1022239,3,h:7284,d:17,d:1,d:17,d:2,d:19
1044579,1044579,3,h:9751,d:20,d:10,d:102,d:2,d:144
1218329,1218329,3,h:989420,d:17,d:19,d:18,d:1,d:20
1161713,1161713,3,h:353062,d:18,d:4,d:1,d:1,d:1
1161713,1161713,3,h:88448,d:18,d:6,d:1,d:1,d:1
1856945,1856945,3,h:258292,d:18,d:16,d:18,d:1,d:20
1054091,1054091,1,h:4202,d:23,d:21,d:211,d:2,d:307
1856945,1856945,3,h:156218,d:19,d:1,d:18,d:1,d:20
1054091,1054091,1,h:4202,d:26,d:21,d:211,d:2,d:307
1145695,1145695,1,h:23558,d:27,d:12,d:147,d:17,d:212
1074537,1074537,3,h:8595,d:19,d:9,d:116,d:2,d:186
1054091,1054091,3,h:11195,d:19,d:12,d:211,d:2,d:307
1145695,1145695,1,h:23558,d:28,d:12,d:147,d:17,d:212
1054091,1054091,3,h:191923,d:19,d:17,d:211,d:2,d:307
1210684,1210684,1,h:832,d:29,d:7,d:17,d:2,d:19
1145695,1145695,1,h:23558,d:31,d:12,d:147,d:17,d:212
1074537,1074537,3,h:25208,d:16,d:12,d:116,d:2,d:186
1074537,1074537,3,h:562,d:16,d:20,d:116,d:2,d:186
1145695,1145695,3,h:23558,d:17,d:11,d:147,d:17,d:212
1074537,1074537,3,h:154703,d:17,d:21,d:116,d:2,d:186
1074537,1074537,3,h:25208,d:17,d:21,d:116,d:2,d:186
1074537,1074537,3,h:389,d:18,d:1,d:116,d:2,d:186
1270377,1270377,3,h:25208,d:18,d:16,d:183,d:19,d:265
1048722,1048722,1,h:157566,d:25,d:22,d:41,d:2,d:52
1270377,1270377,1,h:7491,d:27,d:19,d:183,d:19,d:265
1270377,1270377,1,h:2297,d:28,d:1,d:183,d:19,d:265
1110732,1110732,1,h:19730,d:30,d:1,d:17,d:2,d:19
1110732,1110732,1,h:50788,d:30,d:16,d:17,d:2,d:19
1270377,1270377,3,h:9310,d:23,d:16,d:183,d:19,d:265
1150424,1150424,3,h:1026737,d:23,d:13,d:18,d:1,d:20
1150424,1150424,4,h:11402,d:2,d:19,d:18,d:1,d:20
1048722,1048722,4,h:157566,d:12,d:19,d:41,d:2,d:52
1217278,1217278,12,h:6345,d:11,d:18,d:124,d:2,d:179
1346398,1346398,12,h:2964,d:14,d:10,d:148,d:2,d:216
1346398,1346398,12,h:23558,d:14,d:12,d:148,d:2,d:216
1247525,1247525,12,h:7620,d:26,d:12,d:77,d:2,d:132
1023153,1023153,1,h:2297,d:28,d:0,d:41,d:2,d:238
1046720,1046720,1,h:11138,d:29,d:20,d:45,d:7,d:59
1247525,1247525,3,h:783,d:17,d:19,d:77,d:2,d:132
1189900,1189900,12,h:49730,d:9,d:10,d:17,d:2,d:61
1189900,1189900,12,h:46717,d:11,d:16,d:17,d:2,d:61
1106726,1106726,12,h:4432,d:12,d:21,d:86,d:1,d:120
1110208,1110208,12,h:158810,d:25,d:22,d:140,d:1,d:205
1130154,1130154,12,h:5222,d:14,d:15,d:162,d:2,d:235
1106726,1106726,12,h:9310,d:23,d:1,d:86,d:1,d:120
1189899,1189899,12,h:31710,d:23,d:10,d:17,d:2,d:61
1189900,1189900,12,h:280350,d:23,d:14,d:17,d:2,d:61
1288090,1288090,12,h:4202,d:23,d:21,d:132,d:2,d:297
1288090,1288090,12,h:9310,d:24,d:1,d:132,d:2,d:297
1288090,1288090,12,h:16090,d:24,d:4,d:132,d:2,d:297
1288090,1288090,12,h:9310,d:26,d:14,d:132,d:2,d:297
1288090,1288090,12,h:4202,d:26,d:16,d:132,d:2,d:297
1130154,1130154,1,h:5222,d:23,d:18,d:162,d:2,d:235
1130154,1130154,1,h:119428,d:24,d:2,d:162,d:2,d:235
1189899,1189899,1,h:7284,d:28,d:1,d:17,d:2,d:61
1245890,1245890,1,h:5222,d:28,d:2,d:11,d:1,d:168
1189900,1189900,3,h:7284,d:19,d:14,d:17,d:2,d:61
1245890,1245890,1,h:4700,d:28,d:5,d:11,d:1,d:168
1106726,1106726,3,h:86326,d:19,d:20,d:86,d:1,d:120
1189900,1189900,3,h:22985,d:16,d:17,d:17,d:2,d:61
1110208,1110208,3,h:543105,d:16,d:21,d:140,d:1,d:205
1189899,1189899,4,h:7284,d:13,d:11,d:17,d:2,d:61
1023209,1023209,12,h:73666,d:25,d:12,d:17,d:2,d:89
1126145,1126145,12,h:16642,d:9,d:12,d:237,d:2,d:348
1023209,1023209,12,h:17702,d:9,d:12,d:17,d:2,d:89
1126145,1126145,12,h:9751,d:9,d:13,d:237,d:2,d:348
1023209,1023209,12,h:24290,d:10,d:17,d:17,d:2,d:89
1032305,1032305,12,h:8822,d:10,d:23,d:17,d:2,d:19
1023209,1023209,12,h:24290,d:11,d:9,d:17,d:2,d:89
1252222,1252222,12,h:84664,d:25,d:19,d:73,d:1,d:102
1023209,1023209,12,h:11492,d:14,d:13,d:17,d:2,d:89
1644301,1644301,12,h:4432,d:23,d:14,d:2,d:1,d:15
1644301,1644301,12,h:4689,d:23,d:19,d:2,d:1,d:15
1252222,1252222,12,h:38137,d:25,d:22,d:73,d:1,d:102
1023209,1023209,12,h:24290,d:25,d:9,d:17,d:2,d:89
1252222,1252222,12,h:60,d:26,d:20,d:73,d:1,d:102
1644301,1644301,1,h:64,d:23,d:20,d:2,d:1,d:15
1644301,1644301,1,h:10312,d:23,d:23,d:2,d:1,d:15
1023209,1023209,1,h:34538,d:24,d:8,d:17,d:2,d:89
1644301,1644301,1,h:64,d:25,d:19,d:2,d:1,d:15
1023209,1023209,1,h:10936,d:26,d:8,d:17,d:2,d:89
1058327,1058327,3,h:38424,d:19,d:11,d:63,d:2,d:87
1032305,1032305,1,h:60,d:28,d:0,d:17,d:2,d:19
1023209,1023209,1,h:12970,d:28,d:10,d:17,d:2,d:89
1060724,1060724,3,h:60,d:19,d:16,d:38,d:2,d:47
1126145,1126145,1,h:16642,d:29,d:4,d:237,d:2,d:348
1023209,1023209,1,h:197410,d:29,d:10,d:17,d:2,d:89
1023209,1023209,1,h:150526,d:30,d:8,d:17,d:2,d:89
1060724,1060724,3,h:60,d:19,d:23,d:38,d:2,d:47
1644301,1644301,3,h:41178,d:17,d:4,d:2,d:1,d:15
1079971,1079971,12,h:5222,d:10,d:23,d:16,d:1,d:273
1298581,1298581,12,h:29488,d:25,d:21,d:9,d:2,d:9
1079971,1079971,12,h:38424,d:12,d:20,d:16,d:1,d:273
1150248,1150248,12,h:141827,d:23,d:1,d:11,d:1,d:33
1150248,1150248,1,h:210728,d:23,d:16,d:11,d:1,d:33
1040824,1040824,1,h:5222,d:27,d:21,d:11,d:1,d:54
1040824,1040824,1,h:7620,d:28,d:1,d:11,d:1,d:54
1079971,1079971,1,h:39814,d:28,d:3,d:16,d:1,d:273
1040824,1040824,1,h:5222,d:30,d:0,d:11,d:1,d:54
1177002,1177002,3,h:47981,d:5,d:17,d:178,d:2,d:258
1079971,1079971,3,h:39814,d:20,d:5,d:16,d:1,d:273
1298581,1298581,3,h:2964,d:17,d:10,d:9,d:2,d:9
1079971,1079971,3,h:4432,d:18,d:1,d:16,d:1,d:273
1298581,1298581,3,h:60,d:31,d:21,d:9,d:2,d:9
1040824,1040824,4,h:5222,d:6,d:22,d:11,d:1,d:54
1014140,1014140,12,h:749697,d:9,d:5,d:18,d:1,d:20
1029809,1029809,12,h:64743,d:11,d:0,d:200,d:9,d:292
1295415,1295415,12,h:10936,d:13,d:0,d:17,d:2,d:24
1308021,1308021,12,h:9132,d:25,d:22,d:28,d:2,d:74
1104694,1104694,12,h:9310,d:23,d:15,d:8,d:2,d:8
1029809,1029809,12,h:21948,d:23,d:16,d:200,d:9,d:292
1058722,1058722,12,h:11138,d:23,d:20,d:45,d:7,d:59
1104694,1104694,12,h:16091,d:26,d:12,d:8,d:2,d:8
1309930,1309930,12,h:54270,d:24,d:4,d:62,d:1,d:86
1308021,1308021,12,h:34538,d:24,d:19,d:28,d:2,d:74
1147027,1147027,12,h:29488,d:25,d:0,d:12,d:1,d:300
1104694,1104694,12,h:9310,d:26,d:17,d:8,d:2,d:8
1058722,1058722,12,h:11138,d:27,d:4,d:45,d:7,d:59
1295415,1295415,1,h:9310,d:25,d:19,d:17,d:2,d:24
1083727,1083727,1,h:11195,d:26,d:2,d:225,d:25,d:327
1075536,1075536,3,h:466652,d:19,d:2,d:90,d:11,d:127
1147027,1147027,1,h:9310,d:26,d:23,d:12,d:1,d:300
1307644,1307644,1,h:29488,d:27,d:15,d:12,d:1,d:340
1308021,1308021,3,h:25610,d:19,d:11,d:28,d:2,d:74
1295415,1295415,1,h:2459,d:28,d:7,d:17,d:2,d:24
1308021,1308021,3,h:7284,d:19,d:15,d:28,d:2,d:74
1309930,1309930,3,h:318783,d:19,d:16,d:62,d:1,d:86
1083727,1083727,1,h:32163,d:30,d:1,d:225,d:25,d:327
1307644,1307644,1,h:4700,d:30,d:3,d:12,d:1,d:340
1147027,1147027,1,h:9310,d:31,d:12,d:12,d:1,d:300
1075536,1075536,3,h:1049395,d:20,d:0,d:90,d:11,d:127
1295415,1295415,3,h:10936,d:16,d:23,d:17,d:2,d:24
1058722,1058722,3,h:11138,d:17,d:2,d:45,d:7,d:59
1307644,1307644,3,h:4700,d:17,d:5,d:12,d:1,d:340
1147027,1147027,3,h:9310,d:20,d:12,d:12,d:1,d:300
1014140,1014140,3,h:151138,d:17,d:20,d:18,d:1,d:20
1075536,1075536,4,h:749746,d:1,d:20,d:90,d:11,d:127
1309930,1309930,4,h:610436,d:12,d:22,d:62,d:1,d:86
1103115,1103115,12,h:15889,d:9,d:2,d:191,d:2,d:277
1100030,1100030,12,h:29488,d:25,d:11,d:221,d:7,d:322
1243074,1243074,3,h:32163,d:18,d:10,d:193,d:2,d:279
1068772,1068772,12,h:10935,d:10,d:16,d:182,d:1,d:264
1103115,1103115,12,h:15889,d:12,d:16,d:191,d:2,d:277
1103115,1103115,12,h:16436,d:12,d:20,d:191,d:2,d:277
1103115,1103115,12,h:258899,d:13,d:2,d:191,d:2,d:277
1068772,1068772,12,h:7620,d:14,d:2,d:182,d:1,d:264
1243074,1243074,3,h:804431,d:18,d:16,d:193,d:2,d:279
1100030,1100030,12,h:198994,d:23,d:9,d:221,d:7,d:322
1700335,1700335,12,h:9751,d:24,d:15,d:2,d:1,d:15
1700335,1700335,12,h:15889,d:24,d:17,d:2,d:1,d:15
1243074,1243074,12,h:29488,d:24,d:17,d:193,d:2,d:279
1100030,1100030,12,h:9414,d:27,d:2,d:221,d:7,d:322
1103115,1103115,1,h:15889,d:23,d:16,d:191,d:2,d:277
1103115,1103115,1,h:15889,d:23,d:16,d:191,d:2,d:277
1685055,1685055,3,h:60,d:18,d:21,d:11,d:1,d:299
1103115,1103115,1,h:15889,d:26,d:21,d:191,d:2,d:277
1685055,1685055,1,h:5222,d:27,d:3,d:11,d:1,d:299
1685055,1685055,1,h:5222,d:27,d:15,d:11,d:1,d:299
1685055,1685055,1,h:5222,d:30,d:5,d:11,d:1,d:299
1685055,1685055,4,h:9822,d:1,d:10,d:11,d:1,d:299
1308163,1308163,12,h:9822,d:10,d:12,d:17,d:2,d:142
1010403,1010403,12,h:122134,d:10,d:5,d:17,d:2,d:66
1071020,1071020,12,h:11195,d:9,d:1,d:35,d:2,d:42
1031540,1031540,12,h:280373,d:9,d:1,d:17,d:2,d:24
1222667,1222667,12,h:9310,d:9,d:3,d:17,d:2,d:66
1308163,1308163,12,h:9822,d:10,d:12,d:17,d:2,d:142
1031540,1031540,12,h:9822,d:9,d:0,d:17,d:2,d:24
1320005,1320005,12,h:22081,d:10,d:17,d:33,d:1,d:40
1010403,1010403,12,h:102943,d:11,d:15,d:17,d:2,d:66
1057857,1057857,12,h:23361,d:12,d:23,d:234,d:21,d:344
1072442,1072442,12,h:5222,d:23,d:3,d:66,d:2,d:92
1072442,1072442,12,h:2297,d:23,d:10,d:66,d:2,d:92
1280457,1280457,3,h:38424,d:18,d:17,d:63,d:2,d:87
1010403,1010403,12,h:7284,d:24,d:12,d:17,d:2,d:66
1222667,1222667,1,h:11195,d:26,d:1,d:17,d:2,d:66
1222667,1222667,1,h:11195,d:26,d:1,d:17,d:2,d:66
1263568,1263568,1,h:4084,d:26,d:14,d:101,d:2,d:143
1072442,1072442,1,h:2297,d:27,d:0,d:66,d:2,d:92
1280457,1280457,3,h:38424,d:19,d:15,d:63,d:2,d:87
1057857,1057857,3,h:9822,d:19,d:18,d:234,d:21,d:344
1072442,1072442,1,h:2964,d:30,d:15,d:66,d:2,d:92
1071020,1071020,1,h:11195,d:31,d:0,d:35,d:2,d:42
1057857,1057857,3,h:9822,d:16,d:23,d:234,d:21,d:344
1280457,1280457,3,h:38424,d:16,d:23,d:63,d:2,d:87
1222667,1222667,3,h:9310,d:23,d:16,d:17,d:2,d:66
1280457,1280457,4,h:38424,d:11,d:16,d:63,d:2,d:87
1222667,1222667,4,h:9310,d:13,d:1,d:17,d:2,d:66
1097995,1097995,4,h:5222,d:13,d:5,d:16,d:1,d:18
1173105,1173105,12,h:34750,d:10,d:17,d:11,d:1,d:11
1644471,1644471,12,h:38137,d:25,d:22,d:203,d:7,d:295
1110836,1110836,3,h:989419,d:18,d:17,d:18,d:1,d:20
1298378,1298378,12,h:165572,d:23,d:14,d:17,d:2,d:24
1644471,1644471,12,h:3570,d:24,d:8,d:203,d:7,d:295
1173105,1173105,12,h:826,d:26,d:16,d:11,d:1,d:11
1298378,1298378,12,h:7284,d:26,d:17,d:17,d:2,d:24
1644471,1644471,12,h:3570,d:25,d:2,d:203,d:7,d:295
1189306,1189306,1,h:54431,d:26,d:0,d:2,d:1,d:2
1189306,1189306,3,h:169601,d:19,d:2,d:2,d:1,d:2
1051150,1051150,1,h:7489,d:27,d:11,d:230,d:2,d:336
1051150,1051150,1,h:31710,d:30,d:21,d:230,d:2,d:336
1051150,1051150,1,h:7489,d:31,d:4,d:230,d:2,d:336
1189306,1189306,3,h:77014,d:17,d:1,d:2,d:1,d:2
1046631,1046631,3,h:181168,d:17,d:5,d:45,d:7,d:59
1189306,1189306,3,h:169601,d:17,d:5,d:2,d:1,d:2
1189306,1189306,3,h:282977,d:17,d:17,d:2,d:1,d:2
1046631,1046631,3,h:119451,d:18,d:2,d:45,d:7,d:59
1189306,1189306,3,h:92495,d:31,d:16,d:2,d:1,d:2
1046631,1046631,4,h:979412,d:1,d:6,d:45,d:7,d:59
1346931,1346931,12,h:46717,d:9,d:4,d:35,d:2,d:42
1291766,1291766,12,h:10936,d:9,d:17,d:78,d:10,d:110
1291766,1291766,12,h:48997,d:12,d:2,d:78,d:10,d:110
1291766,1291766,12,h:20719,d:11,d:21,d:78,d:10,d:110
1291766,1291766,12,h:12971,d:12,d:20,d:78,d:10,d:110
1210784,1210784,12,h:28304,d:14,d:13,d:35,d:2,d:42
1210784,1210784,12,h:7489,d:14,d:15,d:35,d:2,d:42
1301184,1301184,12,h:628508,d:26,d:16,d:17,d:2,d:115
1210784,1210784,12,h:2297,d:26,d:22,d:35,d:2,d:42
1066758,1066758,12,h:9822,d:27,d:1,d:17,d:2,d:142
1346931,1346931,3,h:28304,d:18,d:22,d:35,d:2,d:42
1210784,1210784,1,h:16642,d:25,d:21,d:35,d:2,d:42
1210784,1210784,1,h:28304,d:26,d:1,d:35,d:2,d:42
1301184,1301184,3,h:11492,d:19,d:2,d:17,d:2,d:115
1291766,1291766,3,h:60,d:19,d:20,d:78,d:10,d:110
1210784,1210784,1,h:28304,d:30,d:22,d:35,d:2,d:42
1291766,1291766,3,h:390,d:17,d:7,d:78,d:10,d:110
1301184,1301184,4,h:11492,d:1,d:4,d:17,d:2,d:115
1346931,1346931,4,h:142566,d:12,d:20,d:35,d:2,d:42
1228368,1228368,12,h:1064884,d:9,d:1,d:33,d:1,d:284
1200048,1200048,12,h:9822,d:9,d:11,d:242,d:2,d:353
1311304,1311304,12,h:7620,d:10,d:16,d:151,d:1,d:219
1289548,1289548,12,h:9373,d:10,d:19,d:2,d:1,d:15
1228368,1228368,12,h:783,d:11,d:4,d:33,d:1,d:284
1045792,1045792,12,h:5222,d:25,d:19,d:60,d:1,d:83
1228368,1228368,12,h:783,d:14,d:5,d:33,d:1,d:284
1289548,1289548,12,h:9133,d:24,d:2,d:2,d:1,d:15
1311304,1311304,12,h:7620,d:24,d:15,d:151,d:1,d:219
1322617,1322617,12,h:47981,d:24,d:18,d:178,d:2,d:258
1200048,1200048,12,h:2297,d:24,d:19,d:242,d:2,d:353
1660045,1660045,12,h:92515,d:25,d:0,d:26,d:2,d:30
1153085,1153085,1,h:16090,d:23,d:23,d:97,d:2,d:136
1200048,1200048,1,h:2297,d:23,d:23,d:242,d:2,d:353
1200048,1200048,1,h:9822,d:24,d:4,d:242,d:2,d:353
1153085,1153085,1,h:16090,d:25,d:16,d:97,d:2,d:136
1293515,1293515,3,h:3570,d:19,d:1,d:32,d:2,d:38
1322617,1322617,1,h:47981,d:26,d:11,d:178,d:2,d:258
1311304,1311304,1,h:7620,d:26,d:16,d:151,d:1,d:219
1293515,1293515,3,h:20073,d:18,d:22,d:32,d:2,d:38
1289548,1289548,1,h:49970,d:26,d:23,d:2,d:1,d:15
1293515,1293515,3,h:562,d:19,d:6,d:32,d:2,d:38
1311304,1311304,1,h:60,d:29,d:5,d:151,d:1,d:219
1045792,1045792,3,h:5222,d:19,d:19,d:60,d:1,d:83
1322617,1322617,1,h:47981,d:31,d:13,d:178,d:2,d:258
1153085,1153085,3,h:4084,d:20,d:1,d:97,d:2,d:136
1293515,1293515,3,h:971108,d:16,d:22,d:32,d:2,d:38
1076508,1076508,3,h:7489,d:16,d:23,d:222,d:2,d:323
1153085,1153085,3,h:9310,d:19,d:21,d:97,d:2,d:136
1660045,1660045,3,h:12004,d:17,d:4,d:26,d:2,d:30
1293515,1293515,3,h:60,d:17,d:6,d:32,d:2,d:38
1660045,1660045,3,h:12004,d:17,d:12,d:26,d:2,d:30
1293515,1293515,3,h:25208,d:17,d:18,d:32,d:2,d:38
1293515,1293515,3,h:390,d:17,d:18,d:32,d:2,d:38
1311304,1311304,3,h:932770,d:18,d:1,d:151,d:1,d:219
1324244,1324244,3,h:525753,d:18,d:3,d:119,d:1,d:170
1311304,1311304,3,h:11138,d:23,d:17,d:151,d:1,d:219
1311304,1311304,3,h:932768,d:18,d:6,d:151,d:1,d:219
1324244,1324244,4,h:431011,d:1,d:18,d:119,d:1,d:170
1311304,1311304,4,h:4432,d:8,d:14,d:151,d:1,d:219
1324174,1324174,12,h:60,d:9,d:6,d:245,d:14,d:358
1090938,1090938,12,h:5222,d:11,d:22,d:250,d:1,d:364
1090938,1090938,12,h:20073,d:10,d:10,d:250,d:1,d:364
1234756,1234756,12,h:24064,d:9,d:2,d:17,d:2,d:142
1243179,1243179,12,h:162935,d:10,d:4,d:110,d:5,d:156
1361811,1361811,12,h:16079,d:10,d:3,d:17,d:2,d:24
1324174,1324174,12,h:230438,d:10,d:10,d:245,d:14,d:358
1361811,1361811,12,h:71599,d:10,d:16,d:17,d:2,d:24
1243179,1243179,12,h:49881,d:11,d:16,d:110,d:5,d:156
1090938,1090938,12,h:60,d:11,d:19,d:250,d:1,d:364
1121864,1121864,12,h:21646,d:11,d:18,d:17,d:2,d:19
1161142,1161142,3,h:15889,d:18,d:12,d:81,d:2,d:113
1243179,1243179,12,h:812,d:12,d:18,d:110,d:5,d:156
1243179,1243179,12,h:63554,d:12,d:18,d:110,d:5,d:156
1031802,1031802,12,h:2421,d:12,d:21,d:17,d:2,d:24
1243179,1243179,12,h:9822,d:12,d:22,d:110,d:5,d:156
1161142,1161142,12,h:15889,d:14,d:15,d:81,d:2,d:113
1031802,1031802,12,h:2421,d:23,d:14,d:17,d:2,d:24
1234756,1234756,12,h:2964,d:23,d:21,d:17,d:2,d:142
1234756,1234756,12,h:7491,d:24,d:6,d:17,d:2,d:142
1234756,1234756,12,h:8449,d:24,d:7,d:17,d:2,d:142
1324174,1324174,12,h:28304,d:24,d:21,d:245,d:14,d:358
1324174,1324174,1,h:230438,d:23,d:19,d:245,d:14,d:358
1121864,1121864,1,h:646398,d:24,d:0,d:17,d:2,d:19
1121864,1121864,3,h:29488,d:18,d:22,d:17,d:2,d:19
1324174,1324174,3,h:7620,d:19,d:7,d:245,d:14,d:358
1305398,1305398,1,h:5222,d:27,d:13,d:11,d:1,d:33
1277438,1277438,1,h:127431,d:28,d:1,d:12,d:1,d:39
1305398,1305398,1,h:32163,d:28,d:20,d:11,d:1,d:33
1305398,1305398,1,h:5222,d:29,d:4,d:11,d:1,d:33
1234756,1234756,1,h:3043,d:29,d:6,d:17,d:2,d:142
1031802,1031802,1,h:3080,d:29,d:14,d:17,d:2,d:24
1161142,1161142,1,h:15889,d:29,d:19,d:81,d:2,d:113
1121864,1121864,1,h:21646,d:29,d:20,d:17,d:2,d:19
1305398,1305398,1,h:5222,d:31,d:14,d:11,d:1,d:33
1031802,1031802,1,h:10021,d:31,d:14,d:17,d:2,d:24
1031802,1031802,3,h:11492,d:5,d:18,d:17,d:2,d:24
1263518,1263518,12,h:16436,d:25,d:12,d:69,d:2,d:98
1361811,1361811,3,h:9373,d:16,d:15,d:17,d:2,d:24
1239056,1239056,12,h:21948,d:11,d:23,d:200,d:9,d:292
1239056,1239056,12,h:84899,d:9,d:3,d:200,d:9,d:292
1239056,1239056,12,h:4432,d:12,d:1,d:200,d:9,d:292
1253646,1253646,12,h:151139,d:11,d:1,d:2,d:1,d:15
1227098,1227098,12,h:7620,d:11,d:5,d:16,d:1,d:408
1227098,1227098,12,h:11195,d:11,d:19,d:16,d:1,d:408
1239056,1239056,12,h:5222,d:12,d:5,d:200,d:9,d:292
1227098,1227098,12,h:10106,d:12,d:17,d:16,d:1,d:408
1321528,1321528,12,h:38424,d:12,d:19,d:218,d:2,d:317
1227098,1227098,12,h:12029,d:12,d:23,d:16,d:1,d:408
1000003,1000003,3,h:29488,d:18,d:15,d:170,d:2,d:248
1145961,1145961,12,h:776368,d:25,d:21,d:10,d:1,d:10
1227098,1227098,12,h:48997,d:13,d:19,d:16,d:1,d:408
1194417,1194417,12,h:27994,d:13,d:18,d:17,d:2,d:142
1145961,1145961,12,h:65673,d:13,d:23,d:10,d:1,d:10
1227098,1227098,12,h:10936,d:14,d:1,d:16,d:1,d:408
1542455,1542455,12,h:4084,d:14,d:10,d:24,d:5,d:28
1058682,1058682,12,h:35042,d:14,d:11,d:17,d:2,d:19
1058682,1058682,12,h:7284,d:14,d:14,d:17,d:2,d:19
1194417,1194417,12,h:286880,d:23,d:2,d:17,d:2,d:142
1145961,1145961,12,h:65673,d:24,d:15,d:10,d:1,d:10
1225848,1225848,12,h:62528,d:24,d:21,d:17,d:2,d:66
1145961,1145961,12,h:65673,d:26,d:16,d:10,d:1,d:10
1542455,1542455,1,h:7491,d:23,d:17,d:24,d:5,d:28
1225848,1225848,1,h:15889,d:23,d:20,d:17,d:2,d:66
1263518,1263518,1,h:9310,d:23,d:22,d:69,d:2,d:98
1000003,1000003,3,h:168913,d:18,d:20,d:170,d:2,d:248
1321528,1321528,1,h:31710,d:25,d:20,d:218,d:2,d:317
1145961,1145961,1,h:65673,d:26,d:7,d:10,d:1,d:10
1263518,1263518,1,h:16436,d:27,d:18,d:69,d:2,d:98
1028527,1028527,3,h:425489,d:19,d:10,d:231,d:2,d:337
1153585,1153585,12,h:390,d:9,d:11,d:38,d:2,d:47
1194417,1194417,1,h:27994,d:28,d:15,d:17,d:2,d:142
1194417,1194417,1,h:27994,d:30,d:16,d:17,d:2,d:142
1225848,1225848,3,h:15889,d:17,d:1,d:17,d:2,d:66
1253646,1253646,3,h:43946,d:17,d:2,d:2,d:1,d:15
1253646,1253646,3,h:54298,d:24,d:21,d:2,d:1,d:15
1058682,1058682,4,h:7284,d:1,d:21,d:17,d:2,d:19
1253646,1253646,4,h:43946,d:3,d:0,d:2,d:1,d:15
1028527,1028527,4,h:7491,d:11,d:5,d:231,d:2,d:337
1021098,1021098,12,h:280373,d:8,d:22,d:45,d:7,d:59
1036266,1036266,12,h:39814,d:9,d:2,d:215,d:1,d:313
1021098,1021098,12,h:11138,d:9,d:3,d:45,d:7,d:59
1153585,1153585,12,h:390,d:10,d:9,d:38,d:2,d:47
1153585,1153585,12,h:70567,d:9,d:5,d:38,d:2,d:47
1255118,1255118,12,h:4258,d:11,d:18,d:33,d:1,d:266
1101781,1101781,12,h:50547,d:25,d:16,d:32,d:2,d:289
1101781,1101781,3,h:29487,d:18,d:12,d:32,d:2,d:289
1153585,1153585,12,h:9310,d:13,d:5,d:38,d:2,d:47
1063587,1063587,12,h:8449,d:23,d:22,d:6,d:1,d:6
1255118,1255118,12,h:28304,d:24,d:14,d:33,d:1,d:266
1101781,1101781,12,h:29488,d:24,d:18,d:32,d:2,d:289
1255118,1255118,12,h:12004,d:24,d:20,d:33,d:1,d:266
1301357,1301357,12,h:5222,d:24,d:21,d:23,d:1,d:343
1101781,1101781,12,h:50547,d:26,d:18,d:32,d:2,d:289
1036266,1036266,12,h:25153,d:27,d:2,d:215,d:1,d:313
1117866,1117866,1,h:9822,d:23,d:23,d:219,d:2,d:318
1117866,1117866,1,h:9310,d:24,d:5,d:219,d:2,d:318
1021098,1021098,1,h:2297,d:25,d:20,d:45,d:7,d:59
1036266,1036266,3,h:61002,d:19,d:1,d:215,d:1,d:313
1218995,1218995,3,h:11138,d:19,d:4,d:144,d:2,d:209
1036266,1036266,3,h:7491,d:19,d:7,d:215,d:1,d:313
1021098,1021098,1,h:2297,d:27,d:12,d:45,d:7,d:59
1066951,1066951,1,h:4432,d:27,d:23,d:123,d:2,d:230
1066951,1066951,1,h:2297,d:28,d:2,d:123,d:2,d:230
1301357,1301357,1,h:32163,d:28,d:4,d:23,d:1,d:343
1844513,1844513,1,h:34750,d:28,d:20,d:17,d:2,d:44
1844513,1844513,1,h:7491,d:30,d:5,d:17,d:2,d:44
1066951,1066951,1,h:4432,d:30,d:6,d:123,d:2,d:230
1101781,1101781,3,h:50547,d:19,d:22,d:32,d:2,d:289
1844513,1844513,1,h:7284,d:31,d:15,d:17,d:2,d:44
1063587,1063587,3,h:7620,d:5,d:22,d:6,d:1,d:6
1021098,1021098,3,h:11138,d:16,d:16,d:45,d:7,d:59
1301357,1301357,3,h:7620,d:20,d:3,d:23,d:1,d:343
1021098,1021098,3,h:2297,d:20,d:11,d:45,d:7,d:59
1193732,1193732,3,h:8449,d:24,d:23,d:44,d:1,d:139
