[INFO ] 2017-09-29 14:50:16,568 -- WorkingPath: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/
[INFO ] 2017-09-29 14:50:16,581 -- Your original rating data path: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/ratings.txt
[INFO ] 2017-09-29 14:50:16,581 -- Current working path: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/
[WARN ] 2017-09-29 14:50:16,584 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2017-09-29 14:50:16,793 -- Data transformaton completed (from Compact to Binary format). See new rating file: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2017-09-29 14:50:16,813 -- Dataset: ...ARSKit.Workspace/ratings_binary.txt
[INFO ] 2017-09-29 14:50:16,815 -- DataPath: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2017-09-29 14:50:17,033 -- Rating data set has been successfully loaded.
[INFO ] 2017-09-29 14:50:17,052 -- 
/*********************************************************************************************************************
 *
 * Dataset: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/ratings_binary.txt
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 97
 * Item amount: 79
 * Rate amount: 5035
 * Context dimensions: 3 (companion, location, time)
 * Context conditions: 10 (companion: 4, location: 3, time: 3)
 * Context situations: 13
 * Data density: 1.82297330607391930000%
 * Scale distribution: [2.0 x 625, 4.0 x 1209, 1.0 x 829, 5.0 x 1367, 3.0 x 1005]
 * Average value of all ratings: 3.329688
 * Standard deviation of all ratings: 1.414732
 * Mode of all rating values: 5.000000
 * Median of all rating values: 4.000000
 *
 *********************************************************************************************************************/
[INFO ] 2017-09-29 14:50:17,057 -- With Setup: cv -k 2 -p on --rand-seed 1 --test-view all
[DEBUG] 2017-09-29 14:50:17,082 -- Fold [1]: training amount: 2514, test amount: 2515
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:alone
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:family
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:na
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:partner
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: location:cinema
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: location:home
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: location:na
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: time:na
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: time:weekday
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: time:weekend
[DEBUG] 2017-09-29 14:50:17,250 -- Começada a execução do modelo inteiro do fold 1
[DEBUG] 2017-09-29 14:50:17,254 -- Fold [1]: training amount: 1257, test amount: 1257
[DEBUG] 2017-09-29 14:50:40,133 -- BPR fold [12] iter 200: loss = 1442.7019, delta_loss = 34.8711, learn_rate = 1.2819503E-26
[DEBUG] 2017-09-29 14:50:40,133 -- BPR fold [12] evaluate test data ... 
[DEBUG] 2017-09-29 14:50:40,135 -- BPR fold [12] has candidate items: 78
[DEBUG] 2017-09-29 14:50:40,342 -- BPR fold [12] has writeen item recommendations to /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/BPR-top-10-items fold [12].txt
[DEBUG] 2017-09-29 14:50:40,343 -- BPR fold [12]: Pre1: 0.141532, Pre3: 0.125675, Pre5: 0.130358, Pre10: 0.112104, Rec1: 0.051670, Rec3: 0.144814, Rec5: 0.261109, Rec10: 0.414692, F11: 0.068961, F13: 0.133066, F15: 0.162722, F110: 0.168257, AUC: 0.786515, MAP1: 0.051670, MAP3: 0.096951, MAP5: 0.130559, MAP10: 0.161987, NDCG: 0.261355, MRR: 0.278165	Time: 00:01, 00:00
[DEBUG] 2017-09-29 14:50:40,356 -- BPR fold [12] iter 1: loss = 7028.06, delta_loss = -7028.06, learn_rate = 0.002
[DEBUG] 2017-09-29 14:50:40,361 -- BPR fold [12] iter 2: loss = 6293.3228, delta_loss = 734.7377, learn_rate = 0.002
[DEBUG] 2017-09-29 14:50:40,367 -- BPR fold [12] iter 3: loss = 5861.3657, delta_loss = 431.95694, learn_rate = 0.0021000002
[DEBUG] 2017-09-29 14:50:40,374 -- BPR fold [12] iter 4: loss = 5612.841, delta_loss = 248.52481, learn_rate = 0.002205
[DEBUG] 2017-09-29 14:50:40,380 -- BPR fold [12] iter 5: loss = 5435.9595, delta_loss = 176.88144, learn_rate = 0.0023152502
[DEBUG] 2017-09-29 14:50:40,389 -- BPR fold [12] iter 6: loss = 5311.0117, delta_loss = 124.94783, learn_rate = 0.0024310127
[DEBUG] 2017-09-29 14:50:40,393 -- BPR fold [12] iter 7: loss = 5132.6396, delta_loss = 178.37167, learn_rate = 0.0025525633
[DEBUG] 2017-09-29 14:50:40,400 -- BPR fold [12] iter 8: loss = 5066.4697, delta_loss = 66.17033, learn_rate = 0.0026801913
[DEBUG] 2017-09-29 14:50:40,408 -- BPR fold [12] iter 9: loss = 4909.857, delta_loss = 156.61273, learn_rate = 0.002814201
[DEBUG] 2017-09-29 14:50:40,413 -- BPR fold [12] iter 10: loss = 4827.596, delta_loss = 82.260345, learn_rate = 0.002954911
[DEBUG] 2017-09-29 14:50:40,419 -- BPR fold [12] iter 11: loss = 4695.0146, delta_loss = 132.58165, learn_rate = 0.0031026567
[DEBUG] 2017-09-29 14:50:40,425 -- BPR fold [12] iter 12: loss = 4570.461, delta_loss = 124.55362, learn_rate = 0.0032577894
[DEBUG] 2017-09-29 14:50:40,430 -- BPR fold [12] iter 13: loss = 4448.3755, delta_loss = 122.08562, learn_rate = 0.003420679
[DEBUG] 2017-09-29 14:50:40,435 -- BPR fold [12] iter 14: loss = 4397.005, delta_loss = 51.37054, learn_rate = 0.0035917128
[DEBUG] 2017-09-29 14:50:40,440 -- BPR fold [12] iter 15: loss = 4277.1904, delta_loss = 119.81465, learn_rate = 0.0037712986
[DEBUG] 2017-09-29 14:50:40,444 -- BPR fold [12] iter 16: loss = 4082.9429, delta_loss = 194.24744, learn_rate = 0.0039598634
[DEBUG] 2017-09-29 14:50:40,449 -- BPR fold [12] iter 17: loss = 3888.8792, delta_loss = 194.06364, learn_rate = 0.0041578566
[DEBUG] 2017-09-29 14:50:40,457 -- BPR fold [12] iter 18: loss = 3784.0906, delta_loss = 104.788704, learn_rate = 0.004365749
[DEBUG] 2017-09-29 14:50:40,463 -- BPR fold [12] iter 19: loss = 3654.2534, delta_loss = 129.83722, learn_rate = 0.004584037
[DEBUG] 2017-09-29 14:50:40,470 -- BPR fold [12] iter 20: loss = 3457.2507, delta_loss = 197.00269, learn_rate = 0.0048132385
[DEBUG] 2017-09-29 14:50:40,477 -- BPR fold [12] iter 21: loss = 3367.8186, delta_loss = 89.43199, learn_rate = 0.0050539006
[DEBUG] 2017-09-29 14:50:40,488 -- BPR fold [12] iter 22: loss = 3261.108, delta_loss = 106.71083, learn_rate = 0.0053065955
[DEBUG] 2017-09-29 14:50:40,493 -- BPR fold [12] iter 23: loss = 3024.5386, delta_loss = 236.56932, learn_rate = 0.0055719255
[DEBUG] 2017-09-29 14:50:40,498 -- BPR fold [12] iter 24: loss = 2892.7249, delta_loss = 131.81367, learn_rate = 0.005850522
[DEBUG] 2017-09-29 14:50:40,506 -- BPR fold [12] iter 25: loss = 2767.6519, delta_loss = 125.07309, learn_rate = 0.006143048
[DEBUG] 2017-09-29 14:50:40,511 -- BPR fold [12] iter 26: loss = 2649.52, delta_loss = 118.131676, learn_rate = 0.0064502
[DEBUG] 2017-09-29 14:50:40,516 -- BPR fold [12] iter 27: loss = 2432.2737, delta_loss = 217.24643, learn_rate = 0.00677271
[DEBUG] 2017-09-29 14:50:40,522 -- BPR fold [12] iter 28: loss = 2415.8953, delta_loss = 16.378283, learn_rate = 0.007111346
[DEBUG] 2017-09-29 14:50:40,526 -- BPR fold [12] iter 29: loss = 2244.994, delta_loss = 170.90154, learn_rate = 0.007466913
[DEBUG] 2017-09-29 14:50:40,532 -- BPR fold [12] iter 30: loss = 2194.6882, delta_loss = 50.30567, learn_rate = 0.007840259
[DEBUG] 2017-09-29 14:50:40,537 -- BPR fold [12] iter 31: loss = 2068.1797, delta_loss = 126.50856, learn_rate = 0.008232271
[DEBUG] 2017-09-29 14:50:40,543 -- BPR fold [12] iter 32: loss = 1966.5624, delta_loss = 101.617256, learn_rate = 0.008643885
[DEBUG] 2017-09-29 14:50:40,554 -- BPR fold [12] iter 33: loss = 1874.1141, delta_loss = 92.44817, learn_rate = 0.009076079
[DEBUG] 2017-09-29 14:50:40,560 -- BPR fold [12] iter 34: loss = 1797.459, delta_loss = 76.655205, learn_rate = 0.009529883
[DEBUG] 2017-09-29 14:50:40,570 -- BPR fold [12] iter 35: loss = 1737.7499, delta_loss = 59.709045, learn_rate = 0.0100063775
[DEBUG] 2017-09-29 14:50:40,577 -- BPR fold [12] iter 36: loss = 1640.3275, delta_loss = 97.422455, learn_rate = 0.010506696
[DEBUG] 2017-09-29 14:50:40,582 -- BPR fold [12] iter 37: loss = 1610.0308, delta_loss = 30.296715, learn_rate = 0.011032031
[DEBUG] 2017-09-29 14:50:40,591 -- BPR fold [12] iter 38: loss = 1517.5608, delta_loss = 92.46996, learn_rate = 0.011583633
[DEBUG] 2017-09-29 14:50:40,596 -- BPR fold [12] iter 39: loss = 1448.9725, delta_loss = 68.58826, learn_rate = 0.012162815
[DEBUG] 2017-09-29 14:50:40,601 -- BPR fold [12] iter 40: loss = 1417.8351, delta_loss = 31.137514, learn_rate = 0.012770955
[DEBUG] 2017-09-29 14:50:40,605 -- BPR fold [12] iter 41: loss = 1336.5356, delta_loss = 81.29937, learn_rate = 0.013409503
[DEBUG] 2017-09-29 14:50:40,610 -- BPR fold [12] iter 42: loss = 1356.812, delta_loss = -20.27636, learn_rate = 0.014079978
[DEBUG] 2017-09-29 14:50:40,615 -- BPR fold [12] iter 43: loss = 1258.7795, delta_loss = 98.032486, learn_rate = 0.007039989
[DEBUG] 2017-09-29 14:50:40,621 -- BPR fold [12] iter 44: loss = 1231.4385, delta_loss = 27.341007, learn_rate = 0.0073919883
[DEBUG] 2017-09-29 14:50:40,628 -- BPR fold [12] iter 45: loss = 1211.852, delta_loss = 19.586527, learn_rate = 0.007761588
[DEBUG] 2017-09-29 14:50:40,636 -- BPR fold [12] iter 46: loss = 1184.6313, delta_loss = 27.220663, learn_rate = 0.008149668
[DEBUG] 2017-09-29 14:50:40,642 -- BPR fold [12] iter 47: loss = 1226.3138, delta_loss = -41.6825, learn_rate = 0.008557151
[DEBUG] 2017-09-29 14:50:40,647 -- BPR fold [12] iter 48: loss = 1123.6404, delta_loss = 102.6734, learn_rate = 0.0042785755
[DEBUG] 2017-09-29 14:50:40,658 -- BPR fold [12] iter 49: loss = 1124.7379, delta_loss = -1.0974777, learn_rate = 0.004492504
[DEBUG] 2017-09-29 14:50:40,664 -- BPR fold [12] iter 50: loss = 1181.1743, delta_loss = -56.436394, learn_rate = 0.002246252
[DEBUG] 2017-09-29 14:50:40,669 -- BPR fold [12] iter 51: loss = 1176.6476, delta_loss = 4.52671, learn_rate = 0.001123126
[DEBUG] 2017-09-29 14:50:40,674 -- BPR fold [12] iter 52: loss = 1121.2836, delta_loss = 55.36402, learn_rate = 0.0011792823
[DEBUG] 2017-09-29 14:50:40,679 -- BPR fold [12] iter 53: loss = 1100.4656, delta_loss = 20.81795, learn_rate = 0.0012382464
[DEBUG] 2017-09-29 14:50:40,685 -- BPR fold [12] iter 54: loss = 1157.0671, delta_loss = -56.60152, learn_rate = 0.0013001588
[DEBUG] 2017-09-29 14:50:40,696 -- BPR fold [12] iter 55: loss = 1100.4941, delta_loss = 56.572983, learn_rate = 6.500794E-4
[DEBUG] 2017-09-29 14:50:40,702 -- BPR fold [12] iter 56: loss = 1120.9861, delta_loss = -20.491888, learn_rate = 6.8258337E-4
[DEBUG] 2017-09-29 14:50:40,707 -- BPR fold [12] iter 57: loss = 1099.5397, delta_loss = 21.446358, learn_rate = 3.4129168E-4
[DEBUG] 2017-09-29 14:50:40,712 -- BPR fold [12] iter 58: loss = 1132.5778, delta_loss = -33.038013, learn_rate = 3.5835625E-4
[DEBUG] 2017-09-29 14:50:40,717 -- BPR fold [12] iter 59: loss = 1181.8418, delta_loss = -49.264038, learn_rate = 1.7917813E-4
[DEBUG] 2017-09-29 14:50:40,722 -- BPR fold [12] iter 60: loss = 1124.2805, delta_loss = 57.561264, learn_rate = 8.958906E-5
[DEBUG] 2017-09-29 14:50:40,727 -- BPR fold [12] iter 61: loss = 1164.8262, delta_loss = -40.54564, learn_rate = 9.406852E-5
[DEBUG] 2017-09-29 14:50:40,732 -- BPR fold [12] iter 62: loss = 1149.7272, delta_loss = 15.098884, learn_rate = 4.703426E-5
[DEBUG] 2017-09-29 14:50:40,738 -- BPR fold [12] iter 63: loss = 1149.9943, delta_loss = -0.2670197, learn_rate = 4.9385973E-5
[DEBUG] 2017-09-29 14:50:40,743 -- BPR fold [12] iter 64: loss = 1092.1577, delta_loss = 57.836502, learn_rate = 2.4692987E-5
[DEBUG] 2017-09-29 14:50:40,751 -- BPR fold [12] iter 65: loss = 1134.5607, delta_loss = -42.402927, learn_rate = 2.5927635E-5
[DEBUG] 2017-09-29 14:50:40,763 -- BPR fold [12] iter 66: loss = 1152.1833, delta_loss = -17.622631, learn_rate = 1.2963817E-5
[DEBUG] 2017-09-29 14:50:40,771 -- BPR fold [12] iter 67: loss = 1149.3923, delta_loss = 2.7909303, learn_rate = 6.4819087E-6
[DEBUG] 2017-09-29 14:50:40,778 -- BPR fold [12] iter 68: loss = 1184.5525, delta_loss = -35.16011, learn_rate = 6.8060044E-6
[DEBUG] 2017-09-29 14:50:40,787 -- BPR fold [12] iter 69: loss = 1120.8293, delta_loss = 63.723137, learn_rate = 3.4030022E-6
[DEBUG] 2017-09-29 14:50:40,794 -- BPR fold [12] iter 70: loss = 1163.7788, delta_loss = -42.949467, learn_rate = 3.5731523E-6
[DEBUG] 2017-09-29 14:50:40,799 -- BPR fold [12] iter 71: loss = 1142.8861, delta_loss = 20.892693, learn_rate = 1.7865761E-6
[DEBUG] 2017-09-29 14:50:40,804 -- BPR fold [12] iter 72: loss = 1164.8087, delta_loss = -21.922575, learn_rate = 1.8759049E-6
[DEBUG] 2017-09-29 14:50:40,809 -- BPR fold [12] iter 73: loss = 1114.3933, delta_loss = 50.415394, learn_rate = 9.3795245E-7
[DEBUG] 2017-09-29 14:50:40,814 -- BPR fold [12] iter 74: loss = 1117.1924, delta_loss = -2.7991405, learn_rate = 9.848501E-7
[DEBUG] 2017-09-29 14:50:40,821 -- BPR fold [12] iter 75: loss = 1139.9514, delta_loss = -22.758957, learn_rate = 4.9242504E-7
[DEBUG] 2017-09-29 14:50:40,826 -- BPR fold [12] iter 76: loss = 1203.7745, delta_loss = -63.82316, learn_rate = 2.4621252E-7
[DEBUG] 2017-09-29 14:50:40,835 -- BPR fold [12] iter 77: loss = 1107.4824, delta_loss = 96.29219, learn_rate = 1.2310626E-7
[DEBUG] 2017-09-29 14:50:40,845 -- BPR fold [12] iter 78: loss = 1125.4324, delta_loss = -17.950047, learn_rate = 1.2926158E-7
[DEBUG] 2017-09-29 14:50:40,861 -- BPR fold [12] iter 79: loss = 1122.127, delta_loss = 3.3055236, learn_rate = 6.463079E-8
[DEBUG] 2017-09-29 14:50:40,872 -- BPR fold [12] iter 80: loss = 1141.5771, delta_loss = -19.45031, learn_rate = 6.7862324E-8
[DEBUG] 2017-09-29 14:50:40,878 -- BPR fold [12] iter 81: loss = 1166.0631, delta_loss = -24.48592, learn_rate = 3.3931162E-8
[DEBUG] 2017-09-29 14:50:40,885 -- BPR fold [12] iter 82: loss = 1074.0104, delta_loss = 92.0527, learn_rate = 1.6965581E-8
[DEBUG] 2017-09-29 14:50:40,894 -- BPR fold [12] iter 83: loss = 1156.6185, delta_loss = -82.608154, learn_rate = 1.781386E-8
[DEBUG] 2017-09-29 14:50:40,908 -- BPR fold [12] iter 84: loss = 1135.182, delta_loss = 21.436611, learn_rate = 8.90693E-9
[DEBUG] 2017-09-29 14:50:40,914 -- BPR fold [12] iter 85: loss = 1119.4797, delta_loss = 15.702171, learn_rate = 9.352277E-9
[DEBUG] 2017-09-29 14:50:40,928 -- BPR fold [12] iter 86: loss = 1109.4264, delta_loss = 10.05342, learn_rate = 9.819891E-9
[DEBUG] 2017-09-29 14:50:40,939 -- BPR fold [12] iter 87: loss = 1150.3003, delta_loss = -40.8739, learn_rate = 1.03108855E-8
[DEBUG] 2017-09-29 14:50:40,947 -- BPR fold [12] iter 88: loss = 1116.8666, delta_loss = 33.43367, learn_rate = 5.1554427E-9
[DEBUG] 2017-09-29 14:50:40,959 -- BPR fold [12] iter 89: loss = 1116.3217, delta_loss = 0.54490817, learn_rate = 5.4132148E-9
[DEBUG] 2017-09-29 14:50:40,964 -- BPR fold [12] iter 90: loss = 1146.9572, delta_loss = -30.63544, learn_rate = 5.6838756E-9
[DEBUG] 2017-09-29 14:50:40,971 -- BPR fold [12] iter 91: loss = 1122.3201, delta_loss = 24.637087, learn_rate = 2.8419378E-9
[DEBUG] 2017-09-29 14:50:40,978 -- BPR fold [12] iter 92: loss = 1138.0178, delta_loss = -15.697766, learn_rate = 2.9840346E-9
[DEBUG] 2017-09-29 14:50:40,988 -- BPR fold [12] iter 93: loss = 1145.9202, delta_loss = -7.9023676, learn_rate = 1.4920173E-9
[DEBUG] 2017-09-29 14:50:40,994 -- BPR fold [12] iter 94: loss = 1132.6538, delta_loss = 13.266403, learn_rate = 7.4600864E-10
[DEBUG] 2017-09-29 14:50:41,002 -- BPR fold [12] iter 95: loss = 1162.8936, delta_loss = -30.23979, learn_rate = 7.833091E-10
[DEBUG] 2017-09-29 14:50:41,010 -- BPR fold [12] iter 96: loss = 1118.0287, delta_loss = 44.86495, learn_rate = 3.9165454E-10
[DEBUG] 2017-09-29 14:50:41,037 -- BPR fold [12] iter 97: loss = 1161.6292, delta_loss = -43.600544, learn_rate = 4.1123727E-10
[DEBUG] 2017-09-29 14:50:41,043 -- BPR fold [12] iter 98: loss = 1116.3547, delta_loss = 45.274483, learn_rate = 2.0561863E-10
[DEBUG] 2017-09-29 14:50:41,060 -- BPR fold [12] iter 99: loss = 1128.2125, delta_loss = -11.857869, learn_rate = 2.1589956E-10
[DEBUG] 2017-09-29 14:50:41,069 -- BPR fold [12] iter 100: loss = 1141.2279, delta_loss = -13.015301, learn_rate = 1.0794978E-10
[DEBUG] 2017-09-29 14:50:41,076 -- BPR fold [12] iter 101: loss = 1172.5201, delta_loss = -31.2923, learn_rate = 5.397489E-11
[DEBUG] 2017-09-29 14:50:41,092 -- BPR fold [12] iter 102: loss = 1164.7794, delta_loss = 7.740711, learn_rate = 2.6987445E-11
[DEBUG] 2017-09-29 14:50:41,102 -- BPR fold [12] iter 103: loss = 1156.0897, delta_loss = 8.68967, learn_rate = 2.8336819E-11
[DEBUG] 2017-09-29 14:50:41,109 -- BPR fold [12] iter 104: loss = 1125.757, delta_loss = 30.332758, learn_rate = 2.9753658E-11
[DEBUG] 2017-09-29 14:50:41,115 -- BPR fold [12] iter 105: loss = 1088.7174, delta_loss = 37.039547, learn_rate = 3.1241343E-11
[DEBUG] 2017-09-29 14:50:41,128 -- BPR fold [12] iter 106: loss = 1160.5531, delta_loss = -71.83564, learn_rate = 3.280341E-11
[DEBUG] 2017-09-29 14:50:41,135 -- BPR fold [12] iter 107: loss = 1100.6974, delta_loss = 59.855743, learn_rate = 1.6401705E-11
[DEBUG] 2017-09-29 14:50:41,140 -- BPR fold [12] iter 108: loss = 1181.4335, delta_loss = -80.73606, learn_rate = 1.722179E-11
[DEBUG] 2017-09-29 14:50:41,146 -- BPR fold [12] iter 109: loss = 1088.2507, delta_loss = 93.18275, learn_rate = 8.610895E-12
[DEBUG] 2017-09-29 14:50:41,155 -- BPR fold [12] iter 110: loss = 1192.5972, delta_loss = -104.346436, learn_rate = 9.0414395E-12
[DEBUG] 2017-09-29 14:50:41,161 -- BPR fold [12] iter 111: loss = 1148.2415, delta_loss = 44.35568, learn_rate = 4.5207197E-12
[DEBUG] 2017-09-29 14:50:41,169 -- BPR fold [12] iter 112: loss = 1120.4529, delta_loss = 27.788597, learn_rate = 4.746756E-12
[DEBUG] 2017-09-29 14:50:41,174 -- BPR fold [12] iter 113: loss = 1096.0376, delta_loss = 24.415228, learn_rate = 4.9840934E-12
[DEBUG] 2017-09-29 14:50:41,180 -- BPR fold [12] iter 114: loss = 1149.7878, delta_loss = -53.750233, learn_rate = 5.233298E-12
[DEBUG] 2017-09-29 14:50:41,190 -- BPR fold [12] iter 115: loss = 1078.7494, delta_loss = 71.0384, learn_rate = 2.616649E-12
[DEBUG] 2017-09-29 14:50:41,197 -- BPR fold [12] iter 116: loss = 1129.2345, delta_loss = -50.485096, learn_rate = 2.7474817E-12
[DEBUG] 2017-09-29 14:50:41,203 -- BPR fold [12] iter 117: loss = 1099.5498, delta_loss = 29.684744, learn_rate = 1.3737409E-12
[DEBUG] 2017-09-29 14:50:41,208 -- BPR fold [12] iter 118: loss = 1127.0524, delta_loss = -27.502563, learn_rate = 1.4424279E-12
[DEBUG] 2017-09-29 14:50:41,214 -- BPR fold [12] iter 119: loss = 1116.2833, delta_loss = 10.769074, learn_rate = 7.2121394E-13
[DEBUG] 2017-09-29 14:50:41,225 -- BPR fold [12] iter 120: loss = 1120.1208, delta_loss = -3.8375351, learn_rate = 7.572746E-13
[DEBUG] 2017-09-29 14:50:41,238 -- BPR fold [12] iter 121: loss = 1113.8634, delta_loss = 6.257415, learn_rate = 3.786373E-13
[DEBUG] 2017-09-29 14:50:41,246 -- BPR fold [12] iter 122: loss = 1111.8899, delta_loss = 1.9735483, learn_rate = 3.9756918E-13
[DEBUG] 2017-09-29 14:50:41,259 -- BPR fold [12] iter 123: loss = 1176.8562, delta_loss = -64.966354, learn_rate = 4.1744762E-13
[DEBUG] 2017-09-29 14:50:41,273 -- BPR fold [12] iter 124: loss = 1120.8754, delta_loss = 55.98079, learn_rate = 2.0872381E-13
[DEBUG] 2017-09-29 14:50:41,281 -- BPR fold [12] iter 125: loss = 1118.4366, delta_loss = 2.438759, learn_rate = 2.1916E-13
[DEBUG] 2017-09-29 14:50:41,293 -- BPR fold [12] iter 126: loss = 1139.0339, delta_loss = -20.597303, learn_rate = 2.30118E-13
[DEBUG] 2017-09-29 14:50:41,303 -- BPR fold [12] iter 127: loss = 1099.4015, delta_loss = 39.632465, learn_rate = 1.15059E-13
[DEBUG] 2017-09-29 14:50:41,310 -- BPR fold [12] iter 128: loss = 1136.6759, delta_loss = -37.27437, learn_rate = 1.2081196E-13
[DEBUG] 2017-09-29 14:50:41,319 -- BPR fold [12] iter 129: loss = 1126.4747, delta_loss = 10.201092, learn_rate = 6.040598E-14
[DEBUG] 2017-09-29 14:50:41,324 -- BPR fold [12] iter 130: loss = 1105.6346, delta_loss = 20.840141, learn_rate = 6.3426274E-14
[DEBUG] 2017-09-29 14:50:41,329 -- BPR fold [12] iter 131: loss = 1131.6196, delta_loss = -25.985022, learn_rate = 6.659759E-14
[DEBUG] 2017-09-29 14:50:41,336 -- BPR fold [12] iter 132: loss = 1145.8884, delta_loss = -14.268753, learn_rate = 3.3298796E-14
[DEBUG] 2017-09-29 14:50:41,342 -- BPR fold [12] iter 133: loss = 1170.137, delta_loss = -24.248587, learn_rate = 1.6649398E-14
[DEBUG] 2017-09-29 14:50:41,346 -- BPR fold [12] iter 134: loss = 1174.0538, delta_loss = -3.9168043, learn_rate = 8.324699E-15
[DEBUG] 2017-09-29 14:50:41,354 -- BPR fold [12] iter 135: loss = 1143.5743, delta_loss = 30.479458, learn_rate = 4.1623495E-15
[DEBUG] 2017-09-29 14:50:41,359 -- BPR fold [12] iter 136: loss = 1119.3397, delta_loss = 24.234615, learn_rate = 4.370467E-15
[DEBUG] 2017-09-29 14:50:41,364 -- BPR fold [12] iter 137: loss = 1143.1597, delta_loss = -23.81997, learn_rate = 4.5889903E-15
[DEBUG] 2017-09-29 14:50:41,369 -- BPR fold [12] iter 138: loss = 1158.5997, delta_loss = -15.440041, learn_rate = 2.2944952E-15
[DEBUG] 2017-09-29 14:50:41,374 -- BPR fold [12] iter 139: loss = 1069.228, delta_loss = 89.371666, learn_rate = 1.1472476E-15
[DEBUG] 2017-09-29 14:50:41,379 -- BPR fold [12] iter 140: loss = 1148.9669, delta_loss = -79.73881, learn_rate = 1.2046099E-15
[DEBUG] 2017-09-29 14:50:41,390 -- BPR fold [12] iter 141: loss = 1126.049, delta_loss = 22.917955, learn_rate = 6.0230496E-16
[DEBUG] 2017-09-29 14:50:41,401 -- BPR fold [12] iter 142: loss = 1117.3595, delta_loss = 8.689448, learn_rate = 6.324202E-16
[DEBUG] 2017-09-29 14:50:41,408 -- BPR fold [12] iter 143: loss = 1151.3734, delta_loss = -34.013924, learn_rate = 6.640412E-16
[DEBUG] 2017-09-29 14:50:41,413 -- BPR fold [12] iter 144: loss = 1054.286, delta_loss = 97.08735, learn_rate = 3.320206E-16
[DEBUG] 2017-09-29 14:50:41,423 -- BPR fold [12] iter 145: loss = 1103.7557, delta_loss = -49.469666, learn_rate = 3.4862164E-16
[DEBUG] 2017-09-29 14:50:41,428 -- BPR fold [12] iter 146: loss = 1161.6389, delta_loss = -57.88323, learn_rate = 1.7431082E-16
[DEBUG] 2017-09-29 14:50:41,434 -- BPR fold [12] iter 147: loss = 1160.6735, delta_loss = 0.9654455, learn_rate = 8.715541E-17
[DEBUG] 2017-09-29 14:50:41,440 -- BPR fold [12] iter 148: loss = 1120.3878, delta_loss = 40.285614, learn_rate = 9.151318E-17
[DEBUG] 2017-09-29 14:50:41,445 -- BPR fold [12] iter 149: loss = 1132.6478, delta_loss = -12.259998, learn_rate = 9.608884E-17
[DEBUG] 2017-09-29 14:50:41,451 -- BPR fold [12] iter 150: loss = 1142.4397, delta_loss = -9.791833, learn_rate = 4.804442E-17
[DEBUG] 2017-09-29 14:50:41,456 -- BPR fold [12] iter 151: loss = 1124.7369, delta_loss = 17.70282, learn_rate = 2.402221E-17
[DEBUG] 2017-09-29 14:50:41,460 -- BPR fold [12] iter 152: loss = 1120.2761, delta_loss = 4.4607067, learn_rate = 2.5223321E-17
[DEBUG] 2017-09-29 14:50:41,465 -- BPR fold [12] iter 153: loss = 1124.1931, delta_loss = -3.9169943, learn_rate = 2.6484487E-17
[DEBUG] 2017-09-29 14:50:41,471 -- BPR fold [12] iter 154: loss = 1092.8069, delta_loss = 31.38634, learn_rate = 1.32422434E-17
[DEBUG] 2017-09-29 14:50:41,477 -- BPR fold [12] iter 155: loss = 1161.6592, delta_loss = -68.85232, learn_rate = 1.3904355E-17
[DEBUG] 2017-09-29 14:50:41,494 -- BPR fold [12] iter 156: loss = 1124.7758, delta_loss = 36.88343, learn_rate = 6.952178E-18
[DEBUG] 2017-09-29 14:50:41,505 -- BPR fold [12] iter 157: loss = 1119.7584, delta_loss = 5.0172586, learn_rate = 7.299786E-18
[DEBUG] 2017-09-29 14:50:41,512 -- BPR fold [12] iter 158: loss = 1127.4138, delta_loss = -7.6553454, learn_rate = 7.6647755E-18
[DEBUG] 2017-09-29 14:50:41,521 -- BPR fold [12] iter 159: loss = 1126.5349, delta_loss = 0.8789024, learn_rate = 3.8323877E-18
