SESSIONID USERID REQUESTDATE REQUESTEDURL band_id music_genre instrumental
2140 2140 20:24:20 h:russo_ft_mc_f_amor_eterno d:42241 d:r_b d:1
2140 2140 17:16:41 h:sexy_girl d:41682 d:r_b d:0
2140 2140 19:50:46 h:nao_deixo_de_pensar_mk d:37618 d:outro d:1
2140 2140 10:27:20 h:txenk_ft_bonus_quero_te_sentir_ft_urban_klever d:41352 d:rap_hip_hop d:1
2140 2140 19:39:39 h:dj_fm_electronic_sound d:42618 d:electronica_dance d:1
2140 2140 20:36:53 h:uma_alma_triste d:40418 d:outro d:0
2140 2140 09:21:07 h:punch_lineee_xoye_txara_feat_jo_yo_e_rb d:7106 d:null d:1
2140 2140 19:39:39 h:fds_a_tua_partida d:42651 d:rap_hip_hop d:1
2140 2140 20:04:06 h:dj_shark_rock_ya_body_reggaeton_mix d:39426 d:electronica_dance d:1
2140 2140 19:39:24 h:tudo_vale_a_pena_prod_likido_scratch_dj_logic_bebuxo_feat_agii d:42557 d:rap_hip_hop d:1
2140 2140 15:17:13 h:bonus_ft_txenk_sufrimento_do_mundo_2a_v d:41066 d:rap_hip_hop d:1
2140 2140 20:11:17 h:dj_hf_zig_zag_remix d:39777 d:electronica_dance d:1
2140 2140 19:44:10 h:13_igual_a_ti_ft_maxidance d:39298 d:r_b d:0
2140 2140 20:24:06 h:hm_vsilva_ja_nao_aguento_acabou d:37890 d:rap_hip_hop d:0
2140 2140 16:19:34 h:eterna_saudade d:35839 d:rap_hip_hop d:0
2140 2140 19:41:39 h:quero_te d:42116 d:rap_hip_hop d:1
2140 2140 19:59:09 h:dj_shark_msn_vs_lagrimas_na_cara_kizomba_mix_ft_danito d:39426 d:electronica_dance d:1
2140 2140 19:41:39 h:baby_dont_cry d:41678 d:rap_hip_hop d:1
2140 2140 19:39:39 h:fds_skhuba_ao_escrever_dei_t_um_abraa_o d:42651 d:rap_hip_hop d:1
2140 2140 20:28:35 h:puta_da_ragga d:36974 d:rap_hip_hop d:1
2140 2140 20:36:53 h:para_quem_na_o_nos_conhece d:40418 d:outro d:0
2140 2140 19:41:39 h:inato_ft_infiltrado_dia_a_dia d:42116 d:rap_hip_hop d:1
2140 2140 19:41:39 h:um_amor_perdido d:39639 d:rap_hip_hop d:0
2140 2140 19:41:39 h:inato_ft_infiltrado_fofa d:42116 d:rap_hip_hop d:1
2140 2140 19:41:39 h:tu_a_s_a_minha_mulher d:39639 d:rap_hip_hop d:0
2140 2140 20:53:38 h:na_o_chores_por_mim_chora_por_na_s d:42241 d:r_b d:0
2407 2407 18:58:29 h:hm_sentimento_em_sila_ncio_ft_major d:37890 d:rap_hip_hop d:0
2407 2407 14:38:16 h:ft_dj_hellboy_tuning_its_not_a_crime_part_ii d:35411 d:electronica_dance d:1
2407 2407 18:45:22 h:nao_pode_ser_o_fim d:40250 d:rap_hip_hop d:0
2407 2407 11:56:43 h:digo_adeus d:41678 d:rap_hip_hop d:1
2407 2407 18:58:12 h:fuck_off_katchorras_canuca_ft_isek d:37063 d:rap_hip_hop d:1
2407 2407 16:55:47 h:sente_agora d:36974 d:rap_hip_hop d:1
2407 2407 18:58:29 h:so_sexy_babylon_mix d:39105 d:electronica_dance d:1
2407 2407 18:58:29 h:but_please_change_s_mas_por_favor_muda d:38161 d:pop d:1
2407 2407 11:27:16 h:dj_lil_thug_nta_amabu_remix_love_2008 d:39460 d:alternativa d:1
2407 2407 16:55:46 h:anda_la_mexe d:41678 d:rap_hip_hop d:1
2407 2407 13:03:36 h:lil_thug_sound_production d:39460 d:alternativa d:1
2407 2407 16:03:59 h:mc_puto_lacost_e_akele_amor d:39562 d:rap_hip_hop d:1
2407 2407 16:55:46 h:interca_mbio d:36974 d:rap_hip_hop d:1
2407 2407 21:01:13 h:putos_di_cp_1a_produa_a_o d:39970 d:rap_hip_hop d:1
2407 2407 16:55:46 h:trago d:41678 d:rap_hip_hop d:1
2407 2407 16:00:16 h:zig_zag_remix d:35411 d:electronica_dance d:1
2407 2407 18:45:22 h:estigas_pt2 d:40250 d:rap_hip_hop d:0
2407 2407 21:01:13 h:putos_di_cp_nossas_vidas d:39970 d:rap_hip_hop d:1
2407 2407 18:58:12 h:jay_c_vamos_mudar d:41220 d:rap_hip_hop d:1
2407 2407 16:55:46 h:abre_os_olhos_1 d:36974 d:rap_hip_hop d:1
2407 2407 16:00:30 h:cara_podre d:41628 d:rap_hip_hop d:0
2407 2407 18:58:29 h:hm_vale_a_pena_voltar_atras_ft_kute_gash d:37890 d:rap_hip_hop d:0
2407 2407 18:58:29 h:mc_pedro_feat_puto_gomes_o_nosso_dia d:38567 d:rap_hip_hop d:1
2407 2407 18:58:12 h:mc_ms_ft_mc_cassy_nunca_te_esquecerei d:42217 d:rap_hip_hop d:0
2407 2407 16:55:46 h:beautiful_lind_a d:41678 d:rap_hip_hop d:1
2407 2407 11:01:53 h:hip_hop_tuga_1 d:41678 d:rap_hip_hop d:1
2407 2407 18:58:28 h:mc_babi_ft_laya_tudo_o_que_quero d:33887 d:rap_hip_hop d:0
2407 2407 21:01:13 h:puto_da_street_benfica_derrotado d:39970 d:rap_hip_hop d:1
2407 2407 16:55:46 h:fuck_you d:41678 d:rap_hip_hop d:1
2407 2407 16:40:56 h:ncs_feat_jay_c_reflexao_mensagem d:41220 d:rap_hip_hop d:1
2407 2407 16:55:46 h:deixas_me_louco_1 d:41678 d:rap_hip_hop d:1
2407 2407 16:55:46 h:queremos_paz_1 d:41678 d:rap_hip_hop d:1
2407 2407 16:02:48 h:dyggas_broadg_ele_anda_por_ai_2008 d:41712 d:rap_hip_hop d:1
2407 2407 16:55:46 h:realidade d:36974 d:rap_hip_hop d:1
2407 2407 21:01:13 h:putos_di_cp_rimas_inventadas d:39970 d:rap_hip_hop d:1
2407 2407 18:58:12 h:punch_lineee_xoye_txara_feat_jo_yo_e_rb d:7106 d:null d:1
2407 2407 16:55:46 h:choro_por_ti d:41678 d:rap_hip_hop d:1
2407 2407 18:45:22 h:sou_eu_1 d:40250 d:rap_hip_hop d:0
2407 2407 18:58:29 h:puto_pedro_intro_falsos_mcs d:38567 d:rap_hip_hop d:0
2407 2407 16:55:46 h:introspectiva_pt1 d:36974 d:rap_hip_hop d:1
2407 2407 16:55:46 h:da_me_a_tua_ma_o d:41678 d:rap_hip_hop d:1
2407 2407 11:01:53 h:problemas_mc_fly_feat_g_dark_tsunamy d:41678 d:rap_hip_hop d:1
2407 2407 21:01:13 h:puto_da_street_amo_te d:39970 d:rap_hip_hop d:1
2407 2407 17:31:31 h:dyggas_broadg_a_homenagem d:41712 d:rap_hip_hop d:1
2407 2407 11:28:33 h:aguenta_o_meu_peso_prod_xoye d:41678 d:rap_hip_hop d:1
2407 2407 16:40:56 h:djay_c_remixstacion_2_parte_1 d:41220 d:rap_hip_hop d:1
2407 2407 09:16:33 h:so_te_digo_a_uma_coisa_beef d:36872 d:rap_hip_hop d:1
2407 2407 16:55:46 h:baby_dont_cry d:41678 d:rap_hip_hop d:1
2407 2407 18:58:28 h:mc_babi_tudo_o_que_quero_versa_o_2oo8 d:33887 d:rap_hip_hop d:0
2407 2407 08:18:31 h:fim_na_dor d:41678 d:rap_hip_hop d:1
2407 2407 16:55:46 h:hoje_em_dia d:41678 d:rap_hip_hop d:1
2407 2407 16:55:46 h:puta_da_ragga d:36974 d:rap_hip_hop d:1
2407 2407 18:58:29 h:isidora_ft_joh_nny_c_african_vibes_record_because_of_you_2006 d:37219 d:electronica_dance d:1
2407 2407 14:58:30 h:digaz_feat_jo_yo_a_grande_bassaria d:36985 d:rap_hip_hop d:0
2407 2407 18:58:29 h:hm_sente_meu_ataque d:37890 d:rap_hip_hop d:0
2407 2407 16:00:16 h:uaaah_kuduro_mix d:35411 d:electronica_dance d:1
2407 2407 16:40:56 h:dyggas_bandidagem_classico_de_2006 d:41712 d:rap_hip_hop d:1
2407 2407 21:01:13 h:putos_di_cp_vida_di_bairro d:39970 d:rap_hip_hop d:1
2700 2700 13:45:13 h:hm_sentimento_em_sila_ncio_ft_major d:37890 d:rap_hip_hop d:0
2700 2700 15:55:12 h:o_teu_olhar d:36992 d:rap_hip_hop d:1
2700 2700 14:41:06 h:noite_remix_fe_at_mauro_s d:39254 d:outro d:0
2700 2700 13:03:56 h:ja_me_fartei_rita_lopez d:37165 d:outro d:0
2700 2700 14:41:06 h:hga_es_akela d:38987 d:rap_hip_hop d:0
2700 2700 08:50:59 h:quero_te_sentir d:35681 d:outro d:0
2700 2700 13:47:32 h:tu_a_s_aquela d:40408 d:rap_hip_hop d:1
2700 2700 10:09:09 h:nao_esquecerei_adeus_billy d:38146 d:rap_hip_hop d:0
2700 2700 13:47:32 h:hm_sente_meu_ataque d:37890 d:rap_hip_hop d:0
2700 2700 13:47:32 h:a_arte_mais_bela d:40408 d:rap_hip_hop d:1
3011 3011 21:01:14 h:hm_sentimento_em_sila_ncio_ft_major d:37890 d:rap_hip_hop d:0
3011 3011 09:26:57 h:mika_relax_efects_remix d:39119 d:electronica_dance d:1
3011 3011 09:53:26 h:snipers d:37839 d:rap_hip_hop d:1
3011 3011 21:01:14 h:hm_vale_a_pena_voltar_atras_ft_kute_gash d:37890 d:rap_hip_hop d:0
3011 3011 21:01:14 h:hm_vsilva_ja_nao_aguento_acabou d:37890 d:rap_hip_hop d:0
3054 3054 19:20:37 h:hm_sentimento_em_sila_ncio_ft_major d:37890 d:rap_hip_hop d:0
3054 3054 19:20:38 h:lcpi_mc_anjo_da_guarda d:38807 d:rap_hip_hop d:0
3054 3054 19:19:57 h:mafia_crew_nao_se_passa_nada_mp3 d:38041 d:rap_hip_hop d:1
3054 3054 18:56:18 h:danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o d:35708 d:rap_hip_hop d:0
3054 3054 19:21:10 h:revoltado_eu_faa_o_hiphop_mixtape_poet d:33754 d:rap_hip_hop d:1
3054 3054 19:19:57 h:jay_c_a_estigar_scrool_free_gravado_por_telemovel_ma_qualidade d:41220 d:rap_hip_hop d:1
3054 3054 19:21:09 h:infiltrado_ft_inato_onde_anda_a_policia_1 d:41685 d:rap_hip_hop d:1
3054 3054 19:20:37 h:o_amor_a_raro d:40811 d:rap_hip_hop d:0
3054 3054 19:20:37 h:foi_assim_1 d:40811 d:rap_hip_hop d:0
3054 3054 19:21:09 h:poettas_do_guetto_feat_va_nessa d:39543 d:rap_hip_hop d:0
3054 3054 19:19:57 h:coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia d:37223 d:rap_hip_hop d:0
3054 3054 19:21:10 h:04_o_que_sinto d:40775 d:rap_hip_hop d:0
3054 3054 19:18:59 h:digo_adeus d:41678 d:rap_hip_hop d:1
3054 3054 19:20:37 h:audia_ao_singular_2008 d:40143 d:rap_hip_hop d:1
3054 3054 19:21:10 h:11_improviso_je_ne_sais_pa d:40775 d:rap_hip_hop d:0
3054 3054 19:20:37 h:welcome_ls d:40811 d:rap_hip_hop d:0
3054 3054 19:20:37 h:fuck_off_katchorras_canuca_ft_isek d:37063 d:rap_hip_hop d:1
3054 3054 19:20:37 h:g_foxx_groupies_2007 d:40143 d:rap_hip_hop d:1
3054 3054 19:20:38 h:sente_agora d:36974 d:rap_hip_hop d:1
3054 3054 19:20:37 h:o_meu_destino_2008 d:40811 d:rap_hip_hop d:0
3054 3054 19:21:09 h:vida_de_guetto d:39543 d:rap_hip_hop d:0
3054 3054 19:20:38 h:o_meu_lado_negro_mortex_2006_old_school_street_rimes d:37729 d:rap_hip_hop d:0
3054 3054 19:21:10 h:morgadex_friko_sirkill_dimen_new_infiltrado_puro_ataque_verbal_1 d:41685 d:rap_hip_hop d:1
3054 3054 19:20:37 h:kenny_g_ft_cyntiiah_g_sera_2008 d:40143 d:rap_hip_hop d:1
3054 3054 19:21:09 h:musica_minha_muza_canalha_27_ft_poettas_do_guetto d:39543 d:rap_hip_hop d:0
3054 3054 19:19:23 h:anda_la_mexe d:41678 d:rap_hip_hop d:1
3054 3054 19:20:37 h:hey_girl_ft_ntk d:40811 d:rap_hip_hop d:0
3054 3054 19:18:02 h:danito_ft_myth_jp_lagrimas_na_cara d:35708 d:rap_hip_hop d:0
3054 3054 19:19:57 h:a_para_ti d:38041 d:rap_hip_hop d:0
3054 3054 19:18:02 h:harry_potter d:40408 d:rap_hip_hop d:1
3054 3054 19:20:38 h:interca_mbio d:36974 d:rap_hip_hop d:1
3054 3054 19:21:09 h:infiltrado_ft_inato_na_o_te_quero_perder d:41685 d:rap_hip_hop d:1
3054 3054 19:21:10 h:ha_mulheres_e_bitchies d:37839 d:rap_hip_hop d:1
3054 3054 19:20:38 h:lcpi_mc_os_enganos d:38807 d:rap_hip_hop d:0
3054 3054 19:19:23 h:trago d:41678 d:rap_hip_hop d:1
3054 3054 19:18:02 h:i_miss_u_so_much d:40408 d:rap_hip_hop d:1
3054 3054 09:32:35 h:tu_a_s_ta_o_linda d:40408 d:rap_hip_hop d:1
3054 3054 19:20:38 h:puto_ko_tchora_ghetto_shadows_mortex_com_b_shadd d:37729 d:rap_hip_hop d:0
3054 3054 19:21:10 h:snipers d:37839 d:rap_hip_hop d:1
3054 3054 19:18:02 h:nova_geraa_a_o d:40408 d:rap_hip_hop d:0
3054 3054 19:19:57 h:beleza_artificial_com_ba_nus_sam_the_kid d:39984 d:rap_hip_hop d:0
3054 3054 19:21:10 h:racionalizaa_a_o d:40775 d:rap_hip_hop d:0
3054 3054 19:19:57 h:pseudo_mcs_ft_bonus d:39984 d:rap_hip_hop d:0
3054 3054 19:21:10 h:qero_te_assim_te d:40775 d:rap_hip_hop d:0
3054 3054 19:19:57 h:mafia_crew_kat_m_1 d:38041 d:rap_hip_hop d:0
3054 3054 19:20:37 h:kenny_g_ft_g_foxx_uma_prenda_de_natal_para_o_manucho_2007 d:40143 d:rap_hip_hop d:1
3054 3054 19:20:37 h:kenny_g_minha_princesa_enova_a_ao2007 d:40143 d:rap_hip_hop d:1
3054 3054 19:20:37 h:cyntiiah_g_ft_g_foxx_ft_ntk_farta_de_ti_2008 d:40143 d:rap_hip_hop d:1
3054 3054 19:20:37 h:vem_pa_pa_de_mim d:40811 d:rap_hip_hop d:1
3054 3054 19:19:57 h:jay_c_vamos_mudar d:41220 d:rap_hip_hop d:1
3054 3054 19:20:38 h:abre_os_olhos_1 d:36974 d:rap_hip_hop d:1
3054 3054 19:21:10 h:parabens_toppo_gigio_pela_tua_desgraa_a d:41685 d:rap_hip_hop d:1
3054 3054 19:20:38 h:passado_vs_presente_irina_vs_susana d:38807 d:rap_hip_hop d:0
3054 3054 19:20:38 h:falsos d:36872 d:rap_hip_hop d:1
3054 3054 19:20:54 h:tu_sabes_1 d:39976 d:rap_hip_hop d:1
3054 3054 19:20:37 h:kenny_g_a_minha_desillusao_2007 d:40143 d:rap_hip_hop d:1
3054 3054 19:19:57 h:mafia_crew_intervencao d:38041 d:rap_hip_hop d:0
3054 3054 19:19:57 h:nocturno_jay_c_shadow_fim_da_linha_coneca_ao d:41220 d:rap_hip_hop d:1
3054 3054 19:21:09 h:sinceramente_diss_toppo d:41685 d:rap_hip_hop d:1
3054 3054 19:21:10 h:01_in_love d:40775 d:rap_hip_hop d:0
3054 3054 19:18:02 h:a_vida_a_bela d:40408 d:rap_hip_hop d:1
3054 3054 19:19:57 h:a_o_movimento_mixtape_discurso_directo_tropas_isek_c_heetif d:37223 d:rap_hip_hop d:1
3054 3054 19:20:37 h:hm_vale_a_pena_voltar_atras_ft_kute_gash d:37890 d:rap_hip_hop d:0
3054 3054 19:21:09 h:vida_unica_thug d:39543 d:rap_hip_hop d:1
3054 3054 19:20:37 h:kenny_g_ft_g_foxx_as_nossas_anikilaa_oes_2_008 d:40143 d:rap_hip_hop d:1
3054 3054 19:21:10 h:sao_7_dias d:37760 d:rap_hip_hop d:0
3054 3054 19:19:23 h:mrk_ft_hm_tens_o_dom_2008 d:41145 d:outro d:1
3054 3054 19:19:23 h:beautiful_lind_a d:41678 d:rap_hip_hop d:1
3054 3054 19:19:23 h:mrk_ft_rds5_skill_foste_uma_lia_a_o d:41145 d:outro d:1
3054 3054 19:18:59 h:hip_hop_tuga_1 d:41678 d:rap_hip_hop d:1
3054 3054 19:20:39 h:shakal_a_na_descontra d:37836 d:rap_hip_hop d:0
3054 3054 19:20:39 h:shakal_revolta d:37836 d:rap_hip_hop d:0
3054 3054 19:20:38 h:ta_o_perto_mas_ta_o_longe d:38807 d:rap_hip_hop d:0
3054 3054 19:20:37 h:g_foxx_facada_nas_costas_a_mim_na_o_2008 d:40143 d:rap_hip_hop d:1
3054 3054 19:19:57 h:11_mulher_que_deus_amou d:39984 d:rap_hip_hop d:0
3054 3054 19:21:10 h:revoltado_ft_passivo_esquece d:33754 d:rap_hip_hop d:1
3054 3054 19:19:23 h:fuck_you d:41678 d:rap_hip_hop d:1
3054 3054 19:19:57 h:ncs_feat_jay_c_reflexao_mensagem d:41220 d:rap_hip_hop d:1
3054 3054 19:20:37 h:desiludido_nu_amor_myslo_ft_canuca d:37063 d:rap_hip_hop d:1
3054 3054 19:19:23 h:deixas_me_louco_1 d:41678 d:rap_hip_hop d:1
3054 3054 19:21:10 h:morgadex_ft_infiltrado_amor_volta_para_mim_1 d:41685 d:rap_hip_hop d:1
3054 3054 19:19:23 h:queremos_paz_1 d:41678 d:rap_hip_hop d:1
3054 3054 15:14:02 h:tu_a_s_aquela d:40408 d:rap_hip_hop d:1
3054 3054 19:19:57 h:mafia_crew_putas_droga_vinho_1 d:38041 d:rap_hip_hop d:0
3054 3054 19:20:38 h:beco_sem_saa_da_mortex_2005 d:37729 d:rap_hip_hop d:0
3054 3054 19:18:02 h:k_ppa_kid_ft_dra_kula_profundezas_obscuras d:40408 d:rap_hip_hop d:1
3054 3054 19:20:38 h:realidade d:36974 d:rap_hip_hop d:1
3054 3054 19:18:02 h:jp_ft_danito_nada_vai_ser_igual d:35708 d:rap_hip_hop d:1
3054 3054 19:19:57 h:mas_a_culpa_na_o_foi_tua d:38041 d:rap_hip_hop d:0
3054 3054 19:21:10 h:12_ja_ca_estamos_outra_vez d:40775 d:rap_hip_hop d:0
3054 3054 19:20:38 h:don_hortega_mortex_dominus_improvisso_mortega_freestyle d:37729 d:rap_hip_hop d:0
3054 3054 19:19:23 h:choro_por_ti d:41678 d:rap_hip_hop d:1
3054 3054 19:20:37 h:kenny_g_ft_g_foxx_para_as_noxas_damas_2007 d:40143 d:rap_hip_hop d:1
3054 3054 19:21:09 h:apresentaa_a_o_formal d:41685 d:rap_hip_hop d:1
3054 3054 19:20:38 h:bishop_don_hortega_mortex_b_gy_rap_freestyle_beatbox d:37729 d:rap_hip_hop d:0
3054 3054 19:20:37 h:kenny_g_ft_cyntiiah_g_ft_g_foxx_realidade_2008 d:40143 d:rap_hip_hop d:1
3054 3054 19:20:37 h:kenny_g_ft_g_foxx_para_um_grupo_de_wackas_nu_palco_2007 d:40143 d:rap_hip_hop d:1
3054 3054 19:21:10 h:movimento_perfeito_ft_gangsquad_conseguimos d:33754 d:rap_hip_hop d:1
3054 3054 19:20:37 h:resposta_ao_kamel_estiga d:37063 d:rap_hip_hop d:1
3054 3054 19:21:10 h:inato_ft_infiltrado_amor_sofrimento d:41685 d:rap_hip_hop d:1
3054 3054 19:20:38 h:shakal_sai_droga d:37836 d:rap_hip_hop d:0
3054 3054 19:20:38 h:lcpi_mc_ft_rds_5_sera_destino d:38807 d:rap_hip_hop d:0
3054 3054 19:21:10 h:inato_ft_infiltrado_be_be_beef_era_o_que_que_que_queriam_diss_toppo d:41685 d:rap_hip_hop d:1
3054 3054 19:21:10 h:13_s_a_c_city_no_improviso d:40775 d:rap_hip_hop d:0
3054 3054 19:20:38 h:para_todas_as_ma_es_mortex_shadd d:37729 d:rap_hip_hop d:0
3054 3054 19:20:37 h:destino_traa_ado_canuca d:37063 d:rap_hip_hop d:1
3054 3054 19:21:10 h:ft_sky_a_maior_das_estrelas d:37760 d:rap_hip_hop d:0
3054 3054 19:19:57 h:tropa_jp_kombate d:38041 d:rap_hip_hop d:0
3054 3054 19:19:57 h:as_portas_do_inferno d:38041 d:rap_hip_hop d:1
3054 3054 19:19:57 h:mctropas_o_peso_da_culpa_r_i_p_filha d:37223 d:rap_hip_hop d:0
3054 3054 19:20:38 h:a_simples_mortex_amostra_do_album_b_c_r_prod_patron_a_versa_o_incompleta_a d:37729 d:rap_hip_hop d:0
3054 3054 19:20:38 h:nao_quero_perder_te_amor_feat_dysonn d:36872 d:rap_hip_hop d:1
3054 3054 19:21:10 h:09_agora_sente_sa d:40775 d:rap_hip_hop d:0
3054 3054 19:19:57 h:feat_chullage d:39984 d:rap_hip_hop d:0
3054 3054 19:20:38 h:lcpi_mc_abrindo_as_portas_que_ha_em_na_s d:38807 d:rap_hip_hop d:0
3054 3054 19:20:39 h:shakal_eu_gosto_de_ti_matxu d:37836 d:rap_hip_hop d:0
3054 3054 19:20:38 h:introspectiva_pt1 d:36974 d:rap_hip_hop d:1
3054 3054 19:20:38 h:mortex_pensei_nisto_street_mix_tape_antecipaa_a_o d:37729 d:rap_hip_hop d:1
3054 3054 19:21:10 h:na_o_posso_ficar_calado d:33754 d:rap_hip_hop d:1
3054 3054 19:18:02 h:mental_mente d:40408 d:rap_hip_hop d:1
3054 3054 19:19:23 h:da_me_a_tua_ma_o d:41678 d:rap_hip_hop d:1
3054 3054 19:21:09 h:corrupcao_no_mundo_thug d:39543 d:rap_hip_hop d:0
3054 3054 19:19:57 h:turra_fuck_patakeiros_p_n d:38041 d:rap_hip_hop d:1
3054 3054 19:19:57 h:masturbao_mental d:39984 d:rap_hip_hop d:0
3054 3054 19:21:10 h:politica_interesse d:37839 d:rap_hip_hop d:1
3054 3054 19:20:37 h:kenny_g_ft_g_foxx_e_miss_g_a_lua_mp3 d:40143 d:rap_hip_hop d:1
3054 3054 19:20:37 h:g_foxx_ft_kenny_g_amor_esquecido_no_tempo_2008 d:40143 d:rap_hip_hop d:1
3054 3054 19:21:09 h:nao_ha_wack_k_nos_pare d:39543 d:rap_hip_hop d:0
3054 3054 19:21:10 h:07_zaza_pijamas_black d:40775 d:rap_hip_hop d:0
3054 3054 19:18:59 h:problemas_mc_fly_feat_g_dark_tsunamy d:41678 d:rap_hip_hop d:1
3054 3054 19:21:09 h:keres_ser_o_valete d:39543 d:rap_hip_hop d:0
3054 3054 19:19:57 h:mafia_crew_bandidagem_do_park d:38041 d:rap_hip_hop d:0
3054 3054 19:20:54 h:dia_perfeito d:39976 d:rap_hip_hop d:1
3054 3054 19:21:10 h:a_minha_luta d:37760 d:rap_hip_hop d:0
3054 3054 19:18:02 h:jp_ft_danito_ainda_penso_em_ti d:35708 d:rap_hip_hop d:0
3054 3054 19:20:37 h:amizade_na_o_se_vende d:40811 d:rap_hip_hop d:0
3054 3054 19:21:10 h:movimentoperfe_it0_ft_lancelo_t_reflexoes d:33754 d:rap_hip_hop d:1
3054 3054 19:18:59 h:aguenta_o_meu_peso_prod_xoye d:41678 d:rap_hip_hop d:1
3054 3054 19:19:57 h:roleta_russa d:39984 d:rap_hip_hop d:0
3054 3054 19:19:57 h:djay_c_remixstacion_2_parte_1 d:41220 d:rap_hip_hop d:1
3054 3054 19:19:57 h:tropas_ft_thuga_g_partida_injusta_nuqqa_l_4ever d:37223 d:rap_hip_hop d:0
3054 3054 19:20:38 h:so_te_digo_a_uma_coisa_beef d:36872 d:rap_hip_hop d:1
3054 3054 19:19:23 h:baby_dont_cry d:41678 d:rap_hip_hop d:1
3054 3054 19:21:10 h:rookie_ft_infiltrado_hista_ria_da_nossa_paixa_o d:41685 d:rap_hip_hop d:1
3054 3054 19:20:38 h:lcpi_mc_contra_o_tempo d:38807 d:rap_hip_hop d:0
3054 3054 19:19:57 h:mafiacrew_imagina d:38041 d:rap_hip_hop d:1
3054 3054 19:19:57 h:jay_c_patinho_feio_resposta d:41220 d:rap_hip_hop d:1
3054 3054 19:19:57 h:jay_c_amo_te_ines_letra_de_gona_alinho d:41220 d:rap_hip_hop d:1
3054 3054 19:20:37 h:makete d:40143 d:rap_hip_hop d:1
3054 3054 19:19:57 h:drogas d:39984 d:rap_hip_hop d:0
3054 3054 19:18:59 h:fim_na_dor d:41678 d:rap_hip_hop d:1
3054 3054 19:20:39 h:skl_desculpa d:37836 d:rap_hip_hop d:1
3054 3054 19:20:39 h:skl_nao_tens_moral_para_mim d:37836 d:rap_hip_hop d:1
3054 3054 19:18:02 h:danito_ft_jp_rafa_preciso_do_teu_amor d:35708 d:rap_hip_hop d:1
3054 3054 19:20:38 h:mortex_underground_ii_dominus_familia_street_mix_tape_antecipaa_a_o d:37729 d:rap_hip_hop d:1
3054 3054 19:19:57 h:tropas_ft_dany_boy_caminhantes_do_hip_hop d:37223 d:rap_hip_hop d:1
3054 3054 19:20:37 h:amor_ao_hiphop_tuga_2008 d:40143 d:rap_hip_hop d:1
3054 3054 19:20:38 h:feat_dysonn_racismo d:36872 d:rap_hip_hop d:1
3054 3054 19:20:38 h:mortex_de_segunda_a_domingo_street_mix_tape_antecipaa_a_o d:37729 d:rap_hip_hop d:1
3054 3054 19:20:37 h:baby_volta d:40811 d:rap_hip_hop d:0
3054 3054 19:18:02 h:impa_rio_do_amor d:40408 d:rap_hip_hop d:1
3054 3054 19:17:29 h:cenas_banais d:42483 d:rap_hip_hop d:0
3054 3054 19:19:23 h:hoje_em_dia d:41678 d:rap_hip_hop d:1
3054 3054 19:20:38 h:puta_da_ragga d:36974 d:rap_hip_hop d:1
3054 3054 19:20:38 h:diamante_bruto d:38807 d:rap_hip_hop d:0
3054 3054 19:18:02 h:k_ppa_kid_ft_joker_soldados_de_papel d:40408 d:rap_hip_hop d:1
3054 3054 19:21:10 h:ta_pioneiro_ft_ag_ir_som_tuga_par d:33754 d:rap_hip_hop d:1
3054 3054 19:20:38 h:lcpi_mc_fachada_democra_tica d:38807 d:rap_hip_hop d:0
3054 3054 19:20:39 h:shakal_ok_ok_baby_disseste_eu_tambem d:37836 d:rap_hip_hop d:0
3054 3054 19:20:37 h:g_foxx_feat_cynthiah_g_n_te_kru_perder_2007 d:40143 d:rap_hip_hop d:1
3054 3054 19:19:57 h:p_unit_ft_tropas_isek_patakeiros_no_movimento d:37223 d:rap_hip_hop d:0
3054 3054 19:20:37 h:hm_sente_meu_ataque d:37890 d:rap_hip_hop d:0
3054 3054 19:21:10 h:fullstryle d:40775 d:rap_hip_hop d:0
3054 3054 19:20:39 h:shakal_feat_young_cleo_damos d:37836 d:rap_hip_hop d:0
3054 3054 19:18:34 h:danito_tarde_demais d:35708 d:rap_hip_hop d:0
3054 3054 19:21:10 h:sa_para_dizer_nova_versa_o d:37760 d:rap_hip_hop d:0
3054 3054 19:18:02 h:desbafos_momenta_neos d:40408 d:rap_hip_hop d:1
3054 3054 19:20:37 h:g_foxx_tas_a_kurtir_tas_a_sentir_2008 d:40143 d:rap_hip_hop d:1
3054 3054 19:18:02 h:a_arte_mais_bela d:40408 d:rap_hip_hop d:1
3054 3054 19:19:57 h:eu_improviso_ao_vivo d:39984 d:rap_hip_hop d:0
3215 3215 10:08:24 h:hm_sentimento_em_sila_ncio_ft_major d:37890 d:rap_hip_hop d:0
3215 3215 09:54:43 h:hm_sente_meu_ataque d:37890 d:rap_hip_hop d:0
3309 3309 10:08:24 h:hm_sentimento_em_sila_ncio_ft_major d:37890 d:rap_hip_hop d:0
3309 3309 10:08:24 h:hm_sente_meu_ataque d:37890 d:rap_hip_hop d:0
4346 4346 13:03:16 h:hm_sentimento_em_sila_ncio_ft_major d:37890 d:rap_hip_hop d:0
4346 4346 13:03:16 h:hm_sente_meu_ataque d:37890 d:rap_hip_hop d:0
