userid,itemid,rating,band_id,music_genre,instrumental
442,h:hm_sentimento_em_sila_ncio_ft_major,1,d:37890,d:rap_hip_hop,d:0
442,h:sou_o_que_quiseres_1,1,d:38609,d:outro,d:0
442,h:mundo_magico,1,d:38609,d:outro,d:0
442,h:desculpa_eu_ser_assim,1,d:38609,d:outro,d:0
442,h:hm_sente_meu_ataque,1,d:37890,d:rap_hip_hop,d:0
467,h:hm_sentimento_em_sila_ncio_ft_major,1,d:37890,d:rap_hip_hop,d:0
467,h:distinto_ft_major_eterna_amada,1,d:38666,d:rap_hip_hop,d:1
467,h:hm_ft_don_letche_hoje_a_noite_a_nossa,1,d:37890,d:rap_hip_hop,d:0
467,h:dilemas_da_vida_1,1,d:38609,d:outro,d:1
467,h:kutegash_porque_nao_mudas_por_mim,1,d:37618,d:outro,d:1
467,h:sou_o_que_quiseres_1,1,d:38609,d:outro,d:0
467,h:1_vive_a_vida_kutegash,1,d:37618,d:outro,d:1
467,h:quero_te_1,1,d:36872,d:rap_hip_hop,d:1
467,h:tu_sabes_3,1,d:38609,d:outro,d:1
467,h:dona_do_meu_tempo,1,d:38609,d:outro,d:0
467,h:mundo_magico,1,d:38609,d:outro,d:0
467,h:a_vossa_hista_ria_mk,1,d:37618,d:outro,d:0
467,h:distinto_sonhos_destruidos,1,d:38666,d:rap_hip_hop,d:1
467,h:desculpa_eu_ser_assim,1,d:38609,d:outro,d:0
467,h:distinto_ft_major_beck_voice_nao_vivi_sobrevi_vi,1,d:38666,d:rap_hip_hop,d:1
626,h:hm_sentimento_em_sila_ncio_ft_major,1,d:37890,d:rap_hip_hop,d:0
626,h:danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,1,d:35708,d:rap_hip_hop,d:0
626,h:para_ti_amor,1,d:38370,d:rap_hip_hop,d:0
626,h:for_my_lady_2008_dj_drix,1,d:40059,d:outro,d:1
626,h:volta_para_mim_ft_sofia_2008,1,d:41145,d:outro,d:1
626,h:tamawitah_es_essencial,1,d:37127,d:rap_hip_hop,d:1
626,h:i_miss_you,1,d:44031,d:r_b,d:1
626,h:o_amor_a_raro,1,d:40811,d:rap_hip_hop,d:0
626,h:princesa_quero_te_aqui,1,d:40811,d:rap_hip_hop,d:0
626,h:sem_ti_4,1,d:41678,d:rap_hip_hop,d:1
626,h:foi_assim_1,1,d:40811,d:rap_hip_hop,d:0
626,h:coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,1,d:37223,d:rap_hip_hop,d:0
626,h:fazes_me_viver_daniela,1,d:38370,d:rap_hip_hop,d:0
626,h:o_teu_olhar,1,d:36992,d:rap_hip_hop,d:1
626,h:digo_adeus,1,d:41678,d:rap_hip_hop,d:1
626,h:sem_medo_brankovoice,1,d:36886,d:rap_hip_hop,d:1
626,h:welcome_ls,1,d:40811,d:rap_hip_hop,d:0
626,h:desabafos_mc_fly,1,d:41678,d:rap_hip_hop,d:1
626,h:ntk_da_me_a_oportunidade_2007,1,d:37127,d:rap_hip_hop,d:0
626,h:klake_na_o_sabes_a_dor_feat_lil_c_noc,1,d:41180,d:outro,d:1
626,h:dj_lil_thug_nta_amabu_remix_love_2008,1,d:39460,d:alternativa,d:1
626,h:anda_la_mexe,1,d:41678,d:rap_hip_hop,d:1
626,h:hey_girl_ft_ntk,1,d:40811,d:rap_hip_hop,d:0
626,h:i_miss_u_so_much,1,d:40408,d:rap_hip_hop,d:1
626,h:inalteravel_kolateral_ft_am,1,d:41682,d:r_b,d:0
626,h:vem_pa_pa_de_mim,1,d:40811,d:rap_hip_hop,d:1
626,h:p_mike_ft_inato_desilusa_o,1,d:42116,d:rap_hip_hop,d:1
626,h:joker_74_buehcys_quero_te_perder,1,d:38594,d:rap_hip_hop,d:0
626,h:a_sa_s_com_a_nostalgia,1,d:35568,d:outro,d:0
626,h:kutegash_porque_nao_mudas_por_mim,1,d:37618,d:outro,d:1
626,h:se_amanha,1,d:35568,d:outro,d:0
626,h:resumo_do_passado_ft_inato,1,d:40811,d:rap_hip_hop,d:0
626,h:nada_a_para_sempre,1,d:40418,d:outro,d:0
626,h:1_vive_a_vida_kutegash,1,d:37618,d:outro,d:1
626,h:hm_vale_a_pena_voltar_atras_ft_kute_gash,1,d:37890,d:rap_hip_hop,d:0
626,h:mind_o_meu_destino_2008,1,d:41416,d:rap_hip_hop,d:1
626,h:a_minha_hista_ria_ft_missy_e_gijoe,1,d:35568,d:outro,d:0
626,h:beautiful_lind_a,1,d:41678,d:rap_hip_hop,d:1
626,h:fire_k_natacha_estrelas_brilhantes,1,d:36267,d:rap_hip_hop,d:1
626,h:dona_do_meu_tempo,1,d:38609,d:outro,d:0
626,h:ta_o_perto_mas_ta_o_longe,1,d:38807,d:rap_hip_hop,d:0
626,h:deixas_me_louco_1,1,d:41678,d:rap_hip_hop,d:1
626,h:sill_mais_uma_vez,1,d:39654,d:rap_hip_hop,d:1
626,h:queremos_paz_1,1,d:41678,d:rap_hip_hop,d:1
626,h:tu_a_s_aquela,1,d:40408,d:rap_hip_hop,d:1
626,h:nunca_mudei_ft_ntk,1,d:40811,d:rap_hip_hop,d:0
626,h:coraa_a_o_abalado,1,d:40418,d:outro,d:0
626,h:na_o_sei_o_que_aconteceu,1,d:41685,d:rap_hip_hop,d:1
626,h:fredfox_passa_esta_noite_comigo,1,d:36545,d:r_b,d:1
626,h:debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r,1,d:38025,d:outro,d:1
626,h:danito_jp_ft_rafa_dana_porque,1,d:35708,d:rap_hip_hop,d:0
626,h:ouve_o_teu_coraa_a_o,1,d:41678,d:rap_hip_hop,d:1
626,h:noite_da_traia_ao_ft_joker_74,1,d:38823,d:rap_hip_hop,d:1
626,h:aquele_momento_1,1,d:41682,d:r_b,d:0
626,h:da_me_a_tua_ma_o,1,d:41678,d:rap_hip_hop,d:1
626,h:1_dia_one_day_mc_fly_feat_ronald_isley,1,d:41678,d:rap_hip_hop,d:1
626,h:full_snippet_mixtape_carlitos,1,d:37062,d:rap_hip_hop,d:0
626,h:quero_te,1,d:42116,d:rap_hip_hop,d:1
626,h:eras_a_minha_ft_ntk,1,d:40811,d:rap_hip_hop,d:0
626,h:a_importancia_da_amizade,1,d:39552,d:rap_hip_hop,d:1
626,h:a_s_sa_tu_2009,1,d:40811,d:rap_hip_hop,d:1
626,h:one_love,1,d:37062,d:rap_hip_hop,d:0
626,h:my_little_guide_star_ft_ntk,1,d:40811,d:rap_hip_hop,d:1
626,h:rookie_ft_infiltrado_hista_ria_da_nossa_paixa_o,1,d:41685,d:rap_hip_hop,d:1
626,h:ntk_e_jessica_da_a_cara_ao_que_sentes_2008,1,d:41416,d:rap_hip_hop,d:1
626,h:porque_vais_madley_feat_mc_fly,1,d:41678,d:rap_hip_hop,d:1
626,h:nosso_amor_original_carlitos_feat_don_jay,1,d:37062,d:rap_hip_hop,d:0
626,h:fim_na_dor,1,d:41678,d:rap_hip_hop,d:1
626,h:vem_ca_ft_ikaruz_e_ntk,1,d:40811,d:rap_hip_hop,d:1
626,h:baby_volta,1,d:40811,d:rap_hip_hop,d:0
626,h:baby_girl_volta_para_mim,1,d:38443,d:rap_hip_hop,d:1
626,h:lil_kid_ft_bruno_hoooo_lil_kid_records,1,d:38446,d:rap_hip_hop,d:1
626,h:a_arte_mais_bela,1,d:40408,d:rap_hip_hop,d:1
626,h:inato_ft_infiltrado_fofa,1,d:42116,d:rap_hip_hop,d:1
626,h:isolado_anjo_mc_babi,1,d:33887,d:rap_hip_hop,d:0
626,h:jessica_ver_o_teu_regresso_2008,1,d:41416,d:rap_hip_hop,d:1
791,h:hm_sentimento_em_sila_ncio_ft_major,1,d:37890,d:rap_hip_hop,d:0
791,h:baby_toca,1,d:36237,d:rap_hip_hop,d:1
791,h:hm_sente_meu_ataque,1,d:37890,d:rap_hip_hop,d:0
876,h:hm_sentimento_em_sila_ncio_ft_major,1,d:37890,d:rap_hip_hop,d:0
876,h:a_sa_s_com_a_nostalgia,1,d:35568,d:outro,d:0
876,h:joker_74_ft_buehcys_noite_de_traia_a_o,1,d:38594,d:rap_hip_hop,d:0
876,h:hm_vale_a_pena_voltar_atras_ft_kute_gash,1,d:37890,d:rap_hip_hop,d:0
876,h:a_minha_hista_ria_ft_missy_e_gijoe,1,d:35568,d:outro,d:0
876,h:hm_sente_meu_ataque,1,d:37890,d:rap_hip_hop,d:0
886,h:hm_sentimento_em_sila_ncio_ft_major,1,d:37890,d:rap_hip_hop,d:0
886,h:culpado,1,d:39639,d:rap_hip_hop,d:1
886,h:ft_dj_hellboy_tuning_its_not_a_crime_part_ii,1,d:35411,d:electronica_dance,d:1
886,h:dilemas_da_vida_mk,1,d:37618,d:outro,d:1
886,h:sou_o_que_quiseres_mk,1,d:37618,d:outro,d:1
886,h:sem_ti,1,d:35266,d:r_b,d:0
886,h:major_ft_distinto_sera_amor,1,d:38666,d:rap_hip_hop,d:1
886,h:coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,1,d:37223,d:rap_hip_hop,d:0
886,h:fuck_off_katchorras_canuca_ft_isek,1,d:37063,d:rap_hip_hop,d:1
886,h:rmc_fabio_raimundo_falsas_fantasias,1,d:40470,d:rap_hip_hop,d:0
886,h:so_sexy_babylon_mix,1,d:39105,d:electronica_dance,d:1
886,h:rock_this_party2007_baby_lon_remix,1,d:39105,d:electronica_dance,d:1
886,h:agir_to_pionei_ro_son_tuga_pra_danxar,1,d:42613,d:reggae,d:0
886,h:ntk_da_me_a_oportunidade_2007,1,d:37127,d:rap_hip_hop,d:0
886,h:mc_ciganita_xungaria_falsificada,1,d:38028,d:rap_hip_hop,d:0
886,h:foge_runaway_remix,1,d:34756,d:rap_hip_hop,d:0
886,h:mc_msn_ft_mc_internet_guetto,1,d:40600,d:rap_hip_hop,d:1
886,h:danito_ft_myth_jp_lagrimas_na_cara,1,d:35708,d:rap_hip_hop,d:0
886,h:porque_choras_feat_sainsamurai,1,d:37787,d:rap_hip_hop,d:0
886,h:o_erro_de_te_conhecer_2008,1,d:39243,d:r_b,d:1
886,h:ha_mulheres_e_bitchies,1,d:37839,d:rap_hip_hop,d:1
886,h:ja_me_fartei_rita_lopez,1,d:37165,d:outro,d:0
886,h:zig_zag_remix,1,d:35411,d:electronica_dance,d:1
886,h:sa_sucesso_the_summer_arrived_vol_4_2006_cd1_01_batata_mc_ft_deus_verbal_marreco_mc_dama_anda_ca,1,d:35419,d:rap_hip_hop,d:1
886,h:afrika_fica_comigo,1,d:36609,d:rap_hip_hop,d:0
886,h:so_quero_voltar_a_ter,1,d:39639,d:rap_hip_hop,d:0
886,h:snipers,1,d:37839,d:rap_hip_hop,d:1
886,h:sou_bombeiro,1,d:37368,d:electronica_dance,d:0
886,h:kutegash_can_you,1,d:37618,d:outro,d:0
886,h:contentores_mikel_filipe_remix,1,d:40991,d:electronica_dance,d:0
886,h:confesso,1,d:41070,d:rap_hip_hop,d:1
886,h:toca_e_sente,1,d:39484,d:r_b,d:1
886,h:buraka_vs_antoine_clamaran_babylon_remix,1,d:39105,d:electronica_dance,d:1
886,h:a_sa_s_com_a_nostalgia,1,d:35568,d:outro,d:0
886,h:7_para_ti_amigo_kutegash,1,d:37618,d:outro,d:0
886,h:tens_muito_que_aprender_ft_isolado_spm_mind_rds5,1,d:40704,d:rap_hip_hop,d:0
886,h:kutegash_porque_nao_mudas_por_mim,1,d:37618,d:outro,d:1
886,h:sabes_onde_estou_kizomba_mix,1,d:35411,d:electronica_dance,d:1
886,h:when_the_night_falls,1,d:35538,d:rock,d:0
886,h:skhuba_tavares_babe_eu_quero_te_ter,1,d:42008,d:r_b,d:1
886,h:put_your_rise_up_down_live_bab_ylon_mix,1,d:39105,d:electronica_dance,d:1
886,h:1_vive_a_vida_kutegash,1,d:37618,d:outro,d:1
886,h:born_in_the_guetto,1,d:34756,d:rap_hip_hop,d:0
886,h:a_minha_hista_ria_ft_missy_e_gijoe,1,d:35568,d:outro,d:0
886,h:quando_tudo_acaba_young_b_ft_d_tox_rb,1,d:41212,d:rap_hip_hop,d:1
886,h:soldados_da_musgueira,1,d:41587,d:rap_hip_hop,d:1
886,h:objectivo_1,1,d:39803,d:rap_hip_hop,d:0
886,h:hip_hop_tuga_1,1,d:41678,d:rap_hip_hop,d:1
886,h:shakal_a_na_descontra,1,d:37836,d:rap_hip_hop,d:0
886,h:set_dj_epsyn_va_urban_teckniks,1,d:40531,d:electronica_dance,d:1
886,h:paulo_gama_projectos,1,d:40800,d:jazz,d:0
886,h:amo_te_alma_ga_mea,1,d:39484,d:r_b,d:0
886,h:nao_deixo_de_pensar_mk,1,d:37618,d:outro,d:1
886,h:ft_dj_epsyn_first_power,1,d:35411,d:electronica_dance,d:1
886,h:4_6a_feira_reggaeton_ft_saraiva,1,d:42866,d:outro,d:1
886,h:resposta_ao_kamel_estiga,1,d:37063,d:rap_hip_hop,d:1
886,h:sem_ti_na_o_dana_o,1,d:39484,d:r_b,d:0
886,h:shakal_sai_droga,1,d:37836,d:rap_hip_hop,d:0
886,h:coraa_a_o_abalado,1,d:40418,d:outro,d:0
886,h:rookie_na_o_merecem_pequena_mensagem,1,d:41997,d:outro,d:0
886,h:tunning_its_not_a_crime,1,d:35411,d:electronica_dance,d:1
886,h:sa_eu_e_tu,1,d:39484,d:r_b,d:0
886,h:a_vossa_hista_ria_mk,1,d:37618,d:outro,d:0
886,h:introspectiva_pt1,1,d:36974,d:rap_hip_hop,d:1
886,h:da_me_a_tua_ma_o,1,d:41678,d:rap_hip_hop,d:1
886,h:7a_andar_toque_tlm,1,d:37301,d:rock,d:0
886,h:historia_triste,1,d:37787,d:rap_hip_hop,d:0
886,h:espera_por_mim_ft_mind,1,d:41935,d:rap_hip_hop,d:0
886,h:roleta_russa,1,d:39984,d:rap_hip_hop,d:0
886,h:baby_dont_cry,1,d:41678,d:rap_hip_hop,d:1
886,h:gostava_de_ser_feliz,1,d:38339,d:rap_hip_hop,d:0
886,h:skl_nao_tens_moral_para_mim,1,d:37836,d:rap_hip_hop,d:1
886,h:jp_ft_danito_tu_es_1,1,d:38736,d:r_b,d:0
886,h:msn_ft_danito,1,d:38736,d:r_b,d:0
886,h:lovely_babylon_remix,1,d:39105,d:electronica_dance,d:1
886,h:marcos_ana_ferreira_confia_em_mim,1,d:39616,d:r_b,d:0
886,h:ta_pioneiro_ft_ag_ir_som_tuga_par,1,d:33754,d:rap_hip_hop,d:1
886,h:bu_ka_ten_eskapatori,1,d:36872,d:rap_hip_hop,d:1
886,h:fatal_tecnho,1,d:35411,d:electronica_dance,d:1
886,h:porke_na_sou_deus,1,d:36143,d:rap_hip_hop,d:1
886,h:mito_pensando_em_ti,1,d:36255,d:rap_hip_hop,d:0
886,h:mundo_magico_mk,1,d:37618,d:outro,d:1
886,h:tu_a_s_a_minha_mulher,1,d:39639,d:rap_hip_hop,d:0
959,h:hm_sentimento_em_sila_ncio_ft_major,1,d:37890,d:rap_hip_hop,d:0
959,h:lcpi_mc_anjo_da_guarda,1,d:38807,d:rap_hip_hop,d:0
959,h:leandro_que_mal_te_fiz_eu_diz_me,1,d:44111,d:outro,d:1
959,h:danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,1,d:35708,d:rap_hip_hop,d:0
959,h:vcs_na_o_ta_o_preparados_feat_hc,1,d:35514,d:rap_hip_hop,d:0
959,h:sou_o_que_quiseres_mk,1,d:37618,d:outro,d:1
959,h:se_eu_fosse_um_dia_o_teu_olhar,1,d:44111,d:outro,d:1
959,h:tu_a_s,1,d:42116,d:rap_hip_hop,d:1
959,h:infiltrado_ft_inato_onde_anda_a_policia_1,1,d:41685,d:rap_hip_hop,d:1
959,h:asher_momentos_da_vida_promo_2007,1,d:37127,d:rap_hip_hop,d:0
959,h:tamawitah_es_essencial,1,d:37127,d:rap_hip_hop,d:1
959,h:o_amor_a_raro,1,d:40811,d:rap_hip_hop,d:0
959,h:na_o_ha_mais_amor_ft_ikaruz_ntk,1,d:43474,d:r_b,d:1
959,h:foi_assim_1,1,d:40811,d:rap_hip_hop,d:0
959,h:poettas_do_guetto_feat_va_nessa,1,d:39543,d:rap_hip_hop,d:0
959,h:indrominado,1,d:40291,d:rap_hip_hop,d:1
959,h:es_o_meu_sonho,1,d:39254,d:outro,d:0
959,h:coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,1,d:37223,d:rap_hip_hop,d:0
959,h:04_o_que_sinto,1,d:40775,d:rap_hip_hop,d:0
959,h:o_teu_olhar,1,d:36992,d:rap_hip_hop,d:1
959,h:audia_ao_singular_2008,1,d:40143,d:rap_hip_hop,d:1
959,h:sem_medo_brankovoice,1,d:36886,d:rap_hip_hop,d:1
959,h:mc_babi_sente_enta_o,1,d:33887,d:rap_hip_hop,d:0
959,h:fuck_off_katchorras_canuca_ft_isek,1,d:37063,d:rap_hip_hop,d:1
959,h:sinto_me_ta_o_leve_2008,1,d:40849,d:rap_hip_hop,d:0
959,h:sente_agora,1,d:36974,d:rap_hip_hop,d:1
959,h:road_1,1,d:41411,d:rock,d:0
959,h:vida_injusta_1,1,d:39800,d:rap_hip_hop,d:0
959,h:ntk_da_me_a_oportunidade_2007,1,d:37127,d:rap_hip_hop,d:0
959,h:mc_ciganita_xungaria_falsificada,1,d:38028,d:rap_hip_hop,d:0
959,h:danewfree,1,d:41412,d:rap_hip_hop,d:0
959,h:klake_na_o_sabes_a_dor_feat_lil_c_noc,1,d:41180,d:outro,d:1
959,h:toppo_ft_pinilha_fu_ckad_odio,1,d:43617,d:rap_hip_hop,d:1
959,h:ilusa_o_ft_ana_ferreira_o_que_penso,1,d:39616,d:r_b,d:0
959,h:dj_lil_thug_nta_amabu_remix_love_2008,1,d:39460,d:alternativa,d:1
959,h:anda_la_mexe,1,d:41678,d:rap_hip_hop,d:1
959,h:casal_de_cambra_ft_bkt,1,d:36338,d:rap_hip_hop,d:0
959,h:hey_girl_ft_ntk,1,d:40811,d:rap_hip_hop,d:0
959,h:hm_duvidas_do_talento,1,d:37890,d:rap_hip_hop,d:0
959,h:criminal_g_sem_ti_na_o_da_vanessa,1,d:41915,d:rap_hip_hop,d:1
959,h:danito_ft_myth_jp_lagrimas_na_cara,1,d:35708,d:rap_hip_hop,d:0
959,h:o_que_se_passa,1,d:42096,d:outro,d:1
959,h:harry_potter,1,d:40408,d:rap_hip_hop,d:1
959,h:interca_mbio,1,d:36974,d:rap_hip_hop,d:1
959,h:infiltrado_ft_inato_na_o_te_quero_perder,1,d:41685,d:rap_hip_hop,d:1
959,h:renovaa_a_o_total,1,d:41939,d:rap_hip_hop,d:0
959,h:imortalidade_ft_fdr,1,d:33905,d:rap_hip_hop,d:0
959,h:papadocks_ft_mortex_nhela60_e_na_street,1,d:40873,d:rap_hip_hop,d:1
959,h:special_days_arina,1,d:38424,d:rock,d:0
959,h:ha_mulheres_e_bitchies,1,d:37839,d:rap_hip_hop,d:1
959,h:lcpi_mc_os_enganos,1,d:38807,d:rap_hip_hop,d:0
959,h:i_miss_u_so_much,1,d:40408,d:rap_hip_hop,d:1
959,h:rookie_ft_ana_ferreira_a_s_a_minha_perdia_a_o,1,d:41997,d:outro,d:0
959,h:ja_me_fartei_rita_lopez,1,d:37165,d:outro,d:0
959,h:a_morte_pede_carona,1,d:41587,d:rap_hip_hop,d:1
959,h:tu_a_s_ta_o_linda,1,d:40408,d:rap_hip_hop,d:1
959,h:puto_ko_tchora_ghetto_shadows_mortex_com_b_shadd,1,d:37729,d:rap_hip_hop,d:0
959,h:snipers,1,d:37839,d:rap_hip_hop,d:1
959,h:nova_geraa_a_o,1,d:40408,d:rap_hip_hop,d:0
959,h:mc_blufs_ax_falta_de_trabalho,1,d:37966,d:r_b,d:1
959,h:beleza_artificial_com_ba_nus_sam_the_kid,1,d:39984,d:rap_hip_hop,d:0
959,h:racionalizaa_a_o,1,d:40775,d:rap_hip_hop,d:0
959,h:quem_me_dera,1,d:36524,d:rap_hip_hop,d:0
959,h:pseudo_mcs_ft_bonus,1,d:39984,d:rap_hip_hop,d:0
959,h:qero_te_assim_te,1,d:40775,d:rap_hip_hop,d:0
959,h:kutegash_can_you,1,d:37618,d:outro,d:0
959,h:poesia,1,d:36524,d:rap_hip_hop,d:0
959,h:cyntiiah_g_ft_g_foxx_ft_ntk_farta_de_ti_2008,1,d:40143,d:rap_hip_hop,d:1
959,h:passado_vs_presente,1,d:36609,d:rap_hip_hop,d:0
959,h:vem_pa_pa_de_mim,1,d:40811,d:rap_hip_hop,d:1
959,h:porca_do_caralho_og_productions_2007_k_flado,1,d:34996,d:rap_hip_hop,d:1
959,h:confesso,1,d:41070,d:rap_hip_hop,d:1
959,h:samim_heather_remix,1,d:40417,d:electronica_dance,d:1
959,h:art_di_um_cultura,1,d:36524,d:rap_hip_hop,d:0
959,h:abre_os_olhos_1,1,d:36974,d:rap_hip_hop,d:1
959,h:toca_e_sente,1,d:39484,d:r_b,d:1
959,h:paixoes_proibidas,1,d:41014,d:rap_hip_hop,d:0
959,h:parabens_toppo_gigio_pela_tua_desgraa_a,1,d:41685,d:rap_hip_hop,d:1
959,h:emblema_vs_jana_parque,1,d:42545,d:rap_hip_hop,d:1
959,h:passado_vs_presente_irina_vs_susana,1,d:38807,d:rap_hip_hop,d:0
959,h:cachorras,1,d:37420,d:rap_hip_hop,d:1
959,h:falsos,1,d:36872,d:rap_hip_hop,d:1
959,h:joker_74_buehcys_quero_te_perder,1,d:38594,d:rap_hip_hop,d:0
959,h:sem_titulo_ft_fora_a_suprema_e_up_family,1,d:39803,d:rap_hip_hop,d:1
959,h:em_cada_canto_do_meu_mundo,1,d:39639,d:rap_hip_hop,d:0
959,h:o_que_sinto,1,d:41939,d:rap_hip_hop,d:0
959,h:mc_blufs_ax_chorar_vale_mais_qe_palavras,1,d:37966,d:r_b,d:1
959,h:mc_blufs_ax_mc_evilfairy_o_nosso_futuro_ta_em_jogo,1,d:37966,d:r_b,d:0
959,h:sociedade_oculta_desculpa_mae,1,d:39129,d:rap_hip_hop,d:1
959,h:pedra_filosofal_ft_lilfamily,1,d:36338,d:rap_hip_hop,d:0
959,h:assim_como_o_segundo_pertence_a_hora,1,d:41574,d:rap_hip_hop,d:1
959,h:7_para_ti_amigo_kutegash,1,d:37618,d:outro,d:0
959,h:morgadex_ana_ferreira_a_s_tu_a_unica_raza_o_1,1,d:39616,d:r_b,d:0
959,h:palco_principal_a_verdade,1,d:41574,d:rap_hip_hop,d:1
959,h:kutegash_porque_nao_mudas_por_mim,1,d:37618,d:outro,d:1
959,h:hga_es_akela,1,d:38987,d:rap_hip_hop,d:0
959,h:welcome_beat,1,d:42623,d:r_b,d:1
959,h:fa_s_da_falsidade_bahamas_feat_duke_pastilha,1,d:41445,d:rap_hip_hop,d:1
959,h:sinceramente_diss_toppo,1,d:41685,d:rap_hip_hop,d:1
959,h:mc_blufs_ax_fora_a_de_vontade_feat_com_minha_dama,1,d:37966,d:r_b,d:1
959,h:o_medo,1,d:37181,d:outro,d:0
959,h:txenk_ft_bonus_sofrimento_do_mundo_2a,1,d:41352,d:rap_hip_hop,d:1
959,h:a_vida_a_bela,1,d:40408,d:rap_hip_hop,d:1
959,h:skhuba_tavares_babe_eu_quero_te_ter,1,d:42008,d:r_b,d:1
959,h:nada_nem_ninguem_baby,1,d:41983,d:rap_hip_hop,d:1
959,h:punk_morte_num_amor_eterno,1,d:42572,d:rap_hip_hop,d:0
959,h:idade_dos_sonhos,1,d:39628,d:pop,d:0
959,h:yo_quiero_respirar_remix_dj_shark,1,d:39426,d:electronica_dance,d:1
959,h:1_vive_a_vida_kutegash,1,d:37618,d:outro,d:1
959,h:hm_vale_a_pena_voltar_atras_ft_kute_gash,1,d:37890,d:rap_hip_hop,d:0
959,h:mgc_chega,1,d:34210,d:rap_hip_hop,d:1
959,h:mc_pedro_feat_puto_gomes_o_nosso_dia,1,d:38567,d:rap_hip_hop,d:1
959,h:desde_que_te_vi,1,d:35266,d:r_b,d:0
959,h:sao_7_dias,1,d:37760,d:rap_hip_hop,d:0
959,h:mind_o_meu_destino_2008,1,d:41416,d:rap_hip_hop,d:1
959,h:mrk_ft_hm_tens_o_dom_2008,1,d:41145,d:outro,d:1
959,h:amizade_mundo_unido_feat_dreamer,1,d:39484,d:r_b,d:0
959,h:a_minha_hista_ria_ft_missy_e_gijoe,1,d:35568,d:outro,d:0
959,h:mc_ms_ft_mc_cassy_nunca_te_esquecerei,1,d:42217,d:rap_hip_hop,d:0
959,h:dj_rayl_style_odc,1,d:38382,d:rap_hip_hop,d:1
959,h:fire_k_natacha_estrelas_brilhantes,1,d:36267,d:rap_hip_hop,d:1
959,h:objectivo_1,1,d:39803,d:rap_hip_hop,d:0
959,h:misskye_nao_te_quero_mais,1,d:41109,d:r_b,d:0
959,h:somente_tu,1,d:42116,d:rap_hip_hop,d:0
959,h:hip_hop_tuga_1,1,d:41678,d:rap_hip_hop,d:1
959,h:shakal_a_na_descontra,1,d:37836,d:rap_hip_hop,d:0
959,h:shakal_revolta,1,d:37836,d:rap_hip_hop,d:0
959,h:ta_o_perto_mas_ta_o_longe,1,d:38807,d:rap_hip_hop,d:0
959,h:mc_babi_ft_laya_tudo_o_que_quero,1,d:33887,d:rap_hip_hop,d:0
959,h:g_foxx_facada_nas_costas_a_mim_na_o_2008,1,d:40143,d:rap_hip_hop,d:1
959,h:11_mulher_que_deus_amou,1,d:39984,d:rap_hip_hop,d:0
959,h:olhar,1,d:36747,d:rap_hip_hop,d:1
959,h:ncs_feat_jay_c_reflexao_mensagem,1,d:41220,d:rap_hip_hop,d:1
959,h:djrikhard_ft_djspear_poetas_de_karaoke_1,1,d:37977,d:electronica_dance,d:0
959,h:mundo_magico,1,d:38609,d:outro,d:0
959,h:desiludido_nu_amor_myslo_ft_canuca,1,d:37063,d:rap_hip_hop,d:1
959,h:morgadex_ft_infiltrado_amor_volta_para_mim_1,1,d:41685,d:rap_hip_hop,d:1
959,h:kero_o_sentimento_fea_t_mc_scretshadow,1,d:38404,d:rap_hip_hop,d:0
959,h:dj_rayl_por_de_tra_s_do_escuro,1,d:38382,d:rap_hip_hop,d:1
959,h:tu_a_s_aquela,1,d:40408,d:rap_hip_hop,d:1
959,h:amo_te_alma_ga_mea,1,d:39484,d:r_b,d:0
959,h:sao_tantas_as_madrugadas_passadas,1,d:41574,d:rap_hip_hop,d:1
959,h:mgc_suicidio,1,d:34210,d:rap_hip_hop,d:1
959,h:mafia_crew_putas_droga_vinho_1,1,d:38041,d:rap_hip_hop,d:0
959,h:beco_sem_saa_da_mortex_2005,1,d:37729,d:rap_hip_hop,d:0
959,h:k_ppa_kid_ft_dra_kula_profundezas_obscuras,1,d:40408,d:rap_hip_hop,d:1
959,h:russo_ft_mc_f_amor_eterno,1,d:42241,d:r_b,d:1
959,h:esperana_a_vs_repressa_o,1,d:36524,d:rap_hip_hop,d:0
959,h:palavras_1,1,d:39707,d:r_b,d:0
959,h:mc_ciganita_a_mor_prefeito,1,d:38028,d:rap_hip_hop,d:0
959,h:realidade,1,d:36974,d:rap_hip_hop,d:1
959,h:jp_ft_danito_nada_vai_ser_igual,1,d:35708,d:rap_hip_hop,d:1
959,h:ft_dj_epsyn_first_power,1,d:35411,d:electronica_dance,d:1
959,h:fa_s_dafalsidade_bahamasdanew_ft_pastilha_duke,1,d:41412,d:rap_hip_hop,d:0
959,h:mas_a_culpa_na_o_foi_tua,1,d:38041,d:rap_hip_hop,d:0
959,h:sempre_quando_nao_estas_ft_ikaruz_ntk,1,d:43474,d:r_b,d:1
959,h:rmc_assim_que_te_vi,1,d:40470,d:rap_hip_hop,d:0
